"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMALIES (000)",22419,21943,6670,2471,2353,1894,3149,2404,1733,1269,476,71189
"De 12 a 14 años (001)",2844,2819,2808,9,2,,,,,,25,13
"De 15 a 19 años (002)",3080,3029,2482,466,69,9,3,,,,51,643
"De 20 a 24 años (003)",2442,2275,620,919,560,139,31,6,,,167,2631
"De 25 a 29 años (004)",2139,2048,209,462,627,448,273,26,3,,91,4409
"De 30 a 34 años (005)",1950,1908,148,198,397,384,575,180,21,5,42,6029
"De 35 a 39 años (006)",1991,1967,89,106,261,336,622,416,120,17,24,8252
"De 40 a 44 años (007)",1775,1756,66,66,132,188,485,438,270,111,19,9335
"De 45 a 49 años (008)",1376,1368,49,45,60,118,295,334,289,178,8,8443
"De 50 y más años (009)",4822,4773,199,200,245,272,865,1004,1030,958,49,31434
"Sin nivel (010)",3988,3909,325,233,269,292,790,763,680,557,79,22128
"De 12 a 14 años (011)",17,17,17,,,,,,,,,
"De 15 a 19 años (012)",87,85,52,19,9,4,1,,,,2,53
"De 20 a 24 años (013)",103,91,25,29,25,9,2,1,,,12,121
"De 25 a 29 años (014)",168,162,14,28,28,47,39,4,2,,6,435
"De 30 a 34 años (015)",210,203,24,14,24,22,74,37,6,2,7,763
"De 35 a 39 años (016)",289,280,24,10,25,32,80,79,25,5,9,1287
"De 40 a 44 años (017)",352,348,26,18,14,23,77,91,70,29,4,1949
"De 45 a 49 años (018)",328,325,25,9,9,18,67,66,69,62,3,2099
"De 50 y más años (019)",2434,2398,118,106,135,137,450,485,508,459,36,15421
"Educacion Inicial (020)",39,38,7,10,2,9,5,4,,1,1,95
"De 12 a 14 años (021)",3,3,3,,,,,,,,,
"De 15 a 19 años (022)",6,6,3,3,,,,,,,,3
