"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia AYMARAES (000)",9411,1261,1898,3868,35,2032,65,252
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",68,68,,,,,,
"Profes., científicos e intelectuales (002)",649,605,,41,3,,,
"Técnicos de nivel medio y trab. asimilados (003)",171,139,,30,2,,,
"Jefes y empleados de oficina (004)",184,184,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",558,44,10,426,7,71,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2869,,2,2852,15,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",558,,436,102,1,19,,
"Obreros construc.,conf.,papel, fab., instr. (008)",481,59,245,166,6,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",3408,108,1180,164,1,1890,65,
"Otra (010)",43,43,,,,,,
"Ocupación no especificada (011)",170,11,25,87,,47,,
"Desocupado (012)",252,,,,,,,252
"Hombres (013)",7171,835,1723,2890,27,1494,8,194
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,58,,,,,,
"Profes., científicos e intelectuales (015)",397,371,,23,3,,,
"Técnicos de nivel medio y trab. asimilados (016)",119,96,,21,2,,,
"Jefes y empleados de oficina (017)",118,118,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",191,30,4,140,3,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",2403,,2,2390,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",523,,430,78,1,14,,
"Obreros construc.,conf.,papel, fab., instr. (021)",476,59,243,163,6,5,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",2595,56,1029,54,1,1447,8,
"Otra (023)",43,43,,,,,,
"Ocupación no especificada (024)",54,4,15,21,,14,,
"Desocupado (025)",194,,,,,,,194
"Mujeres (026)",2240,426,175,978,8,538,57,58
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",10,10,,,,,,
"Profes., científicos e intelectuales (028)",252,234,,18,,,,
"Técnicos de nivel medio y trab. asimilados (029)",52,43,,9,,,,
"Jefes y empleados de oficina (030)",66,66,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",367,14,6,286,4,57,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",466,,,462,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",35,,6,24,,5,,
"Obreros construc.,conf.,papel, fab., instr. (034)",5,,2,3,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",813,52,151,110,,443,57,
"Ocupación no especificada (037)",116,7,10,66,,33,,
"Desocupado (038)",58,,,,,,,58
,,,,,,,,
"URBANA (039)",4237,813,622,1646,17,959,44,136
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",43,43,,,,,,
"Profes., científicos e intelectuales (041)",440,406,,32,2,,,
"Técnicos de nivel medio y trab. asimilados (042)",94,68,,25,1,,,
"Jefes y empleados de oficina (043)",124,124,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",392,29,7,297,5,54,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",977,,1,971,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",117,,39,68,,10,,
"Obreros construc.,conf.,papel, fab., instr. (047)",246,39,95,108,3,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1577,70,465,123,1,874,44,
"Otra (049)",30,30,,,,,,
"Ocupación no especificada (050)",61,4,15,22,,20,,
"Desocupado (051)",136,,,,,,,136
"Hombres (052)",2921,487,528,1134,13,650,6,103
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",38,38,,,,,,
"Profes., científicos e intelectuales (054)",241,219,,20,2,,,
"Técnicos de nivel medio y trab. asimilados (055)",54,36,,17,1,,,
"Jefes y empleados de oficina (056)",71,71,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",135,20,3,98,2,12,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",809,,1,804,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",95,,38,52,,5,,
"Obreros construc.,conf.,papel, fab., instr. (060)",242,39,93,106,3,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",1083,33,385,32,1,626,6,
"Otra (062)",30,30,,,,,,
"Ocupación no especificada (063)",20,1,8,5,,6,,
"Desocupado (064)",103,,,,,,,103
"Mujeres (065)",1316,326,94,512,4,309,38,33
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,5,,,,,,
"Profes., científicos e intelectuales (067)",199,187,,12,,,,
"Técnicos de nivel medio y trab. asimilados (068)",40,32,,8,,,,
"Jefes y empleados de oficina (069)",53,53,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",257,9,4,199,3,42,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",168,,,167,1,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",22,,1,16,,5,,
"Obreros construc.,conf.,papel, fab., instr. (073)",4,,2,2,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",494,37,80,91,,248,38,
"Ocupación no especificada (076)",41,3,7,17,,14,,
"Desocupado (077)",33,,,,,,,33
,,,,,,,,
"RURAL (078)",5174,448,1276,2222,18,1073,21,116
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",25,25,,,,,,
"Profes., científicos e intelectuales (080)",209,199,,9,1,,,
"Técnicos de nivel medio y trab. asimilados (081)",77,71,,5,1,,,
"Jefes y empleados de oficina (082)",60,60,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",166,15,3,129,2,17,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1892,,1,1881,10,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",441,,397,34,1,9,,
"Obreros construc.,conf.,papel, fab., instr. (086)",235,20,150,58,3,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1831,38,715,41,,1016,21,
"Otra (088)",13,13,,,,,,
"Ocupación no especificada (089)",109,7,10,65,,27,,
"Desocupado (090)",116,,,,,,,116
"Hombres (091)",4250,348,1195,1756,14,844,2,91
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",20,20,,,,,,
"Profes., científicos e intelectuales (093)",156,152,,3,1,,,
"Técnicos de nivel medio y trab. asimilados (094)",65,60,,4,1,,,
"Jefes y empleados de oficina (095)",47,47,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",56,10,1,42,1,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1594,,1,1586,7,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",428,,392,26,1,9,,
"Obreros construc.,conf.,papel, fab., instr. (099)",234,20,150,57,3,4,,
