"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",393,5,150,125,87,26
"Hogares privados con servicio doméstico (041)",37,2,22,4,4,5
"Actividad economica no especificada (043)",353,3,130,111,77,32
"Mujeres (045)",14126,216,4164,5096,3688,962
"Agric., ganadería, caza y silvicultura (046)",4920,141,1415,1451,1380,533
"Explotación de minas y canteras (048)",11,,6,5,,
"Industrias manufactureras (049)",619,4,212,199,152,52
"Suministro de electricidad, gas y agua (050)",7,,4,2,1,
"Construcción (051)",48,,18,22,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",3611,36,1004,1388,967,216
"Venta, mant.y rep. veh.autom.y motoc. (053)",71,1,29,30,10,1
"Comercio al por mayor (054)",140,,55,52,27,6
"Comercio al por menor (055)",3400,35,920,1306,930,209
"Hoteles y restaurantes (056)",1024,17,297,365,294,51
"Trans., almac. y comunicaciones (057)",165,2,82,59,21,1
"Intermediación financiera (058)",54,,36,15,3,
"Activid.inmobil., empres. y alquileres (059)",285,,110,105,65,5
"Admin.pub. y defensa; p. segur.soc.afil (060)",208,,82,79,47,
"Enseñanza (061)",1096,1,183,659,244,9
"Servicios sociales y de salud (062)",455,,96,206,151,2
"Otras activ. serv.comun.soc y personales (063)",436,4,142,181,96,13
"Hogares privados con servicio doméstico (064)",582,10,283,155,109,25
"Actividad economica no especificada (066)",605,1,194,205,151,54
,,,,,,
"URBANA (067)",27818,384,8007,10112,7307,2008
"Agric., ganadería, caza y silvicultura (068)",8388,190,2229,2570,2355,1044
"Pesca (069)",1,,1,,,
"Explotación de minas y canteras (070)",249,,94,108,42,5
"Industrias manufactureras (071)",2178,33,686,706,564,189
"Suministro de electricidad, gas y agua (072)",46,,9,23,13,1
"Construcción (073)",1226,8,369,481,307,61
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",5974,84,1698,2196,1593,403
"Venta, mant.y rep. veh.autom.y motoc. (075)",719,4,240,263,180,32
"Comercio al por mayor (076)",268,3,95,105,52,13
"Comercio al por menor (077)",4987,77,1363,1828,1361,358
"Hoteles y restaurantes (078)",1340,25,421,448,376,70
"Trans., almac. y comunicaciones (079)",2315,17,853,887,502,56
"Intermediación financiera (080)",109,,53,35,21,
"Activid.inmobil., empres. y alquileres (081)",890,2,293,373,200,22
"Admin.pub. y defensa; p. segur.soc.afil (082)",627,,174,280,161,12
"Enseñanza (083)",1871,1,280,1061,510,19
"Servicios sociales y de salud (084)",617,,120,268,220,9
"Otras activ. serv.comun.soc y personales (085)",767,9,273,277,171,37
"Hogares privados con servicio doméstico (086)",517,11,231,146,103,26
"Actividad economica no especificada (088)",703,4,223,253,169,54
"Hombres (089)",17407,257,5047,6130,4598,1375
"Agric., ganadería, caza y silvicultura (090)",6217,134,1677,1891,1729,786
"Pesca (091)",1,,1,,,
"Explotación de minas y canteras (092)",240,,90,103,42,5
"Industrias manufactureras (093)",1605,29,503,517,417,139
"Suministro de electricidad, gas y agua (094)",39,,5,21,12,1
"Construcción (095)",1181,8,352,461,300,60
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",2766,51,798,965,744,208
"Venta, mant.y rep. veh.autom.y motoc. (097)",658,4,215,238,170,31
"Comercio al por mayor (098)",141,3,45,58,28,7
"Comercio al por menor (099)",1967,44,538,669,546,170
"Hoteles y restaurantes (100)",396,8,145,116,106,21
"Trans., almac. y comunicaciones (101)",2160,15,775,832,483,55
"Intermediación financiera (102)",58,,19,21,18,
"Activid.inmobil., empres. y alquileres (103)",626,2,190,276,140,18
"Admin.pub. y defensa; p. segur.soc.afil (104)",427,,94,207,114,12
"Enseñanza (105)",840,,111,442,277,10
"Servicios sociales y de salud (106)",184,,34,72,71,7
"Otras activ. serv.comun.soc y personales (107)",364,5,139,114,82,24
"Hogares privados con servicio doméstico (108)",32,2,18,3,4,5
"Actividad economica no especificada (110)",271,3,96,89,59,24
"Mujeres (112)",10411,127,2960,3982,2709,633
"Agric., ganadería, caza y silvicultura (113)",2171,56,552,679,626,258
"Explotación de minas y canteras (115)",9,,4,5,,
"Industrias manufactureras (116)",573,4,183,189,147,50
"Suministro de electricidad, gas y agua (117)",7,,4,2,1,
"Construcción (118)",45,,17,20,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",3208,33,900,1231,849,195
"Venta, mant.y rep. veh.autom.y motoc. (120)",61,,25,25,10,1
"Comercio al por mayor (121)",127,,50,47,24,6
"Comercio al por menor (122)",3020,33,825,1159,815,188
"Hoteles y restaurantes (123)",944,17,276,332,270,49
"Trans., almac. y comunicaciones (124)",155,2,78,55,19,1
"Intermediación financiera (125)",51,,34,14,3,
"Activid.inmobil., empres. y alquileres (126)",264,,103,97,60,4
"Admin.pub. y defensa; p. segur.soc.afil (127)",200,,80,73,47,
"Enseñanza (128)",1031,1,169,619,233,9
"Servicios sociales y de salud (129)",433,,86,196,149,2
"Otras activ. serv.comun.soc y personales (130)",403,4,134,163,89,13
"Hogares privados con servicio doméstico (131)",485,9,213,143,99,21
"Actividad economica no especificada (133)",432,1,127,164,110,30
,,,,,,
"RURAL (134)",15007,277,4943,4490,3849,1448
"Agric., ganadería, caza y silvicultura (135)",12406,269,3985,3548,3261,1343
"Pesca (136)",3,,1,1,,1
"Explotación de minas y canteras (137)",79,,38,22,19,
"Industrias manufactureras (138)",265,,118,84,54,9
"Suministro de electricidad, gas y agua (139)",3,,,2,1,
"Construcción (140)",143,,43,62,33,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",674,4,202,249,182,37
"Venta, mant.y rep. veh.autom.y motoc. (142)",83,2,27,39,15,
"Comercio al por mayor (143)",30,,13,11,6,
"Comercio al por menor (144)",561,2,162,199,161,37
"Hoteles y restaurantes (145)",115,,41,42,30,2
"Trans., almac. y comunicaciones (146)",554,3,231,197,114,9
"Intermediación financiera (147)",5,,3,2,,
"Activid.inmobil., empres. y alquileres (148)",123,,33,64,24,2
"Admin.pub. y defensa; p. segur.soc.afil (149)",36,,10,19,7,
"Enseñanza (150)",146,,30,76,38,2
"Servicios sociales y de salud (151)",36,,14,17,5,
"Otras activ. serv.comun.soc y personales (152)",62,,19,29,12,2
"Hogares privados con servicio doméstico (153)",102,1,74,13,10,4
"Actividad economica no especificada (155)",255,,101,63,59,32
"Hombres (156)",11292,188,3739,3376,2870,1119
"Agric., ganadería, caza y silvicultura (157)",9657,184,3122,2776,2507,1068
"Pesca (158)",3,,1,1,,1
"Explotación de minas y canteras (159)",77,,36,22,19,
"Industrias manufactureras (160)",219,,89,74,49,7
"Suministro de electricidad, gas y agua (161)",3,,,2,1,
"Construcción (162)",140,,42,60,33,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",271,1,98,92,64,16
"Venta, mant.y rep. veh.autom.y motoc. (164)",73,1,23,34,15,
"Comercio al por mayor (165)",17,,8,6,3,
"Comercio al por menor (166)",181,,67,52,46,16
"Hoteles y restaurantes (167)",35,,20,9,6,
"Trans., almac. y comunicaciones (168)",544,3,227,193,112,9
"Intermediación financiera (169)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (170)",102,,26,56,19,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",28,,8,13,7,
"Enseñanza (172)",81,,16,36,27,2
"Servicios sociales y de salud (173)",14,,4,7,3,
"Otras activ. serv.comun.soc y personales (174)",29,,11,11,5,2
"Hogares privados con servicio doméstico (175)",5,,4,1,,
"Actividad economica no especificada (177)",82,,34,22,18,8
"Mujeres (179)",3715,89,1204,1114,979,329
"Agric., ganadería, caza y silvicultura (180)",2749,85,863,772,754,275
"Explotación de minas y canteras (182)",2,,2,,,
"Industrias manufactureras (183)",46,,29,10,5,2
"Construcción (185)",3,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",403,3,104,157,118,21
"Venta, mant.y rep. veh.autom.y motoc. (187)",10,1,4,5,,
"Comercio al por mayor (188)",13,,5,5,3,
"Comercio al por menor (189)",380,2,95,147,115,21
"Hoteles y restaurantes (190)",80,,21,33,24,2
"Trans., almac. y comunicaciones (191)",10,,4,4,2,
"Intermediación financiera (192)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (193)",21,,7,8,5,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",8,,2,6,,
"Enseñanza (195)",65,,14,40,11,
"Servicios sociales y de salud (196)",22,,10,10,2,
"Otras activ. serv.comun.soc y personales (197)",33,,8,18,7,
"Hogares privados con servicio doméstico (198)",97,1,70,12,10,4
"Actividad economica no especificada (200)",173,,67,41,41,24
