"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ASCOPE (000)",40636,8088,13792,13154,726,1117,876,2883
"Agric., ganadería, caza y silvicultura (001)",11319,235,7567,2623,433,461,,
"Pesca (002)",405,22,302,74,3,4,,
"Explotación de minas y canteras (003)",68,18,42,5,2,1,,
"Industrias manufactureras (004)",4022,676,2362,924,28,32,,
"Suministro de electricidad, gas y agua (005)",86,26,52,8,,,,
"Construcción (006)",2427,64,1599,734,17,13,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",6358,935,467,4425,101,430,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",704,86,331,271,13,3,,
"Comercio al por mayor (009)",394,151,42,164,17,20,,
"Comercio al por menor (010)",5260,698,94,3990,71,407,,
"Hoteles y restaurantes (011)",1626,341,93,1096,44,52,,
"Trans., almac. y comunicaciones (012)",3596,696,704,2119,52,25,,
"Intermediación financiera (013)",128,118,4,4,2,,,
"Activid.inmobil., empres. y alquileres (014)",1660,1192,151,300,12,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1145,999,146,,,,,
"Enseñanza (016)",1971,1821,1,135,4,10,,
"Servicios sociales y de salud (017)",536,436,7,89,4,,,
"Otras activ. serv.comun.soc y personales (018)",815,316,79,404,7,9,,
"Hogares privados con servicio doméstico (019)",876,,,,,,876,
"Actividad economica no especificada (021)",715,193,216,214,17,75,,
"Desocupado (022)",2883,,,,,,,2883
"Hombres (023)",29909,4772,12839,8906,610,558,24,2200
"Agric., ganadería, caza y silvicultura (024)",10513,207,7004,2497,414,391,,
"Pesca (025)",393,20,296,71,3,3,,
"Explotación de minas y canteras (026)",59,12,40,5,1,1,,
"Industrias manufactureras (027)",3514,569,2254,645,26,20,,
"Suministro de electricidad, gas y agua (028)",70,16,47,7,,,,
"Construcción (029)",2378,55,1567,728,17,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",3088,496,457,1993,59,83,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",659,64,324,257,12,2,,
"Comercio al por mayor (032)",247,100,42,88,12,5,,
"Comercio al por menor (033)",2182,332,91,1648,35,76,,
"Hoteles y restaurantes (034)",359,81,29,219,18,12,,
"Trans., almac. y comunicaciones (035)",3391,560,693,2078,45,15,,
"Intermediación financiera (036)",76,69,3,2,2,,,
"Activid.inmobil., empres. y alquileres (037)",1306,911,134,247,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",746,637,109,,,,,
"Enseñanza (039)",778,707,1,64,3,3,,
"Servicios sociales y de salud (040)",198,140,3,54,1,,,
"Otras activ. serv.comun.soc y personales (041)",480,202,69,198,6,5,,
"Hogares privados con servicio doméstico (042)",24,,,,,,24,
"Actividad economica no especificada (044)",336,90,133,98,6,9,,
"Desocupado (045)",2200,,,,,,,2200
"Mujeres (046)",10727,3316,953,4248,116,559,852,683
"Agric., ganadería, caza y silvicultura (047)",806,28,563,126,19,70,,
"Pesca (048)",12,2,6,3,,1,,
"Explotación de minas y canteras (049)",9,6,2,,1,,,
"Industrias manufactureras (050)",508,107,108,279,2,12,,
"Suministro de electricidad, gas y agua (051)",16,10,5,1,,,,
"Construcción (052)",49,9,32,6,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3270,439,10,2432,42,347,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",45,22,7,14,1,1,,
"Comercio al por mayor (055)",147,51,,76,5,15,,
"Comercio al por menor (056)",3078,366,3,2342,36,331,,
"Hoteles y restaurantes (057)",1267,260,64,877,26,40,,
"Trans., almac. y comunicaciones (058)",205,136,11,41,7,10,,
"Intermediación financiera (059)",52,49,1,2,,,,
"Activid.inmobil., empres. y alquileres (060)",354,281,17,53,3,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",399,362,37,,,,,
"Enseñanza (062)",1193,1114,,71,1,7,,
"Servicios sociales y de salud (063)",338,296,4,35,3,,,
"Otras activ. serv.comun.soc y personales (064)",335,114,10,206,1,4,,
"Hogares privados con servicio doméstico (065)",852,,,,,,852,
"Actividad economica no especificada (067)",379,103,83,116,11,66,,
,,,,,,,,
"URBANA (068)",35650,7739,11162,11797,579,877,813,2683
"Agric., ganadería, caza y silvicultura (069)",7726,216,5203,1755,298,254,,
"Pesca (070)",393,21,292,73,3,4,,
"Explotación de minas y canteras (071)",64,16,40,5,2,1,,
"Industrias manufactureras (072)",3879,649,2267,904,27,32,,
"Suministro de electricidad, gas y agua (073)",86,26,52,8,,,,
"Construcción (074)",2333,61,1542,701,17,12,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",6061,887,443,4227,95,409,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",659,78,311,254,13,3,,
"Comercio al por mayor (077)",371,145,42,152,16,16,,
"Comercio al por menor (078)",5031,664,90,3821,66,390,,
"Hoteles y restaurantes (079)",1579,332,88,1067,44,48,,
"Trans., almac. y comunicaciones (080)",3346,663,660,1951,50,22,,
"Intermediación financiera (081)",124,114,4,4,2,,,
"Activid.inmobil., empres. y alquileres (082)",1581,1130,144,290,12,5,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",1096,959,137,,,,,
"Enseñanza (084)",1903,1759,1,130,4,9,,
"Servicios sociales y de salud (085)",518,421,6,87,4,,,
"Otras activ. serv.comun.soc y personales (086)",782,302,75,390,7,8,,
"Hogares privados con servicio doméstico (087)",813,,,,,,813,
"Actividad economica no especificada (089)",683,183,208,205,14,73,,
"Desocupado (090)",2683,,,,,,,2683
"Hombres (091)",25653,4558,10410,7762,474,369,24,2056
"Agric., ganadería, caza y silvicultura (092)",7178,190,4817,1675,285,211,,
"Pesca (093)",381,19,286,70,3,3,,
"Explotación de minas y canteras (094)",56,11,38,5,1,1,,
"Industrias manufactureras (095)",3392,545,2168,634,25,20,,
"Suministro de electricidad, gas y agua (096)",70,16,47,7,,,,
"Construcción (097)",2289,54,1512,696,17,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2948,471,434,1908,57,78,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",617,58,304,241,12,2,,
"Comercio al por mayor (100)",234,96,42,80,12,4,,
"Comercio al por menor (101)",2097,317,88,1587,33,72,,
"Hoteles y restaurantes (102)",351,79,28,214,18,12,,
"Trans., almac. y comunicaciones (103)",3148,530,650,1913,43,12,,
"Intermediación financiera (104)",73,66,3,2,2,,,
"Activid.inmobil., empres. y alquileres (105)",1239,859,127,239,9,5,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",726,626,100,,,,,
"Enseñanza (107)",749,679,1,63,3,3,,
"Servicios sociales y de salud (108)",192,135,3,53,1,,,
"Otras activ. serv.comun.soc y personales (109)",462,193,67,191,6,5,,
"Hogares privados con servicio doméstico (110)",24,,,,,,24,
"Actividad economica no especificada (112)",319,85,129,92,4,9,,
