"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia JORGE BASADRE",,,,,,,,,
"Viviendas particulares (001)",3171,984,707,623,508,200,57,57,35
"Ocupantes presentes (002)",9239,2386,2233,1833,1485,655,263,238,146
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1824,614,507,288,204,86,38,55,32
"Ocupantes presentes (005)",6129,1656,1725,1069,802,326,180,235,136
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",745,4,60,274,287,98,18,2,2
"Ocupantes presentes (008)",1662,4,116,570,611,270,81,3,7
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",25,12,3,6,1,1,1,,1
"Ocupantes presentes (011)",51,21,3,16,2,4,2,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",138,97,6,13,9,13,,,
"Ocupantes presentes (014)",301,177,15,35,42,32,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",402,238,115,40,7,2,,,
"Ocupantes presentes (017)",973,479,326,117,28,23,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",19,8,9,2,,,,,
"Ocupantes presentes (020)",74,23,25,26,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",16,9,7,,,,,,
"Ocupantes presentes (023)",45,22,23,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1897,346,324,470,441,178,52,53,33
"Ocupantes presentes (029)",5631,874,1064,1326,1227,540,241,223,136
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",961,221,241,175,144,66,33,51,30
"Ocupantes presentes (032)",3518,638,891,679,572,234,158,220,126
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",745,4,60,274,287,98,18,2,2
"Ocupantes presentes (035)",1662,4,116,570,611,270,81,3,7
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",25,12,3,6,1,1,1,,1
"Ocupantes presentes (038)",51,21,3,16,2,4,2,,3
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",138,97,6,13,9,13,,,
"Ocupantes presentes (041)",301,177,15,35,42,32,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",19,8,9,2,,,,,
"Ocupantes presentes (047)",74,23,25,26,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",8,3,5,,,,,,
"Ocupantes presentes (050)",23,9,14,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",2,2,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1274,638,383,153,67,22,5,4,2
"Ocupantes presentes (056)",3608,1512,1169,507,258,115,22,15,10
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",863,393,266,113,60,20,5,4,2
"Ocupantes presentes (059)",2611,1018,834,390,230,92,22,15,10
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",402,238,115,40,7,2,,,
"Ocupantes presentes (071)",973,479,326,117,28,23,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,6,2,,,,,,
"Ocupantes presentes (077)",22,13,9,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",2,2,,,,,,,
