"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia SAN MARTIN (000)",161132,82159,78973,146109,73784,72325,15023,8375,6648
"Menores de 1 año (001)",3072,1611,1461,2653,1403,1250,419,208,211
"Menores de 1 mes (002)",274,134,140,246,124,122,28,10,18
"De 1 a 11 meses (003)",2798,1477,1321,2407,1279,1128,391,198,193
"De 1 a 4 años (004)",13267,6844,6423,11463,5938,5525,1804,906,898
"1 año (005)",3273,1699,1574,2797,1454,1343,476,245,231
"2 años (006)",3447,1771,1676,2984,1541,1443,463,230,233
"3 años (007)",3302,1700,1602,2874,1500,1374,428,200,228
"4 años (008)",3245,1674,1571,2808,1443,1365,437,231,206
"De 5 a 9 años (009)",14367,7298,7069,12583,6394,6189,1784,904,880
"5 años (010)",2916,1492,1424,2520,1293,1227,396,199,197
"6 años (011)",2706,1390,1316,2390,1227,1163,316,163,153
"7 años (012)",3045,1514,1531,2684,1331,1353,361,183,178
"8 años (013)",2884,1450,1434,2515,1259,1256,369,191,178
"9 años (014)",2816,1452,1364,2474,1284,1190,342,168,174
"De 10 a 14 años (015)",17069,8685,8384,15253,7714,7539,1816,971,845
"10 años (016)",3113,1581,1532,2773,1416,1357,340,165,175
"11 años (017)",3044,1567,1477,2678,1369,1309,366,198,168
"12 años (018)",3648,1849,1799,3220,1621,1599,428,228,200
"13 años (019)",3618,1815,1803,3270,1636,1634,348,179,169
"14 años (020)",3646,1873,1773,3312,1672,1640,334,201,133
"De 15 a 19 años (021)",18393,9223,9170,16974,8382,8592,1419,841,578
"15 años (022)",3844,1953,1891,3563,1781,1782,281,172,109
"16 años (023)",3498,1699,1799,3230,1544,1686,268,155,113
"17 años (024)",3882,1978,1904,3574,1784,1790,308,194,114
"18 años (025)",3826,1949,1877,3492,1747,1745,334,202,132
"19 años (026)",3343,1644,1699,3115,1526,1589,228,118,110
"De 20 a 24 años (027)",15817,8064,7753,14477,7334,7143,1340,730,610
"20 años (028)",3484,1740,1744,3231,1610,1621,253,130,123
"21 años (029)",2945,1509,1436,2718,1394,1324,227,115,112
"22 años (030)",3187,1615,1572,2885,1462,1423,302,153,149
"23 años (031)",3128,1624,1504,2868,1472,1396,260,152,108
"24 años (032)",3073,1576,1497,2775,1396,1379,298,180,118
"De 25 a 29 años (033)",13339,6801,6538,12166,6114,6052,1173,687,486
"25 años (034)",2887,1497,1390,2631,1338,1293,256,159,97
"26 años (035)",2668,1336,1332,2433,1198,1235,235,138,97
"27 años (036)",2765,1430,1335,2496,1277,1219,269,153,116
"28 años (037)",2610,1270,1340,2370,1140,1230,240,130,110
"29 años (038)",2409,1268,1141,2236,1161,1075,173,107,66
