"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 30 a 34 años (025)",17,17,1,3,7,2,3,,1,,,44
"De 35 a 39 años (026)",20,20,,6,6,3,4,1,,,,50
"De 40 a 44 años (027)",23,22,,2,3,6,7,4,,,1,83
"De 45 a 49 años (028)",17,17,,4,3,2,2,2,3,1,,74
"De 50 y más años (029)",64,64,3,7,8,5,7,16,9,9,,346
"Casado(a) (030)",3845,3825,91,448,716,617,850,519,349,235,20,16416
"De 12 a 14 años (031)",1,1,1,,,,,,,,,
"De 15 a 19 años (032)",57,56,13,41,2,,,,,,1,45
"De 20 a 24 años (033)",259,254,26,127,77,15,9,,,,5,363
"De 25 a 29 años (034)",374,368,7,100,149,79,32,1,,,6,775
"De 30 a 34 años (035)",466,465,10,66,163,112,89,22,3,,1,1283
"De 35 a 39 años (036)",509,508,4,30,125,146,147,43,10,3,1,1757
"De 40 a 44 años (037)",496,495,6,22,101,103,164,69,19,11,1,1979
"De 45 a 49 años (038)",417,417,2,21,45,64,132,81,56,16,,2041
"De 50 y más años (039)",1266,1261,22,41,54,98,277,303,261,205,5,8173
"Viudo(a) (040)",562,557,10,21,32,32,117,140,124,81,5,3577
"De 15 a 19 años (042)",1,1,,1,,,,,,,,1
"De 20 a 24 años (043)",1,1,,,1,,,,,,,2
"De 25 a 29 años (044)",2,2,,1,1,,,,,,,3
"De 30 a 34 años (045)",4,4,,,,1,3,,,,,16
"De 35 a 39 años (046)",10,10,,1,3,,4,2,,,,37
"De 40 a 44 años (047)",19,19,,,3,6,5,3,2,,,82
"De 45 a 49 años (048)",14,14,,,1,,6,2,3,2,,88
"De 50 y más años (049)",511,506,10,18,23,25,99,133,119,79,5,3348
"Divorciado(a) (050)",18,18,1,3,4,3,4,2,1,,,60
"De 25 a 29 años (054)",1,1,,1,,,,,,,,1
"De 35 a 39 años (056)",1,1,,,,1,,,,,,3
"De 40 a 44 años (057)",4,4,,,3,,1,,,,,10
"De 45 a 49 años (058)",2,2,,1,,1,,,,,,4
"De 50 y más años (059)",10,10,1,1,1,1,3,2,1,,,42
"Soltero(a) (060)",2685,2573,2039,296,128,73,37,,,,112,919
"De 12 a 14 años (061)",915,915,914,1,,,,,,,,1
"De 15 a 19 años (062)",856,856,810,44,2,,,,,,,48
"De 20 a 24 años (063)",252,219,134,69,14,2,,,,,33,103
"De 25 a 29 años (064)",131,102,44,38,18,1,1,,,,29,81
"De 30 a 34 años (065)",93,80,22,36,8,11,3,,,,13,97
"De 35 a 39 años (066)",72,65,24,15,15,8,3,,,,7,81
"De 40 a 44 años (067)",59,51,10,18,12,7,4,,,,8,79
"De 45 a 49 años (068)",58,50,11,12,15,8,4,,,,8,82
"De 50 y más años (069)",249,235,70,63,44,36,22,,,,14,347
,,,,,,,,,,,,
"URBANA (080)",3324,3261,903,508,547,388,436,240,162,77,63,8428
"De 12 a 14 años (081)",338,338,338,,,,,,,,,
"De 15 a 19 años (082)",406,404,355,47,2,,,,,,2,51
"De 20 a 24 años (083)",289,274,93,123,51,6,1,,,,15,247
"De 25 a 29 años (084)",287,271,33,115,87,32,4,,,,16,402
"De 30 a 34 años (085)",302,293,18,77,100,65,33,,,,9,610
"De 35 a 39 años (086)",336,332,15,36,117,86,64,12,2,,4,898
"De 40 a 44 años (087)",306,299,5,23,81,77,88,18,4,3,7,969
"De 45 a 49 años (088)",215,211,4,21,42,42,67,25,9,1,4,765
"De 50 y más años (089)",845,839,42,66,67,80,179,185,147,73,6,4486
"Conviviente (090)",625,617,51,187,166,85,80,27,16,5,8,1482
"De 12 a 14 años (091)",2,2,2,,,,,,,,,
"De 15 a 19 años (092)",48,46,18,27,1,,,,,,2,29
"De 20 a 24 años (093)",115,112,16,66,26,4,,,,,3,130
"De 25 a 29 años (094)",120,119,6,45,45,21,2,,,,1,207
"De 30 a 34 años (095)",100,100,4,27,35,20,14,,,,,214
"De 35 a 39 años (096)",102,100,3,14,37,21,21,3,1,,2,267
"De 40 a 44 años (097)",44,44,1,3,12,11,13,2,2,,,145
"De 45 a 49 años (098)",28,28,,1,4,4,13,3,3,,,123
"De 50 y más años (099)",66,66,1,4,6,4,17,19,10,5,,367
"Separado(a) (100)",76,76,3,21,15,12,11,9,2,3,,242
"De 15 a 19 años (102)",2,2,,2,,,,,,,,2
"De 20 a 24 años (103)",6,6,,6,,,,,,,,6
"De 25 a 29 años (104)",5,5,1,3,,1,,,,,,6
"De 30 a 34 años (105)",7,7,,1,3,1,2,,,,,19
"De 35 a 39 años (106)",8,8,,1,3,2,1,1,,,,24
"De 40 a 44 años (107)",11,11,,1,2,4,3,1,,,,36
"De 45 a 49 años (108)",9,9,,3,2,2,1,1,,,,23
"De 50 y más años (109)",28,28,2,4,5,2,4,6,2,3,,126
"Casado(a) (110)",1277,1271,31,154,282,235,280,147,99,43,6,4888
"De 15 a 19 años (112)",9,9,4,5,,,,,,,,5
"De 20 a 24 años (113)",55,53,9,26,15,2,1,,,,2,66
"De 25 a 29 años (114)",91,91,4,43,33,10,1,,,,,143
"De 30 a 34 años (115)",145,144,2,29,59,38,16,,,,1,329
"De 35 a 39 años (116)",190,190,1,16,65,58,41,8,1,,,559
"De 40 a 44 años (117)",209,208,2,8,57,55,67,15,1,3,1,707
"De 45 a 49 años (118)",139,139,,10,24,31,48,20,5,1,,536
"De 50 y más años (119)",439,437,9,17,29,41,106,104,92,39,2,2543
"Viudo(a) (120)",217,215,4,10,13,15,47,55,45,26,2,1330
"De 30 a 34 años (125)",1,1,,,,1,,,,,,3
"De 35 a 39 años (126)",1,1,,,1,,,,,,,2
"De 40 a 44 años (127)",7,7,,,3,1,2,,1,,,26
"De 45 a 49 años (128)",6,6,,,1,,3,1,1,,,31
"De 50 y más años (129)",202,200,4,10,8,13,42,54,43,26,2,1268
"Divorciado(a) (130)",11,11,,2,4,1,2,2,,,,34
"De 40 a 44 años (137)",4,4,,,3,,1,,,,,10
"De 45 a 49 años (138)",1,1,,1,,,,,,,,1
"De 50 y más años (139)",6,6,,1,1,1,1,2,,,,23
"Soltero(a) (140)",1118,1071,814,134,67,40,16,,,,47,452
"De 12 a 14 años (141)",336,336,336,,,,,,,,,
"De 15 a 19 años (142)",347,347,333,13,1,,,,,,,15
"De 20 a 24 años (143)",113,103,68,25,10,,,,,,10,45
"De 25 a 29 años (144)",71,56,22,24,9,,1,,,,15,46
"De 30 a 34 años (145)",49,41,12,20,3,5,1,,,,8,45
"De 35 a 39 años (146)",35,33,11,5,11,5,1,,,,2,46
"De 40 a 44 años (147)",31,25,2,11,4,6,2,,,,6,45
"De 45 a 49 años (148)",32,28,4,6,11,5,2,,,,4,51
"De 50 y más años (149)",104,102,26,30,18,19,9,,,,2,159
,,,,,,,,,,,,
"RURAL (160)",5901,5776,1397,863,826,610,858,572,376,274,125,18078
"De 12 a 14 años (161)",595,585,581,3,1,,,,,,10,5
"De 15 a 19 años (162)",737,717,535,164,17,1,,,,,20,201
"De 20 a 24 años (163)",655,623,110,292,164,41,16,,,,32,809
"De 25 a 29 años (164)",618,592,33,160,208,117,69,5,,,26,1251
"De 30 a 34 años (165)",559,554,22,82,170,118,121,34,6,1,5,1578
"De 35 a 39 años (166)",497,490,19,39,89,127,149,52,12,3,7,1721
"De 40 a 44 años (167)",429,426,15,27,65,66,133,82,27,11,3,1825
"De 45 a 49 años (168)",379,375,12,22,33,46,106,74,61,21,4,1903
"De 50 y más años (169)",1432,1414,70,74,79,94,264,325,270,238,18,8785
"Conviviente (170)",1300,1259,101,363,290,169,180,101,35,20,41,3388
"De 12 a 14 años (171)",15,5,2,2,1,,,,,,10,4
"De 15 a 19 años (172)",172,154,49,92,12,1,,,,,18,119
"De 20 a 24 años (173)",297,291,26,137,94,26,8,,,,6,436
"De 25 a 29 años (174)",257,251,7,81,77,47,35,4,,,6,551
"De 30 a 34 años (175)",181,181,3,27,57,37,42,12,2,1,,534
"De 35 a 39 años (176)",119,118,3,9,20,34,34,15,3,,1,424
"De 40 a 44 años (177)",90,90,3,5,12,10,27,22,8,3,,416
"De 45 a 49 años (178)",58,58,3,4,7,9,16,11,5,3,,256
"De 50 y más años (179)",111,111,5,6,10,5,18,37,17,13,,648
"Separado(a) (180)",114,112,4,32,22,7,15,14,11,7,2,422
"De 15 a 19 años (182)",7,6,,4,2,,,,,,1,8
"De 20 a 24 años (183)",14,14,1,10,3,,,,,,,16
"De 25 a 29 años (184)",15,15,1,6,5,,3,,,,,29
"De 30 a 34 años (185)",10,10,1,2,4,1,1,,1,,,25
"De 35 a 39 años (186)",12,12,,5,3,1,3,,,,,26
"De 40 a 44 años (187)",12,11,,1,1,2,4,3,,,1,47
"De 45 a 49 años (188)",8,8,,1,1,,1,1,3,1,,51
"De 50 y más años (189)",36,36,1,3,3,3,3,10,7,6,,220
"Casado(a) (190)",2568,2554,60,294,434,382,570,372,250,192,14,11528
"De 12 a 14 años (191)",1,1,1,,,,,,,,,
"De 15 a 19 años (192)",48,47,9,36,2,,,,,,1,40
"De 20 a 24 años (193)",204,201,17,101,62,13,8,,,,3,297
"De 25 a 29 años (194)",283,277,3,57,116,69,31,1,,,6,632
"De 30 a 34 años (195)",321,321,8,37,104,74,73,22,3,,,954
"De 35 a 39 años (196)",319,318,3,14,60,88,106,35,9,3,1,1198
"De 40 a 44 años (197)",287,287,4,14,44,48,97,54,18,8,,1272
"De 45 a 49 años (198)",278,278,2,11,21,33,84,61,51,15,,1505
"De 50 y más años (199)",827,824,13,24,25,57,171,199,169,166,3,5630
"Viudo(a) (200)",345,342,6,11,19,17,70,85,79,55,3,2247
"De 15 a 19 años (202)",1,1,,1,,,,,,,,1
"De 20 a 24 años (203)",1,1,,,1,,,,,,,2
"De 25 a 29 años (204)",2,2,,1,1,,,,,,,3
"De 30 a 34 años (205)",3,3,,,,,3,,,,,13
"De 35 a 39 años (206)",9,9,,1,2,,4,2,,,,35
"De 40 a 44 años (207)",12,12,,,,5,3,3,1,,,56
"De 45 a 49 años (208)",8,8,,,,,3,1,2,2,,57
"De 50 y más años (209)",309,306,6,8,15,12,57,79,76,53,3,2080
"Divorciado(a) (210)",7,7,1,1,,2,2,,1,,,26
"De 25 a 29 años (214)",1,1,,1,,,,,,,,1
"De 35 a 39 años (216)",1,1,,,,1,,,,,,3
"De 45 a 49 años (218)",1,1,,,,1,,,,,,3
"De 50 y más años (219)",4,4,1,,,,2,,1,,,19
"Soltero(a) (220)",1567,1502,1225,162,61,33,21,,,,65,467
"De 12 a 14 años (221)",579,579,578,1,,,,,,,,1
"De 15 a 19 años (222)",509,509,477,31,1,,,,,,,33
"De 20 a 24 años (223)",139,116,66,44,4,2,,,,,23,58
"De 25 a 29 años (224)",60,46,22,14,9,1,,,,,14,35
"De 30 a 34 años (225)",44,39,10,16,5,6,2,,,,5,52
"De 35 a 39 años (226)",37,32,13,10,4,3,2,,,,5,35
"De 40 a 44 años (227)",28,26,8,7,8,1,2,,,,2,34
"De 45 a 49 años (228)",26,22,7,6,4,3,2,,,,4,31
"De 50 y más años (229)",145,133,44,33,26,17,13,,,,12,188
