"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia LA MAR (000)",27397,26875,7595,3440,3060,2570,4160,2882,1788,1380,522,84833
"De 12 a 14 años (001)",3290,3267,3248,17,2,,,,,,23,21
"De 15 a 19 años (002)",3741,3650,2715,781,136,14,4,,,,91,1111
"De 20 a 24 años (003)",2975,2835,665,1138,740,214,69,9,,,140,3605
"De 25 a 29 años (004)",2878,2763,296,596,790,615,408,54,4,,115,6131
"De 30 a 34 años (005)",2623,2583,136,292,468,544,836,257,45,5,40,8582
"De 35 a 39 años (006)",2482,2456,74,181,313,416,811,481,145,35,26,10359
"De 40 a 44 años (007)",2157,2146,75,97,165,229,560,551,341,128,11,11428
"De 45 a 49 años (008)",1773,1762,58,77,113,162,399,435,316,202,11,10306
"De 50 y más años (009)",5478,5413,328,261,333,376,1073,1095,937,1010,65,33290
"Sin nivel (010)",8153,8068,554,457,575,732,1763,1700,1212,1075,85,45012
"De 12 a 14 años (011)",35,35,33,2,,,,,,,,2
"De 15 a 19 años (012)",94,93,61,20,8,2,2,,,,1,50
"De 20 a 24 años (013)",148,143,26,38,38,20,19,2,,,5,265
"De 25 a 29 años (014)",267,262,24,36,57,67,61,16,1,,5,720
"De 30 a 34 años (015)",511,504,32,25,54,98,186,85,21,3,7,1986
"De 35 a 39 años (016)",797,784,35,44,62,100,252,204,69,18,13,3695
"De 40 a 44 años (017)",950,947,40,31,58,77,208,273,181,79,3,5472
"De 45 a 49 años (018)",976,970,37,47,51,67,199,250,188,131,6,5913
"De 50 y más años (019)",4375,4330,266,214,247,301,836,870,752,844,45,26909
"Educacion Inicial (020)",63,63,16,6,9,8,16,6,1,1,,176
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
