"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",210,1,,8,47,41,70,23,20
"Jefes y empleados de oficina (040)",332,,,4,163,21,77,25,42
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1440,12,2,457,825,55,45,24,20
"Agricult.trabaj. calif.agrop. y pesquros (042)",3334,84,1,1794,1351,37,37,12,18
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",528,2,,133,307,43,24,15,4
"Obreros. construc., conf., papel, fab., instr (044)",583,3,,86,401,48,27,12,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3742,86,5,1738,1747,79,41,24,22
"Otra (046)",56,,,,21,6,18,8,3
"Ocupación no especificada (047)",449,14,,153,242,10,15,2,13
"Hombres (048)",7961,91,2,2764,3728,330,562,157,327
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",35,,,4,13,2,10,2,4
"Profes., científicos e intelectuales (050)",635,,,,29,65,286,46,209
"Técnicos de nivel medio ytrab.asimilados (051)",149,,,3,35,31,49,19,12
"Jefes y empleados de oficina (052)",228,,,3,109,17,47,18,34
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",612,5,,144,380,34,21,14,14
"Agricult.trabaj. calif.agrop. y pesquros (054)",2860,49,,1502,1212,34,36,10,17
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",433,2,,100,258,35,22,13,3
"Obreros. construc., conf., papel, fab., instr (056)",569,2,,85,390,48,26,12,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2117,30,2,856,1114,49,36,13,17
"Otra (058)",55,,,,21,6,17,8,3
"Ocupación no especificada (059)",268,3,,67,167,9,12,2,8
"Mujeres (060)",3965,111,6,1613,1462,132,403,66,172
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",11,,,,3,,7,,1
"Profes., científicos e intelectuales (062)",571,,,,41,55,308,30,137
"Técnicos de nivel medio ytrab.asimilados (063)",61,1,,5,12,10,21,4,8
"Jefes y empleados de oficina (064)",104,,,1,54,4,30,7,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",828,7,2,313,445,21,24,10,6
"Agricult.trabaj. calif.agrop. y pesquros (066)",474,35,1,292,139,3,1,2,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",95,,,33,49,8,2,2,1
"Obreros. construc., conf., papel, fab., instr (068)",14,1,,1,11,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1625,56,3,882,633,30,5,11,5
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",181,11,,86,75,1,3,,5
,,,,,,,,,
"RURAL (072)",9287,385,14,5719,2735,88,199,59,88
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",17,,,,4,,9,3,1
"Profes., científicos e intelectuales (074)",321,,,,22,39,152,32,76
"Técnicos de nivel medio ytrab.asimilados (075)",28,1,,2,8,5,10,2,
"Jefes y empleados de oficina (076)",11,,,,9,2,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",266,3,,131,112,6,6,6,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",4906,210,5,3161,1488,17,10,9,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",84,,,45,37,,2,,
"Obreros. construc., conf., papel, fab., instr (080)",43,,,14,26,2,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3431,161,9,2243,986,17,6,7,2
"Ocupación no especificada (083)",180,10,,123,43,,3,,1
"Hombres (084)",6906,191,10,4136,2262,70,127,51,59
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",15,,,,2,,9,3,1
"Profes., científicos e intelectuales (086)",210,,,,17,29,90,25,49
"Técnicos de nivel medio ytrab.asimilados (087)",18,,,1,5,5,5,2,
"Jefes y empleados de oficina (088)",10,,,,8,2,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",157,2,,67,72,4,5,5,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",4357,137,3,2796,1380,17,9,9,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",75,,,39,35,,1,,
"Obreros. construc., conf., papel, fab., instr (092)",40,,,11,26,2,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1958,50,7,1177,699,11,6,7,1
"Ocupación no especificada (095)",66,2,,45,18,,1,,
"Mujeres (096)",2381,194,4,1583,473,18,72,8,29
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",2,,,,2,,,,
"Profes., científicos e intelectuales (098)",111,,,,5,10,62,7,27
"Técnicos de nivel medio ytrab.asimilados (099)",10,1,,1,3,,5,,
"Jefes y empleados de oficina (100)",1,,,,1,,,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",109,1,,64,40,2,1,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",549,73,2,365,108,,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",9,,,6,2,,1,,
"Obreros. construc., conf., papel, fab., instr (104)",3,,,3,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1473,111,2,1066,287,6,,,1
"Ocupación no especificada (107)",114,8,,78,25,,2,,1
