"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia UTCUBAMBA (000)",36395,104541,95615,,2066,91.5,2
"De 12 a 14 años (001)",4114,21,18,,5,85.7,23.8
"De 15 a 19 años (002)",5294,1122,1109,296,98.8,26.4,
"De 20 a 24 años (003)",4513,4751,4648,556,97.8,11.7,
"De 25 a 29 años (004)",4205,7920,7754,486,97.9,6.1,
"De 30 a 34 años (005)",3724,10316,9983,365,96.8,3.5,
"De 35 a 39 años (006)",3352,12381,11894,247,96.1,2,
"De 40 a 44 años (007)",2672,12148,11504,92,94.7,0.8,
"De 45 a 49 años (008)",2205,11998,11097,19,92.5,0.2,
"De 50 y más años (009)",6316,43884,37608,,85.7,,
"Conviviente (010)",13771,44032,41300,1453,93.8,3.3,
"De 12 a 14 años (011)",65,12,11,4,91.7,33.3,
"De 15 a 19 años (012)",1214,857,848,220,98.9,25.7,
"De 20 a 24 años (013)",2505,3514,3435,416,97.8,11.8,
"De 25 a 29 años (014)",2583,5571,5454,364,97.9,6.5,
"De 30 a 34 años (015)",2120,6318,6123,238,96.9,3.8,
"De 35 a 39 años (016)",1739,6843,6576,154,96.1,2.3,
"De 40 a 44 años (017)",1185,5650,5335,50,94.4,0.9,
"De 45 a 49 años (018)",857,4965,4579,7,92.2,0.1,
"De 50 y más años (019)",1503,10302,8939,,86.8,,
"Separado(a) (020)",1761,6268,5763,105,91.9,1.7,
"De 12 a 14 años (021)",5,1,1,,100,,
"De 15 a 19 años (022)",93,81,81,25,100,30.9,
"De 20 a 24 años (023)",221,318,312,49,98.1,15.4,
"De 25 a 29 años (024)",197,359,347,11,96.7,3.1,
"De 30 a 34 años (025)",228,555,534,11,96.2,2,
"De 35 a 39 años (026)",217,674,651,5,96.6,0.7,
"De 40 a 44 años (027)",157,599,565,3,94.3,0.5,
"De 45 a 49 años (028)",161,778,719,1,92.4,0.1,
"De 50 y más años (029)",482,2903,2553,,87.9,,
"Casado(a) (030)",8187,41449,37737,409,91,1,
"De 12 a 14 años (031)",4,2,,,,,
"De 15 a 19 años (032)",99,66,64,15,97,22.7,
"De 20 a 24 años (033)",427,639,622,59,97.3,9.2,
"De 25 a 29 años (034)",751,1628,1602,98,98.4,6,
"De 30 a 34 años (035)",987,3042,2951,106,97,3.5,
