"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia UTCUBAMBA (000)",25699,24922,74,5040,4862,3770,5067,3268,1958,883,777,95615
"De 12 a 14 años (001)",37,19,3,14,2,,,,,,18,18
"De 15 a 19 años (002)",1082,968,7,831,115,12,3,,,,114,1109
"De 20 a 24 años (003)",3253,2999,13,1721,954,245,61,5,,,254,4648
"De 25 a 29 años (004)",3714,3532,9,1094,1231,769,395,31,3,,182,7754
"De 30 a 34 años (005)",3513,3444,7,581,1004,849,803,168,26,6,69,9983
"De 35 a 39 años (006)",3204,3157,5,301,604,659,1030,414,131,13,47,11894
"De 40 a 44 años (007)",2587,2558,6,159,372,426,820,495,207,73,29,11504
"De 45 a 49 años (008)",2145,2130,4,109,210,309,566,516,296,120,15,11097
"De 50 y más años (009)",6164,6115,20,230,370,501,1389,1639,1295,671,49,37608
"Sin nivel (010)",5391,5295,15,311,450,499,1242,1313,963,502,96,30357
"De 12 a 14 años (011)",5,3,,3,,,,,,,2,3
"De 15 a 19 años (012)",44,41,,29,10,1,1,,,,3,56
"De 20 a 24 años (013)",164,147,,50,58,32,6,1,,,17,294
"De 25 a 29 años (014)",239,223,2,38,68,50,54,10,1,,16,623
"De 30 a 34 años (015)",298,289,1,25,52,63,104,33,8,3,9,1085
"De 35 a 39 años (016)",431,416,,21,41,54,151,100,44,5,15,2000
"De 40 a 44 años (017)",495,488,1,29,40,47,136,138,67,30,7,2635
"De 45 a 49 años (018)",574,570,1,21,31,44,122,165,126,60,4,3559
"De 50 y más años (019)",3141,3118,10,95,150,208,668,866,717,404,23,20102
"Educacion Inicial (020)",20,20,,4,4,1,8,3,,,,70
"De 20 a 24 años (023)",3,3,,2,,,,1,,,,8
