"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (040)",369,18,162,112,71,6
"Hogares privados con servicio doméstico (041)",36,8,19,4,3,2
"Actividad economica no especificada (043)",353,13,138,112,67,23
"Mujeres (045)",12735,239,4450,4525,2736,785
"Agric., ganadería, caza y silvicultura (046)",6761,126,1974,2239,1780,642
"Pesca (047)",3,,,2,1,
"Explotación de minas y canteras (048)",31,,12,17,2,
"Industrias manufactureras (049)",592,7,292,207,65,21
"Suministro de electricidad, gas y agua (050)",2,,1,1,,
"Construcción (051)",99,1,47,33,15,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",2309,27,805,964,455,58
"Venta, mant.y rep. veh.autom.y motoc. (053)",29,,16,9,4,
"Comercio al por mayor (054)",94,,48,33,13,
"Comercio al por menor (055)",2186,27,741,922,438,58
"Hoteles y restaurantes (056)",955,27,389,333,187,19
"Trans., almac. y comunicaciones (057)",112,4,74,30,4,
"Intermediación financiera (058)",9,,6,2,1,
"Activid.inmobil., empres. y alquileres (059)",183,1,99,63,20,
"Admin.pub. y defensa; p. segur.soc.afil (060)",133,,60,53,19,1
"Enseñanza (061)",434,,154,229,48,3
"Servicios sociales y de salud (062)",194,,100,74,20,
"Otras activ. serv.comun.soc y personales (063)",242,7,120,83,27,5
"Hogares privados con servicio doméstico (064)",273,29,171,49,20,4
"Actividad economica no especificada (066)",403,10,146,146,72,29
,,,,,,
"URBANA (067)",21243,421,7383,7741,4566,1132
"Agric., ganadería, caza y silvicultura (068)",8906,195,2539,2985,2361,826
"Pesca (069)",20,2,4,7,6,1
"Explotación de minas y canteras (070)",277,,136,106,32,3
"Industrias manufactureras (071)",1388,27,674,487,163,37
"Suministro de electricidad, gas y agua (072)",39,,16,18,5,
"Construcción (073)",1409,6,548,522,299,34
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",3458,58,1137,1394,745,124
"Venta, mant.y rep. veh.autom.y motoc. (075)",310,2,152,99,50,7
"Comercio al por mayor (076)",188,5,82,72,27,2
"Comercio al por menor (077)",2960,51,903,1223,668,115
"Hoteles y restaurantes (078)",1258,45,554,406,228,25
"Trans., almac. y comunicaciones (079)",1269,19,509,512,215,14
"Intermediación financiera (080)",23,,13,6,4,
"Activid.inmobil., empres. y alquileres (081)",507,1,228,180,83,15
"Admin.pub. y defensa; p. segur.soc.afil (082)",461,,135,235,87,4
"Enseñanza (083)",621,,165,341,111,4
"Servicios sociales y de salud (084)",263,,109,117,35,2
"Otras activ. serv.comun.soc y personales (085)",531,21,247,174,82,7
"Hogares privados con servicio doméstico (086)",242,28,151,39,21,3
"Actividad economica no especificada (088)",571,19,218,212,89,33
"Hombres (089)",12531,257,4259,4426,2861,728
"Agric., ganadería, caza y silvicultura (090)",5417,132,1538,1715,1495,537
"Pesca (091)",17,2,4,5,5,1
"Explotación de minas y canteras (092)",261,,130,97,31,3
"Industrias manufactureras (093)",876,21,423,302,110,20
"Suministro de electricidad, gas y agua (094)",37,,15,17,5,
"Construcción (095)",1330,5,514,494,286,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1354,33,422,504,321,74
"Venta, mant.y rep. veh.autom.y motoc. (097)",283,2,137,91,46,7
"Comercio al por mayor (098)",101,5,37,42,15,2
"Comercio al por menor (099)",970,26,248,371,260,65
"Hoteles y restaurantes (100)",371,20,198,92,54,7
"Trans., almac. y comunicaciones (101)",1171,15,447,483,212,14
"Intermediación financiera (102)",14,,7,4,3,
"Activid.inmobil., empres. y alquileres (103)",347,,141,124,67,15
"Admin.pub. y defensa; p. segur.soc.afil (104)",343,,83,187,70,3
"Enseñanza (105)",273,,48,148,75,2
"Servicios sociales y de salud (106)",104,,30,55,17,2
"Otras activ. serv.comun.soc y personales (107)",314,15,139,98,59,3
"Hogares privados con servicio doméstico (108)",20,4,12,1,3,
"Actividad economica no especificada (110)",282,10,108,100,48,16
"Mujeres (112)",8712,164,3124,3315,1705,404
"Agric., ganadería, caza y silvicultura (113)",3489,63,1001,1270,866,289
"Pesca (114)",3,,,2,1,
"Explotación de minas y canteras (115)",16,,6,9,1,
"Industrias manufactureras (116)",512,6,251,185,53,17
"Suministro de electricidad, gas y agua (117)",2,,1,1,,
"Construcción (118)",79,1,34,28,13,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",2104,25,715,890,424,50
"Venta, mant.y rep. veh.autom.y motoc. (120)",27,,15,8,4,
"Comercio al por mayor (121)",87,,45,30,12,
"Comercio al por menor (122)",1990,25,655,852,408,50
"Hoteles y restaurantes (123)",887,25,356,314,174,18
"Trans., almac. y comunicaciones (124)",98,4,62,29,3,
"Intermediación financiera (125)",9,,6,2,1,
"Activid.inmobil., empres. y alquileres (126)",160,1,87,56,16,
"Admin.pub. y defensa; p. segur.soc.afil (127)",118,,52,48,17,1
"Enseñanza (128)",348,,117,193,36,2
"Servicios sociales y de salud (129)",159,,79,62,18,
"Otras activ. serv.comun.soc y personales (130)",217,6,108,76,23,4
"Hogares privados con servicio doméstico (131)",222,24,139,38,18,3
"Actividad economica no especificada (133)",289,9,110,112,41,17
,,,,,,
"RURAL (134)",11668,211,3571,3677,3043,1166
"Agric., ganadería, caza y silvicultura (135)",9306,184,2544,2787,2686,1105
"Pesca (136)",16,,10,4,2,
"Explotación de minas y canteras (137)",523,,225,240,58,
"Industrias manufactureras (138)",196,1,100,61,25,9
"Suministro de electricidad, gas y agua (139)",10,,3,6,1,
"Construcción (140)",256,,97,109,44,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",335,5,149,122,47,12
"Venta, mant.y rep. veh.autom.y motoc. (142)",29,,17,9,3,
"Comercio al por mayor (143)",20,,9,8,3,
"Comercio al por menor (144)",286,5,123,105,41,12
"Hoteles y restaurantes (145)",124,3,70,33,17,1
"Trans., almac. y comunicaciones (146)",177,,75,68,31,3
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",108,1,36,53,17,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",67,,23,27,17,
"Enseñanza (150)",138,,55,57,24,2
"Servicios sociales y de salud (151)",79,,44,28,6,1
"Otras activ. serv.comun.soc y personales (152)",80,4,35,21,16,4
"Hogares privados con servicio doméstico (153)",67,9,39,14,2,3
"Actividad economica no especificada (155)",185,4,66,46,50,19
"Hombres (156)",7645,136,2245,2467,2012,785
"Agric., ganadería, caza y silvicultura (157)",6034,121,1571,1818,1772,752
"Pesca (158)",16,,10,4,2,
"Explotación de minas y canteras (159)",508,,219,232,57,
"Industrias manufactureras (160)",116,,59,39,13,5
"Suministro de electricidad, gas y agua (161)",10,,3,6,1,
"Construcción (162)",236,,84,104,42,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",130,3,59,48,16,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",27,,16,8,3,
"Comercio al por mayor (165)",13,,6,5,2,
"Comercio al por menor (166)",90,3,37,35,11,4
"Hoteles y restaurantes (167)",56,1,37,14,4,
"Trans., almac. y comunicaciones (168)",163,,63,67,30,3
"Intermediación financiera (169)",1,,,1,,
"Activid.inmobil., empres. y alquileres (170)",85,1,24,46,13,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",52,,15,22,15,
"Enseñanza (172)",52,,18,21,12,1
"Servicios sociales y de salud (173)",44,,23,16,4,1
"Otras activ. serv.comun.soc y personales (174)",55,3,23,14,12,3
"Hogares privados con servicio doméstico (175)",16,4,7,3,,2
"Actividad economica no especificada (177)",71,3,30,12,19,7
"Mujeres (179)",4023,75,1326,1210,1031,381
"Agric., ganadería, caza y silvicultura (180)",3272,63,973,969,914,353
"Explotación de minas y canteras (182)",15,,6,8,1,
"Industrias manufactureras (183)",80,1,41,22,12,4
"Construcción (185)",20,,13,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",205,2,90,74,31,8
"Venta, mant.y rep. veh.autom.y motoc. (187)",2,,1,1,,
"Comercio al por mayor (188)",7,,3,3,1,
"Comercio al por menor (189)",196,2,86,70,30,8
"Hoteles y restaurantes (190)",68,2,33,19,13,1
"Trans., almac. y comunicaciones (191)",14,,12,1,1,
"Activid.inmobil., empres. y alquileres (193)",23,,12,7,4,
"Admin.pub. y defensa; p. segur.soc.afil (194)",15,,8,5,2,
"Enseñanza (195)",86,,37,36,12,1
"Servicios sociales y de salud (196)",35,,21,12,2,
"Otras activ. serv.comun.soc y personales (197)",25,1,12,7,4,1
"Hogares privados con servicio doméstico (198)",51,5,32,11,2,1
"Actividad economica no especificada (200)",114,1,36,34,31,12
