"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Actividad economica no especificada (021)",639,,,4,7,,,,,1,,627
"Hombres (022)",21377,31,622,228,216,611,10025,437,718,8162,77,250
"Agric., ganadería, caza y silvicultura (023)",17663,,6,5,,,10018,3,7,7624,,
"Pesca (024)",7,,,,,,7,,,,,
"Explotación de minas y canteras (025)",38,,1,4,1,,,15,3,14,,
"Industrias manufactureras (026)",322,,2,8,1,,,290,17,4,,
"Suministro de electricidad, gas y agua (027)",52,,4,14,4,,,13,6,11,,
"Construcción (028)",492,1,8,12,6,,,28,277,160,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",710,,1,17,1,490,,77,9,115,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",69,,,6,,11,,44,8,,,
"Comercio al por mayor (031)",61,,,1,,58,,,,2,,
"Comercio al por menor (032)",580,,1,10,1,421,,33,1,113,,
"Hoteles y restaurantes (033)",90,,,11,3,45,,,,31,,
"Trans., almac. y comunicaciones (034)",444,,,9,9,,,1,378,47,,
"Intermediación financiera (035)",6,,1,,3,,,,,2,,
"Activid.inmobil., empres. y alquileres (036)",155,,20,21,30,54,,7,4,19,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",377,26,22,18,131,10,,3,10,80,77,
"Enseñanza (038)",534,4,505,3,11,,,,,11,,
"Servicios sociales y de salud (039)",122,,46,57,10,2,,,4,3,,
"Otras activ. serv.comun.soc y personales (040)",87,,6,45,3,10,,,3,20,,
"Hogares privados con servicio doméstico (041)",21,,,,,,,,,21,,
"Actividad economica no especificada (043)",257,,,4,3,,,,,,,250
"Mujeres (044)",8935,8,533,97,132,981,1714,127,13,4952,1,377
"Agric., ganadería, caza y silvicultura (045)",5940,,2,3,,,1714,,,4221,,
"Explotación de minas y canteras (047)",1,,,1,,,,,,,,
"Industrias manufactureras (048)",126,,,2,1,,,120,2,1,,
"Suministro de electricidad, gas y agua (049)",3,,1,1,,,,1,,,,
"Construcción (050)",15,,1,,1,,,,5,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",968,,1,6,3,738,,4,,216,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",8,,,1,,6,,1,,,,
"Comercio al por mayor (053)",35,,,,,35,,,,,,
"Comercio al por menor (054)",925,,1,5,3,697,,3,,216,,
"Hoteles y restaurantes (055)",424,,,11,2,221,,,,190,,
"Trans., almac. y comunicaciones (056)",19,,,6,2,,,,6,5,,
"Intermediación financiera (057)",7,,1,4,2,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",36,,6,4,19,,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",113,5,5,3,81,,,,,18,1,
"Enseñanza (060)",472,3,457,4,3,,,1,,4,,
"Servicios sociales y de salud (061)",147,,58,46,10,7,,1,,25,,
"Otras activ. serv.comun.soc y personales (062)",69,,1,6,4,15,,,,43,,
"Hogares privados con servicio doméstico (063)",213,,,,,,,,,213,,
"Actividad economica no especificada (065)",382,,,,4,,,,,1,,377
,,,,,,,,,,,,
"URBANA (066)",8388,24,734,249,275,991,2195,353,446,2823,65,233
"Agric., ganadería, caza y silvicultura (067)",4238,,2,5,,,2195,,4,2032,,
"Explotación de minas y canteras (069)",18,,1,3,1,,,4,3,6,,
"Industrias manufactureras (070)",272,,2,7,2,,,242,15,4,,
"Suministro de electricidad, gas y agua (071)",51,,5,15,4,,,12,6,9,,
"Construcción (072)",281,1,6,10,7,,,21,166,70,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1056,,1,16,4,762,,63,5,205,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",59,,,5,,12,,37,5,,,
"Comercio al por mayor (075)",67,,,1,,64,,,,2,,
"Comercio al por menor (076)",930,,1,10,4,686,,26,,203,,
"Hoteles y restaurantes (077)",336,,,22,5,154,,,,155,,
"Trans., almac. y comunicaciones (078)",291,,,14,6,,,1,232,38,,
"Intermediación financiera (079)",12,,2,4,4,,,,,2,,
"Activid.inmobil., empres. y alquileres (080)",148,,21,21,35,37,,7,4,23,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",390,19,24,20,173,10,,2,9,68,65,
"Enseñanza (082)",628,4,595,6,12,,,1,,10,,
"Servicios sociales y de salud (083)",168,,68,66,13,7,,,2,12,,
"Otras activ. serv.comun.soc y personales (084)",110,,7,38,4,21,,,,40,,
"Hogares privados con servicio doméstico (085)",149,,,,,,,,,149,,
"Actividad economica no especificada (087)",240,,,2,5,,,,,,,233
"Hombres (088)",5186,17,388,177,168,379,1754,302,436,1391,65,109
"Agric., ganadería, caza y silvicultura (089)",2843,,1,4,,,1754,,4,1080,,
"Explotación de minas y canteras (091)",18,,1,3,1,,,4,3,6,,
"Industrias manufactureras (092)",222,,2,6,1,,,197,13,3,,
"Suministro de electricidad, gas y agua (093)",48,,4,14,4,,,11,6,9,,
"Construcción (094)",270,1,6,10,6,,,21,162,64,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",441,,,12,1,298,,59,5,66,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",52,,,5,,6,,36,5,,,
"Comercio al por mayor (097)",43,,,1,,40,,,,2,,
"Comercio al por menor (098)",346,,,6,1,252,,23,,64,,
"Hoteles y restaurantes (099)",62,,,11,3,24,,,,24,,
"Trans., almac. y comunicaciones (100)",275,,,9,4,,,1,228,33,,
"Intermediación financiera (101)",6,,1,,3,,,,,2,,
"Activid.inmobil., empres. y alquileres (102)",118,,17,19,18,37,,7,4,16,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",299,15,19,17,109,10,,2,9,53,65,
"Enseñanza (104)",319,1,300,3,9,,,,,6,,
"Servicios sociales y de salud (105)",76,,31,32,7,2,,,2,2,,
"Otras activ. serv.comun.soc y personales (106)",61,,6,35,,8,,,,12,,
"Hogares privados con servicio doméstico (107)",15,,,,,,,,,15,,
"Actividad economica no especificada (109)",113,,,2,2,,,,,,,109
"Mujeres (110)",3202,7,346,72,107,612,441,51,10,1432,,124
"Agric., ganadería, caza y silvicultura (111)",1395,,1,1,,,441,,,952,,
"Industrias manufactureras (114)",50,,,1,1,,,45,2,1,,
"Suministro de electricidad, gas y agua (115)",3,,1,1,,,,1,,,,
"Construcción (116)",11,,,,1,,,,4,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",615,,1,4,3,464,,4,,139,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",7,,,,,6,,1,,,,
"Comercio al por mayor (119)",24,,,,,24,,,,,,
"Comercio al por menor (120)",584,,1,4,3,434,,3,,139,,
"Hoteles y restaurantes (121)",274,,,11,2,130,,,,131,,
"Trans., almac. y comunicaciones (122)",16,,,5,2,,,,4,5,,
"Intermediación financiera (123)",6,,1,4,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",30,,4,2,17,,,,,7,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",91,4,5,3,64,,,,,15,,
"Enseñanza (126)",309,3,295,3,3,,,1,,4,,
"Servicios sociales y de salud (127)",92,,37,34,6,5,,,,10,,
"Otras activ. serv.comun.soc y personales (128)",49,,1,3,4,13,,,,28,,
"Hogares privados con servicio doméstico (129)",134,,,,,,,,,134,,
"Actividad economica no especificada (131)",127,,,,3,,,,,,,124
,,,,,,,,,,,,
"RURAL (132)",21924,15,421,76,73,601,9544,211,285,10291,13,394
"Agric., ganadería, caza y silvicultura (133)",19365,,6,3,,,9537,3,3,9813,,
"Pesca (134)",7,,,,,,7,,,,,
"Explotación de minas y canteras (135)",21,,,2,,,,11,,8,,
"Industrias manufactureras (136)",176,,,3,,,,168,4,1,,
"Suministro de electricidad, gas y agua (137)",4,,,,,,,2,,2,,
"Construcción (138)",226,,3,2,,,,7,116,98,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",622,,1,7,,466,,18,4,126,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",18,,,2,,5,,8,3,,,
"Comercio al por mayor (141)",29,,,,,29,,,,,,
"Comercio al por menor (142)",575,,1,5,,432,,10,1,126,,
"Hoteles y restaurantes (143)",178,,,,,112,,,,66,,
"Trans., almac. y comunicaciones (144)",172,,,1,5,,,,152,14,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",43,,5,4,14,17,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",100,12,3,1,39,,,1,1,30,13,
"Enseñanza (148)",378,3,367,1,2,,,,,5,,
"Servicios sociales y de salud (149)",101,,36,37,7,2,,1,2,16,,
"Otras activ. serv.comun.soc y personales (150)",46,,,13,3,4,,,3,23,,
"Hogares privados con servicio doméstico (151)",85,,,,,,,,,85,,
"Actividad economica no especificada (153)",399,,,2,2,,,,,1,,394
"Hombres (154)",16191,14,234,51,48,232,8271,135,282,6771,12,141
"Agric., ganadería, caza y silvicultura (155)",14820,,5,1,,,8264,3,3,6544,,
"Pesca (156)",7,,,,,,7,,,,,
"Explotación de minas y canteras (157)",20,,,1,,,,11,,8,,
"Industrias manufactureras (158)",100,,,2,,,,93,4,1,,
"Suministro de electricidad, gas y agua (159)",4,,,,,,,2,,2,,
"Construcción (160)",222,,2,2,,,,7,115,96,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",269,,1,5,,192,,18,4,49,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",17,,,1,,5,,8,3,,,
"Comercio al por mayor (163)",18,,,,,18,,,,,,
"Comercio al por menor (164)",234,,1,4,,169,,10,1,49,,
"Hoteles y restaurantes (165)",28,,,,,21,,,,7,,
"Trans., almac. y comunicaciones (166)",169,,,,5,,,,150,14,,
"Activid.inmobil., empres. y alquileres (168)",37,,3,2,12,17,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",78,11,3,1,22,,,1,1,27,12,
"Enseñanza (170)",215,3,205,,2,,,,,5,,
"Servicios sociales y de salud (171)",46,,15,25,3,,,,2,1,,
"Otras activ. serv.comun.soc y personales (172)",26,,,10,3,2,,,3,8,,
"Hogares privados con servicio doméstico (173)",6,,,,,,,,,6,,
"Actividad economica no especificada (175)",144,,,2,1,,,,,,,141
"Mujeres (176)",5733,1,187,25,25,369,1273,76,3,3520,1,253
"Agric., ganadería, caza y silvicultura (177)",4545,,1,2,,,1273,,,3269,,
"Explotación de minas y canteras (179)",1,,,1,,,,,,,,
"Industrias manufactureras (180)",76,,,1,,,,75,,,,
"Construcción (182)",4,,1,,,,,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",353,,,2,,274,,,,77,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,1,,,,,,,,
"Comercio al por mayor (185)",11,,,,,11,,,,,,
"Comercio al por menor (186)",341,,,1,,263,,,,77,,
"Hoteles y restaurantes (187)",150,,,,,91,,,,59,,
"Trans., almac. y comunicaciones (188)",3,,,1,,,,,2,,,
"Intermediación financiera (189)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (190)",6,,2,2,2,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",22,1,,,17,,,,,3,1,
"Enseñanza (192)",163,,162,1,,,,,,,,
"Servicios sociales y de salud (193)",55,,21,12,4,2,,1,,15,,
"Otras activ. serv.comun.soc y personales (194)",20,,,3,,2,,,,15,,
"Hogares privados con servicio doméstico (195)",79,,,,,,,,,79,,
"Actividad economica no especificada (197)",255,,,,1,,,,,1,,253
