"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia ACOMAYO (000)",27357,27013,233,111
"Hombres (001)",13514,13392,63,59
"Mujeres (002)",13843,13621,170,52
"Menores de 1 año (003)",548,481,35,32
"Hombres (004)",288,249,16,23
"Mujeres (005)",260,232,19,9
"De 1 a 5 años (006)",3561,3450,43,68
"Hombres (007)",1798,1749,16,33
"Mujeres (008)",1763,1701,27,35
"De 6 a 14 años (009)",6933,6927,2,4
"Hombres (010)",3541,3539,,2
"Mujeres (011)",3392,3388,2,2
"De 15 a 29 años (012)",5305,5304,1,
"Hombres (013)",2708,2707,1,
"Mujeres (014)",2597,2597,,
"De 30 a 44 años (015)",4936,4928,7,1
"Hombres (016)",2467,2466,1,
"Mujeres (017)",2469,2462,6,1
"De 45 a 64 años (018)",3812,3781,28,3
"Hombres (019)",1811,1806,5,
"Mujeres (020)",2001,1975,23,3
"De 65 a más años (021)",2262,2142,117,3
"Hombres (022)",901,876,24,1
"Mujeres (023)",1361,1266,93,2
,,,,
"URBANA (024)",14460,14277,113,70
"Hombres (025)",7101,7035,30,36
"Mujeres (026)",7359,7242,83,34
"Menores de 1 año (027)",254,223,15,16
"Hombres (028)",135,117,6,12
"Mujeres (029)",119,106,9,4
"De 1 a 5 años (030)",1778,1709,21,48
"Hombres (031)",886,855,9,22
"Mujeres (032)",892,854,12,26
"De 6 a 14 años (033)",3571,3567,1,3
"Hombres (034)",1836,1834,,2
"Mujeres (035)",1735,1733,1,1
"De 15 a 29 años (036)",2765,2765,,
"Hombres (037)",1396,1396,,
"Mujeres (038)",1369,1369,,
"De 30 a 44 años (039)",2659,2656,2,1
"Hombres (040)",1314,1314,,
"Mujeres (041)",1345,1342,2,1
"De 45 a 64 años (042)",2112,2098,13,1
"Hombres (043)",1008,1006,2,
"Mujeres (044)",1104,1092,11,1
"De 65 a más años (045)",1321,1259,61,1
"Hombres (046)",526,513,13,
"Mujeres (047)",795,746,48,1
,,,,
"RURAL (048)",12897,12736,120,41
"Hombres (049)",6413,6357,33,23
"Mujeres (050)",6484,6379,87,18
"Menores de 1 año (051)",294,258,20,16
"Hombres (052)",153,132,10,11
"Mujeres (053)",141,126,10,5
"De 1 a 5 años (054)",1783,1741,22,20
"Hombres (055)",912,894,7,11
"Mujeres (056)",871,847,15,9
"De 6 a 14 años (057)",3362,3360,1,1
"Hombres (058)",1705,1705,,
"Mujeres (059)",1657,1655,1,1
"De 15 a 29 años (060)",2540,2539,1,
"Hombres (061)",1312,1311,1,
"Mujeres (062)",1228,1228,,
"De 30 a 44 años (063)",2277,2272,5,
"Hombres (064)",1153,1152,1,
"Mujeres (065)",1124,1120,4,
"De 45 a 64 años (066)",1700,1683,15,2
"Hombres (067)",803,800,3,
"Mujeres (068)",897,883,12,2
"De 65 a más años (069)",941,883,56,2
"Hombres (070)",375,363,11,1
"Mujeres (071)",566,520,45,1
