"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",165,,,4,16,24,74,13,34
"Jefes y empleados de oficina (040)",151,,,1,39,13,42,10,46
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",430,13,1,121,213,27,30,13,12
"Agricult.trabaj. calif.agrop. y pesquros (042)",640,65,,278,252,18,11,6,10
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",450,4,,76,211,39,79,19,22
"Obreros. construc., conf., papel, fab., instr (044)",327,2,,54,201,27,20,16,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",831,97,2,320,366,20,19,4,3
"Otra (046)",61,,,,3,10,33,12,3
"Ocupación no especificada (047)",67,9,,19,25,2,5,2,5
"Hombres (048)",2498,64,1,529,1064,140,298,92,310
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",24,,,2,6,1,6,,9
"Profes., científicos e intelectuales (050)",285,,,,8,6,66,12,193
"Técnicos de nivel medio ytrab.asimilados (051)",121,,,1,12,20,50,10,28
"Jefes y empleados de oficina (052)",89,,,1,27,7,14,7,33
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",175,1,1,30,103,10,18,7,5
"Agricult.trabaj. calif.agrop. y pesquros (054)",503,29,,218,224,13,8,5,6
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",416,3,,66,197,36,75,18,21
"Obreros. construc., conf., papel, fab., instr (056)",322,2,,54,197,27,19,16,7
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",473,29,,145,271,12,11,4,1
"Otra (058)",52,,,,3,6,28,12,3
"Ocupación no especificada (059)",38,,,12,16,2,3,1,4
"Mujeres (060)",1181,127,2,348,283,58,162,27,174
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,1,,2,,,,1,
"Profes., científicos e intelectuales (062)",244,,,,7,11,75,11,140
"Técnicos de nivel medio ytrab.asimilados (063)",44,,,3,4,4,24,3,6
"Jefes y empleados de oficina (064)",62,,,,12,6,28,3,13
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",255,12,,91,110,17,12,6,7
"Agricult.trabaj. calif.agrop. y pesquros (066)",137,36,,60,28,5,3,1,4
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",34,1,,10,14,3,4,1,1
"Obreros. construc., conf., papel, fab., instr (068)",5,,,,4,,1,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",358,68,2,175,95,8,8,,2
"Otra (070)",9,,,,,4,5,,
"Ocupación no especificada (071)",29,9,,7,9,,2,1,1
,,,,,,,,,
"RURAL (072)",9433,2031,17,4651,2395,53,123,27,136
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",11,,,,6,,3,,2
"Profes., científicos e intelectuales (074)",212,,,,20,12,64,10,106
"Técnicos de nivel medio ytrab.asimilados (075)",26,,,2,4,2,13,3,2
"Jefes y empleados de oficina (076)",22,,,1,10,4,5,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",148,16,,61,62,2,3,2,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",4853,1028,9,2616,1150,14,20,6,10
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",108,17,,46,37,4,2,,2
"Obreros. construc., conf., papel, fab., instr (080)",107,9,,39,49,5,1,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3786,901,8,1825,1024,9,11,5,3
"Ocupación no especificada (083)",160,60,,61,33,1,1,,4
"Hombres (084)",6690,986,11,3464,2004,38,78,20,89
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",7,,,,3,,2,,2
"Profes., científicos e intelectuales (086)",128,,,,13,5,36,6,68
"Técnicos de nivel medio ytrab.asimilados (087)",14,,,1,3,1,6,2,1
"Jefes y empleados de oficina (088)",17,,,1,8,2,5,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",54,2,,18,29,,3,1,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",4142,693,7,2314,1085,14,16,5,8
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",77,3,,37,32,2,2,,1
"Obreros. construc., conf., papel, fab., instr (092)",103,9,,36,48,5,1,1,3
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2100,272,4,1035,767,9,6,5,2
"Ocupación no especificada (095)",48,7,,22,16,,1,,2
"Mujeres (096)",2743,1045,6,1187,391,15,45,7,47
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",4,,,,3,,1,,
"Profes., científicos e intelectuales (098)",84,,,,7,7,28,4,38
"Técnicos de nivel medio ytrab.asimilados (099)",12,,,1,1,1,7,1,1
"Jefes y empleados de oficina (100)",5,,,,2,2,,,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",94,14,,43,33,2,,1,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",711,335,2,302,65,,4,1,2
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",31,14,,9,5,2,,,1
"Obreros. construc., conf., papel, fab., instr (104)",4,,,3,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1686,629,4,790,257,,5,,1
"Ocupación no especificada (107)",112,53,,39,17,1,,,2
