"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANTABAMBA (000)",3290,3222,17,460,498,455,928,581,227,56,68,13181
"De 12 a 14 años (001)",7,3,,3,,,,,,,4,3
"De 15 a 19 años (002)",85,79,1,69,9,,,,,,6,87
"De 20 a 24 años (003)",290,269,1,125,109,30,3,1,,,21,451
"De 25 a 29 años (004)",312,300,1,77,109,67,44,2,,,12,695
"De 30 a 34 años (005)",328,323,2,45,64,99,96,16,1,,5,998
"De 35 a 39 años (006)",339,336,1,19,42,46,159,58,11,,3,1411
"De 40 a 44 años (007)",293,292,1,13,22,35,112,79,26,4,1,1424
"De 45 a 49 años (008)",288,285,,13,24,23,89,89,40,7,3,1517
"De 50 y más años (009)",1348,1335,10,96,119,155,425,336,149,45,13,6595
"Sin nivel (010)",1135,1126,6,78,122,136,369,266,118,31,9,5421
"De 15 a 19 años (012)",2,2,,1,1,,,,,,,3
"De 20 a 24 años (013)",25,24,,5,7,11,1,,,,1,56
"De 25 a 29 años (014)",27,27,,5,11,3,8,,,,,71
"De 30 a 34 años (015)",43,43,,1,7,10,21,4,,,,164
"De 35 a 39 años (016)",55,55,,3,3,5,25,14,5,,,268
"De 40 a 44 años (017)",73,72,1,3,4,3,23,22,12,4,1,410
"De 45 a 49 años (018)",85,85,,4,2,6,22,26,23,2,,513
"De 50 y más años (019)",825,818,5,56,87,98,269,200,78,25,7,3936
"Educacion Inicial (020)",4,4,,,1,,3,,,,,14
"De 25 a 29 años (024)",2,2,,,1,,1,,,,,6
"De 30 a 34 años (025)",1,1,,,,,1,,,,,4
"De 35 a 39 años (026)",1,1,,,,,1,,,,,4
"Primaria (030)",1185,1169,4,119,159,160,361,248,97,21,16,5163
