"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASMA (000)",15974,2963,5625,6189,336,635,226
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",30,27,,,3,,
"Profes., científicos e intelectuales (002)",1002,876,,115,11,,
"Técnicos de nivel medio y trab. asimilados (003)",433,250,,157,24,2,
"Jefes y empleados de oficina (004)",545,544,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",2126,533,31,1322,55,185,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2530,12,215,2122,179,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1029,,564,430,26,9,
"Obreros construc.,conf.,papel, fab., instr. (008)",1987,263,495,1200,23,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6059,368,4282,762,14,407,226
"Otra (010)",47,47,,,,,
"Ocupación no especificada (011)",186,43,38,81,1,23,
"Hombres (012)",11439,1646,4505,4628,271,378,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",23,20,,,3,,
"Profes., científicos e intelectuales (014)",486,413,,64,9,,
"Técnicos de nivel medio y trab. asimilados (015)",265,133,,113,18,1,
"Jefes y empleados de oficina (016)",251,250,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",903,294,9,543,25,32,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2352,12,168,2007,163,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",714,,336,346,24,8,
"Obreros construc.,conf.,papel, fab., instr. (020)",1960,263,485,1183,23,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",4381,202,3494,343,6,325,11
"Otra (022)",45,45,,,,,
"Ocupación no especificada (023)",59,14,13,29,,3,
"Mujeres (024)",4535,1317,1120,1561,65,257,215
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,7,,,,,
"Profes., científicos e intelectuales (026)",516,463,,51,2,,
"Técnicos de nivel medio y trab. asimilados (027)",168,117,,44,6,1,
"Jefes y empleados de oficina (028)",294,294,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1223,239,22,779,30,153,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",178,,47,115,16,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",315,,228,84,2,1,
"Obreros construc.,conf.,papel, fab., instr. (032)",27,,10,17,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1678,166,788,419,8,82,215
"Otra (034)",2,2,,,,,
"Ocupación no especificada (035)",127,29,25,52,1,20,
,,,,,,,
"URBANA (036)",11527,2773,3298,4637,236,376,207
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",27,24,,,3,,
"Profes., científicos e intelectuales (038)",947,825,,111,11,,
"Técnicos de nivel medio y trab. asimilados (039)",414,241,,149,22,2,
"Jefes y empleados de oficina (040)",513,512,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1974,492,27,1226,48,181,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",1220,7,212,909,90,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",974,,529,411,25,9,
"Obreros construc.,conf.,papel, fab., instr. (044)",1706,246,386,1046,22,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3551,340,2111,721,14,158,207
"Otra (046)",45,45,,,,,
"Ocupación no especificada (047)",156,41,33,64,1,17,
"Hombres (048)",7608,1528,2503,3226,185,156,10
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,17,,,3,,
"Profes., científicos e intelectuales (050)",469,397,,63,9,,
"Técnicos de nivel medio y trab. asimilados (051)",250,125,,107,17,1,
"Jefes y empleados de oficina (052)",235,234,,,,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",839,265,8,511,23,32,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1095,7,165,839,82,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",669,,307,331,23,8,
"Obreros construc.,conf.,papel, fab., instr. (056)",1682,246,378,1030,22,6,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",2253,180,1633,320,6,104,10
"Otra (058)",43,43,,,,,
"Ocupación no especificada (059)",53,14,12,25,,2,
"Mujeres (060)",3919,1245,795,1411,51,220,197
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",7,7,,,,,
"Profes., científicos e intelectuales (062)",478,428,,48,2,,
"Técnicos de nivel medio y trab. asimilados (063)",164,116,,42,5,1,
"Jefes y empleados de oficina (064)",278,278,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1135,227,19,715,25,149,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",125,,47,70,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",305,,222,80,2,1,
"Obreros construc.,conf.,papel, fab., instr. (068)",24,,8,16,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1298,160,478,401,8,54,197
"Otra (070)",2,2,,,,,
"Ocupación no especificada (071)",103,27,21,39,1,15,
,,,,,,,
"RURAL (072)",4447,190,2327,1552,100,259,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",55,51,,4,,,
"Técnicos de nivel medio y trab. asimilados (075)",19,9,,8,2,,
"Jefes y empleados de oficina (076)",32,32,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",152,41,4,96,7,4,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",1310,5,3,1213,89,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",55,,35,19,1,,
"Obreros construc.,conf.,papel, fab., instr. (080)",281,17,109,154,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2508,28,2171,41,,249,19
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",30,2,5,17,,6,
"Hombres (084)",3831,118,2002,1402,86,222,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",3,3,,,,,
"Profes., científicos e intelectuales (086)",17,16,,1,,,
"Técnicos de nivel medio y trab. asimilados (087)",15,8,,6,1,,
"Jefes y empleados de oficina (088)",16,16,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",64,29,1,32,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1257,5,3,1168,81,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",45,,29,15,1,,
"Obreros construc.,conf.,papel, fab., instr. (092)",278,17,107,153,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2128,22,1861,23,,221,1
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",6,,1,4,,1,
"Mujeres (096)",616,72,325,150,14,37,18
"Profes., científicos e intelectuales (098)",38,35,,3,,,
"Técnicos de nivel medio y trab. asimilados (099)",4,1,,2,1,,
