"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CAÑETE (000)",82659,19107,28810,27126,1627,3744,2245
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",168,154,,,14,,
"Profes., científicos e intelectuales (002)",6193,5427,,683,75,7,1
"Técnicos de nivel medio y trab. asimilados (003)",3362,2310,,899,135,15,3
"Jefes y empleados de oficina (004)",2901,2875,,5,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",12969,3792,170,7528,292,1181,6
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7777,30,171,6810,759,7,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",5509,,2824,2488,135,62,
"Obreros construc.,conf.,papel, fab., instr. (008)",9610,1019,3776,4610,169,36,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",32626,2703,21575,3760,33,2320,2235
"Otra (010)",507,507,,,,,
"Ocupación no especificada (011)",1037,290,294,343,15,95,
"Hombres (012)",53037,10600,21736,17750,1269,1570,112
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",117,107,,,10,,
"Profes., científicos e intelectuales (014)",2823,2296,,464,58,5,
"Técnicos de nivel medio y trab. asimilados (015)",2138,1383,,661,85,9,
"Jefes y empleados de oficina (016)",1300,1286,,2,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",5410,2311,54,2629,142,274,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",6494,29,167,5624,669,5,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",4818,,2513,2146,120,39,
"Obreros construc.,conf.,papel, fab., instr. (020)",9420,1003,3706,4513,166,32,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",19559,1591,15113,1560,14,1169,112
"Otra (022)",486,486,,,,,
"Ocupación no especificada (023)",472,108,183,151,5,25,
"Mujeres (024)",29622,8507,7074,9376,358,2174,2133
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",51,47,,,4,,
"Profes., científicos e intelectuales (026)",3370,3131,,219,17,2,1
"Técnicos de nivel medio y trab. asimilados (027)",1224,927,,238,50,6,3
"Jefes y empleados de oficina (028)",1601,1589,,3,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",7559,1481,116,4899,150,907,6
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1283,1,4,1186,90,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",691,,311,342,15,23,
"Obreros construc.,conf.,papel, fab., instr. (032)",190,16,70,97,3,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",13067,1112,6462,2200,19,1151,2123
"Otra (034)",21,21,,,,,
"Ocupación no especificada (035)",565,182,111,192,10,70,
,,,,,,,
"URBANA (036)",68954,17229,21976,23623,1167,2963,1996
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",142,131,,,11,,
"Profes., científicos e intelectuales (038)",5701,4993,,637,64,7,
"Técnicos de nivel medio y trab. asimilados (039)",3015,2023,,850,127,13,2
"Jefes y empleados de oficina (040)",2687,2662,,4,,21,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",11897,3387,137,6970,263,1134,6
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5296,22,130,4750,390,4,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",4977,,2470,2328,124,55,
"Obreros construc.,conf.,papel, fab., instr. (044)",8526,912,3169,4265,144,36,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",25328,2363,15832,3509,32,1604,1988
"Otra (046)",456,456,,,,,
"Ocupación no especificada (047)",929,280,238,310,12,89,
"Hombres (048)",43378,9318,16704,15209,861,1191,95
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",98,91,,,7,,
"Profes., científicos e intelectuales (050)",2576,2090,,432,49,5,
"Técnicos de nivel medio y trab. asimilados (051)",1886,1174,,625,79,8,
"Jefes y empleados de oficina (052)",1177,1163,,2,,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",4911,2001,37,2482,127,264,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",4368,21,127,3886,331,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",4362,,2204,2015,109,34,
"Obreros construc.,conf.,papel, fab., instr. (056)",8355,899,3107,4176,141,32,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",14800,1340,11084,1458,14,809,95
"Otra (058)",436,436,,,,,
"Ocupación no especificada (059)",409,103,145,133,4,24,
"Mujeres (060)",25576,7911,5272,8414,306,1772,1901
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",44,40,,,4,,
"Profes., científicos e intelectuales (062)",3125,2903,,205,15,2,
"Técnicos de nivel medio y trab. asimilados (063)",1129,849,,225,48,5,2
"Jefes y empleados de oficina (064)",1510,1499,,2,,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",6986,1386,100,4488,136,870,6
"Agricult.trabaj.calif.agrop.y pesqueros (066)",928,1,3,864,59,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",615,,266,313,15,21,
"Obreros construc.,conf.,papel, fab., instr. (068)",171,13,62,89,3,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",10528,1023,4748,2051,18,795,1893
"Otra (070)",20,20,,,,,
"Ocupación no especificada (071)",520,177,93,177,8,65,
,,,,,,,
"RURAL (072)",13705,1878,6834,3503,460,781,249
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",26,23,,,3,,
"Profes., científicos e intelectuales (074)",492,434,,46,11,,1
"Técnicos de nivel medio y trab. asimilados (075)",347,287,,49,8,2,1
"Jefes y empleados de oficina (076)",214,213,,1,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",1072,405,33,558,29,47,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2481,8,41,2060,369,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",532,,354,160,11,7,
"Obreros construc.,conf.,papel, fab., instr. (080)",1084,107,607,345,25,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",7298,340,5743,251,1,716,247
"Otra (082)",51,51,,,,,
"Ocupación no especificada (083)",108,10,56,33,3,6,
"Hombres (084)",9659,1282,5032,2541,408,379,17
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",19,16,,,3,,
"Profes., científicos e intelectuales (086)",247,206,,32,9,,
"Técnicos de nivel medio y trab. asimilados (087)",252,209,,36,6,1,
"Jefes y empleados de oficina (088)",123,123,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",499,310,17,147,15,10,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2126,8,40,1738,338,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",456,,309,131,11,5,
"Obreros construc.,conf.,papel, fab., instr. (092)",1065,104,599,337,25,,
