"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ANDAHUAYLAS (000)",42292,32977,4146,2283,2886
"Hombres (001)",28173,21879,3097,1380,1817
"Mujeres (002)",14119,11098,1049,903,1069
"De 06 a 14 años (003)",1332,1154,115,56,7
"Hombres (004)",795,685,71,39,
"Mujeres (005)",537,469,44,17,7
"De 15 a 29 años (006)",13513,10707,1506,628,672
"Hombres (007)",8906,7066,1087,362,391
"Mujeres (008)",4607,3641,419,266,281
"De 30 a 44 años (009)",15439,11140,1653,1105,1541
"Hombres (010)",10191,7368,1237,646,940
"Mujeres (011)",5248,3772,416,459,601
"De 45 a 64 años (012)",9575,7698,772,472,633
"Hombres (013)",6577,5186,621,315,455
"Mujeres (014)",2998,2512,151,157,178
"De 65 y más años (015)",2433,2278,100,22,33
"Hombres (016)",1704,1574,81,18,31
"Mujeres (017)",729,704,19,4,2
,,,,,
"URBANA (018)",21984,15053,2456,1954,2521
"Hombres (019)",13350,8991,1690,1127,1542
"Mujeres (020)",8634,6062,766,827,979
"De 06 a 14 años (021)",714,606,61,44,3
"Hombres (022)",438,368,40,30,
"Mujeres (023)",276,238,21,14,3
"De 15 a 29 años (024)",7057,5160,877,489,531
"Hombres (025)",4180,3039,585,262,294
"Mujeres (026)",2877,2121,292,227,237
"De 30 a 44 años (027)",8711,5286,1050,990,1385
"Hombres (028)",5186,3090,717,558,821
"Mujeres (029)",3525,2196,333,432,564
"De 45 a 64 años (030)",4617,3216,414,413,574
"Hombres (031)",2971,2000,307,263,401
"Mujeres (032)",1646,1216,107,150,173
"De 65 y más años (033)",885,785,54,18,28
"Hombres (034)",575,494,41,14,26
"Mujeres (035)",310,291,13,4,2
,,,,,
"RURAL (036)",20308,17924,1690,329,365
"Hombres (037)",14823,12888,1407,253,275
"Mujeres (038)",5485,5036,283,76,90
"De 06 a 14 años (039)",618,548,54,12,4
"Hombres (040)",357,317,31,9,
"Mujeres (041)",261,231,23,3,4
"De 15 a 29 años (042)",6456,5547,629,139,141
"Hombres (043)",4726,4027,502,100,97
"Mujeres (044)",1730,1520,127,39,44
"De 30 a 44 años (045)",6728,5854,603,115,156
"Hombres (046)",5005,4278,520,88,119
"Mujeres (047)",1723,1576,83,27,37
"De 45 a 64 años (048)",4958,4482,358,59,59
"Hombres (049)",3606,3186,314,52,54
"Mujeres (050)",1352,1296,44,7,5
"De 65 y más años (051)",1548,1493,46,4,5
"Hombres (052)",1129,1080,40,4,5
"Mujeres (053)",419,413,6,,
