"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Explotación de minas y canteras (047)",1,,,,,,,,1
"Industrias manufactureras (048)",86,20,,17,26,8,8,2,5
"Construcción (050)",2,,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",712,92,1,186,224,29,110,22,48
"Venta, mant.y rep. veh.autom.y motoc. (052)",9,,,2,3,1,2,,1
"Comercio al por mayor (053)",19,2,,5,8,1,3,,
"Comercio al por menor (054)",684,90,1,179,213,27,105,22,47
"Hoteles y restaurantes (055)",238,28,,74,91,13,20,6,6
"Trans., almac. y comunicaciones (056)",29,,,2,12,5,5,,5
"Intermediación financiera (057)",5,,,,2,1,1,,1
"Activid.inmobil., empres. y de alquiler (058)",36,1,,1,4,4,10,1,15
"Admin.pub. y defensa; p. segur.soc.afil (059)",137,2,,3,20,21,49,8,34
"Enseñanza (060)",314,,,,12,8,69,8,217
"Servicios sociales y de salud (061)",93,1,,1,5,4,38,3,41
"Otras activ. serv.comun.soc y personales (062)",165,42,,58,37,7,11,3,7
"Hogares privados con servicio doméstico (063)",85,10,,28,32,4,7,1,3
"Actividad economica no especificada (065)",114,21,1,45,27,8,7,3,2
,,,,,,,,,
"URBANA (066)",5942,412,4,1329,1957,356,696,258,930
"Agric., ganadería, caza y silvicultura (067)",1280,155,1,532,411,36,55,30,60
"Pesca (068)",1,,,1,,,,,
"Explotación de minas y canteras (069)",100,1,,13,51,6,6,6,17
"Industrias manufactureras (070)",327,23,,77,133,30,25,11,28
"Suministro de electricidad, gas y agua (071)",4,,,,1,,3,,
"Construcción (072)",348,6,,65,176,23,24,17,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1218,97,1,274,451,69,171,61,94
"Venta, mant.y rep. veh.autom.y motoc. (074)",139,2,,16,60,14,23,12,12
"Comercio al por mayor (075)",48,1,,11,23,1,7,3,2
"Comercio al por menor (076)",1031,94,1,247,368,54,141,46,80
"Hoteles y restaurantes (077)",317,33,,86,126,16,24,15,17
"Trans., almac. y comunicaciones (078)",663,17,,113,340,52,50,44,47
"Intermediación financiera (079)",8,,,1,3,1,1,,2
"Activid.inmobil., empres. y de alquiler (080)",151,1,,7,37,15,28,17,46
"Admin.pub. y defensa; p. segur.soc.afil (081)",357,4,1,21,59,38,103,25,106
"Enseñanza (082)",557,,,,22,27,122,10,376
"Servicios sociales y de salud (083)",153,1,,3,9,7,47,9,77
"Otras activ. serv.comun.soc y personales (084)",221,44,,63,61,19,16,5,13
"Hogares privados con servicio doméstico (085)",79,10,,24,29,4,8,1,3
"Actividad economica no especificada (087)",158,20,1,49,48,13,13,7,7
"Hombres (088)",3701,125,2,788,1420,241,367,196,562
"Agric., ganadería, caza y silvicultura (089)",941,69,1,380,342,32,44,24,49
"Pesca (090)",1,,,1,,,,,
"Explotación de minas y canteras (091)",99,1,,13,51,6,6,6,16
"Industrias manufactureras (092)",244,5,,60,108,22,17,9,23
"Suministro de electricidad, gas y agua (093)",4,,,,1,,3,,
"Construcción (094)",346,6,,64,175,23,24,17,37
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",526,11,,92,234,40,64,39,46
"Venta, mant.y rep. veh.autom.y motoc. (096)",131,2,,14,58,13,21,12,11
"Comercio al por mayor (097)",30,,,6,15,,4,3,2
"Comercio al por menor (098)",365,9,,72,161,27,39,24,33
"Hoteles y restaurantes (099)",90,5,,14,42,4,5,9,11
"Trans., almac. y comunicaciones (100)",634,17,,111,328,47,45,44,42
"Intermediación financiera (101)",3,,,1,1,,,,1
"Activid.inmobil., empres. y de alquiler (102)",116,,,6,33,11,19,16,31
"Admin.pub. y defensa; p. segur.soc.afil (103)",223,2,1,18,39,17,54,17,75
"Enseñanza (104)",277,,,,12,19,63,2,181
"Servicios sociales y de salud (105)",65,,,2,5,3,11,6,38
"Otras activ. serv.comun.soc y personales (106)",62,2,,8,26,12,5,3,6
"Hogares privados con servicio doméstico (107)",1,,,,,,1,,
"Actividad economica no especificada (109)",69,7,,18,23,5,6,4,6
"Mujeres (110)",2241,287,2,541,537,115,329,62,368
"Agric., ganadería, caza y silvicultura (111)",339,86,,152,69,4,11,6,11
"Explotación de minas y canteras (113)",1,,,,,,,,1
"Industrias manufactureras (114)",83,18,,17,25,8,8,2,5
"Construcción (116)",2,,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",692,86,1,182,217,29,107,22,48
"Venta, mant.y rep. veh.autom.y motoc. (118)",8,,,2,2,1,2,,1
"Comercio al por mayor (119)",18,1,,5,8,1,3,,
"Comercio al por menor (120)",666,85,1,175,207,27,102,22,47
"Hoteles y restaurantes (121)",227,28,,72,84,12,19,6,6
"Trans., almac. y comunicaciones (122)",29,,,2,12,5,5,,5
"Intermediación financiera (123)",5,,,,2,1,1,,1
"Activid.inmobil., empres. y de alquiler (124)",35,1,,1,4,4,9,1,15
"Admin.pub. y defensa; p. segur.soc.afil (125)",134,2,,3,20,21,49,8,31
"Enseñanza (126)",280,,,,10,8,59,8,195
"Servicios sociales y de salud (127)",88,1,,1,4,4,36,3,39
"Otras activ. serv.comun.soc y personales (128)",159,42,,55,35,7,11,2,7
"Hogares privados con servicio doméstico (129)",78,10,,24,29,4,7,1,3
"Actividad economica no especificada (131)",89,13,1,31,25,8,7,3,1
,,,,,,,,,
"RURAL (132)",3302,545,,1478,908,75,94,36,166
"Agric., ganadería, caza y silvicultura (133)",2909,523,,1409,749,58,56,27,87
"Explotación de minas y canteras (135)",26,,,13,11,,,,2
"Industrias manufactureras (136)",16,3,,2,8,2,,,1
"Suministro de electricidad, gas y agua (137)",32,,,,24,2,2,,4
"Construcción (138)",41,1,,8,21,3,4,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",51,7,,6,22,2,8,2,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",7,,,,3,,2,1,1
"Comercio al por mayor (141)",5,1,,,1,1,1,,1
"Comercio al por menor (142)",39,6,,6,18,1,5,1,2
"Hoteles y restaurantes (143)",17,1,,2,12,1,1,,
"Trans., almac. y comunicaciones (144)",45,1,,7,32,1,1,2,1
"Activid.inmobil., empres. y de alquiler (146)",17,,,2,6,,2,,7
"Admin.pub. y defensa; p. segur.soc.afil (147)",14,,,1,5,1,2,,5
"Enseñanza (148)",65,,,,2,1,14,1,47
"Servicios sociales y de salud (149)",9,,,,1,1,3,,4
"Otras activ. serv.comun.soc y personales (150)",10,,,3,3,2,1,1,
"Hogares privados con servicio doméstico (151)",7,,,4,3,,,,
"Actividad economica no especificada (153)",43,9,,21,9,1,,1,2
"Hombres (154)",2520,299,,1186,770,59,57,24,125
"Agric., ganadería, caza y silvicultura (155)",2242,293,,1144,636,43,36,16,74
"Explotación de minas y canteras (157)",26,,,13,11,,,,2
"Industrias manufactureras (158)",13,1,,2,7,2,,,1
"Suministro de electricidad, gas y agua (159)",32,,,,24,2,2,,4
"Construcción (160)",41,1,,8,21,3,4,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",31,1,,2,15,2,5,2,4
"Venta, mant.y rep. veh.autom.y motoc. (162)",6,,,,2,,2,1,1
"Comercio al por mayor (163)",4,,,,1,1,1,,1
"Comercio al por menor (164)",21,1,,2,12,1,2,1,2
"Hoteles y restaurantes (165)",6,1,,,5,,,,
"Trans., almac. y comunicaciones (166)",45,1,,7,32,1,1,2,1
"Activid.inmobil., empres. y de alquiler (168)",16,,,2,6,,1,,7
"Admin.pub. y defensa; p. segur.soc.afil (169)",11,,,1,5,1,2,,2
"Enseñanza (170)",31,,,,,1,4,1,25
"Servicios sociales y de salud (171)",4,,,,,1,1,,2
"Otras activ. serv.comun.soc y personales (172)",4,,,,1,2,1,,
"Actividad economica no especificada (175)",18,1,,7,7,1,,1,1
"Mujeres (176)",782,246,,292,138,16,37,12,41
"Agric., ganadería, caza y silvicultura (177)",667,230,,265,113,15,20,11,13
"Industrias manufactureras (180)",3,2,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",20,6,,4,7,,3,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por mayor (185)",1,1,,,,,,,
"Comercio al por menor (186)",18,5,,4,6,,3,,
"Hoteles y restaurantes (187)",11,,,2,7,1,1,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,,,,,,,3
"Enseñanza (192)",34,,,,2,,10,,22
"Servicios sociales y de salud (193)",5,,,,1,,2,,2
"Otras activ. serv.comun.soc y personales (194)",6,,,3,2,,,1,
"Hogares privados con servicio doméstico (195)",7,,,4,3,,,,
"Actividad economica no especificada (197)",25,8,,14,2,,,,1
