"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUAROCHIRI (000)",33301,90,1894,1126,825,3494,7213,3767,2989,10073,120,782,928
"Agric., ganadería, caza y silvicultura (001)",11645,,9,14,2,,7205,2,7,4406,,,
"Pesca (002)",16,,1,2,,,8,,,5,,,
"Explotación de minas y canteras (003)",3931,2,122,159,122,9,,2081,231,1205,,,
"Industrias manufactureras (004)",1437,,13,87,25,6,,1063,161,82,,,
"Suministro de electricidad, gas y agua (005)",91,,7,11,6,,,29,19,19,,,
"Construcción (006)",1710,,43,72,6,,,132,889,568,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",3727,,29,130,23,2358,,377,35,775,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",498,,12,20,1,61,,319,18,67,,,
"Comercio al por mayor (009)",144,,6,22,2,107,,,1,6,,,
"Comercio al por menor (010)",3085,,11,88,20,2190,,58,16,702,,,
"Hoteles y restaurantes (011)",1390,,17,58,33,775,,,,507,,,
"Trans., almac. y comunicaciones (012)",2133,1,17,48,48,8,,17,1561,433,,,
"Intermediación financiera (013)",35,,5,4,21,,,,,5,,,
"Activid.inmobil., empres. y alquileres (014)",870,1,133,188,105,175,,21,33,214,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",876,57,68,59,309,47,,13,38,165,120,,
"Enseñanza (016)",1330,29,1214,12,37,,,,,38,,,
"Servicios sociales y de salud (017)",400,,135,155,22,30,,5,4,49,,,
"Otras activ. serv.comun.soc y personales (018)",1177,,74,118,61,82,,27,10,805,,,
"Hogares privados con servicio doméstico (019)",802,,2,2,,4,,,,794,,,
"Actividad economica no especificada (021)",803,,5,7,5,,,,1,3,,782,
"Desocupado (022)",928,,,,,,,,,,,,928
"Hombres (023)",22676,60,927,773,427,1317,5653,3416,2928,6035,114,400,626
"Agric., ganadería, caza y silvicultura (024)",8133,,7,10,1,,5647,2,7,2459,,,
"Pesca (025)",12,,1,2,,,6,,,3,,,
"Explotación de minas y canteras (026)",3874,1,110,153,110,7,,2071,230,1192,,,
"Industrias manufactureras (027)",1005,,7,64,13,4,,736,127,54,,,
"Suministro de electricidad, gas y agua (028)",88,,6,11,5,,,29,19,18,,,
"Construcción (029)",1679,,35,67,3,,,130,883,561,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1698,,19,83,10,866,,371,34,315,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",460,,12,20,1,36,,317,18,56,,,
"Comercio al por mayor (032)",74,,3,13,,56,,,,2,,,
"Comercio al por menor (033)",1164,,4,50,9,774,,54,16,257,,,
"Hoteles y restaurantes (034)",410,,12,26,12,215,,,,145,,,
"Trans., almac. y comunicaciones (035)",2025,1,13,38,29,4,,15,1543,382,,,
"Intermediación financiera (036)",26,,5,2,14,,,,,5,,,
"Activid.inmobil., empres. y alquileres (037)",632,,93,133,33,170,,20,32,151,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",570,38,34,27,153,42,,12,38,112,114,,
"Enseñanza (039)",532,20,475,5,13,,,,,19,,,
"Servicios sociales y de salud (040)",124,,45,50,7,2,,4,4,12,,,
"Otras activ. serv.comun.soc y personales (041)",796,,60,96,23,7,,26,10,574,,,
"Hogares privados con servicio doméstico (042)",31,,1,,,,,,,30,,,
"Actividad economica no especificada (044)",415,,4,6,1,,,,1,3,,400,
"Desocupado (045)",626,,,,,,,,,,,,626
"Mujeres (046)",10625,30,967,353,398,2177,1560,351,61,4038,6,382,302
"Agric., ganadería, caza y silvicultura (047)",3512,,2,4,1,,1558,,,1947,,,
"Pesca (048)",4,,,,,,2,,,2,,,
"Explotación de minas y canteras (049)",57,1,12,6,12,2,,10,1,13,,,
"Industrias manufactureras (050)",432,,6,23,12,2,,327,34,28,,,
"Suministro de electricidad, gas y agua (051)",3,,1,,1,,,,,1,,,
"Construcción (052)",31,,8,5,3,,,2,6,7,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",2029,,10,47,13,1492,,6,1,460,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",38,,,,,25,,2,,11,,,
"Comercio al por mayor (055)",70,,3,9,2,51,,,1,4,,,
"Comercio al por menor (056)",1921,,7,38,11,1416,,4,,445,,,
"Hoteles y restaurantes (057)",980,,5,32,21,560,,,,362,,,
"Trans., almac. y comunicaciones (058)",108,,4,10,19,4,,2,18,51,,,
"Intermediación financiera (059)",9,,,2,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",238,1,40,55,72,5,,1,1,63,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",306,19,34,32,156,5,,1,,53,6,,
"Enseñanza (062)",798,9,739,7,24,,,,,19,,,
"Servicios sociales y de salud (063)",276,,90,105,15,28,,1,,37,,,
"Otras activ. serv.comun.soc y personales (064)",381,,14,22,38,75,,1,,231,,,
"Hogares privados con servicio doméstico (065)",771,,1,2,,4,,,,764,,,
"Actividad economica no especificada (067)",388,,1,1,4,,,,,,,382,
"Desocupado (068)",302,,,,,,,,,,,,302
,,,,,,,,,,,,,
"URBANA (069)",21854,74,1612,870,668,2795,4073,2168,2229,6043,108,502,712
"Agric., ganadería, caza y silvicultura (070)",6308,,6,7,2,,4071,2,4,2216,,,
"Pesca (071)",9,,1,2,,,2,,,4,,,
"Explotación de minas y canteras (072)",1655,1,57,70,57,2,,774,99,595,,,
"Industrias manufactureras (073)",1125,,11,52,23,6,,862,114,57,,,
"Suministro de electricidad, gas y agua (074)",69,,7,11,6,,,21,12,12,,,
"Construcción (075)",1333,,41,54,6,,,116,685,431,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",3024,,26,122,17,1937,,326,32,564,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",386,,11,18,1,46,,277,17,16,,,
"Comercio al por mayor (078)",113,,6,20,1,81,,,1,4,,,
"Comercio al por menor (079)",2525,,9,84,15,1810,,49,14,544,,,
"Hoteles y restaurantes (080)",1076,,14,42,23,587,,,,410,,,
"Trans., almac. y comunicaciones (081)",1730,1,15,45,39,8,,15,1219,388,,,
"Intermediación financiera (082)",33,,4,4,20,,,,,5,,,
"Activid.inmobil., empres. y alquileres (083)",684,,117,148,92,120,,19,27,161,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",738,46,64,52,270,39,,4,29,126,108,,
"Enseñanza (085)",1181,26,1072,12,34,,,,,37,,,
"Servicios sociales y de salud (086)",337,,107,134,19,25,,5,2,45,,,
"Otras activ. serv.comun.soc y personales (087)",753,,66,109,55,68,,24,6,425,,,
"Hogares privados con servicio doméstico (088)",572,,2,2,,3,,,,565,,,
"Actividad economica no especificada (090)",515,,2,4,5,,,,,2,,502,
"Desocupado (091)",712,,,,,,,,,,,,712
"Hombres (092)",14087,50,782,566,323,1045,3089,1882,2185,3335,103,253,474
"Agric., ganadería, caza y silvicultura (093)",4217,,5,6,1,,3087,2,4,1112,,,
"Pesca (094)",7,,1,2,,,2,,,2,,,
"Explotación de minas y canteras (095)",1622,,53,66,47,1,,769,98,588,,,
"Industrias manufactureras (096)",781,,6,35,13,4,,593,92,38,,,
"Suministro de electricidad, gas y agua (097)",66,,6,11,5,,,21,12,11,,,
"Construcción (098)",1307,,34,49,3,,,115,680,426,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1381,,16,76,7,719,,321,31,211,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",362,,11,18,1,25,,275,17,15,,,
"Comercio al por mayor (101)",56,,3,12,,40,,,,1,,,
"Comercio al por menor (102)",963,,2,46,6,654,,46,14,195,,,
"Hoteles y restaurantes (103)",300,,11,20,8,160,,,,101,,,
"Trans., almac. y comunicaciones (104)",1636,1,11,35,25,4,,13,1205,342,,,
"Intermediación financiera (105)",24,,4,2,13,,,,,5,,,
"Activid.inmobil., empres. y alquileres (106)",477,,80,102,27,116,,18,26,108,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",473,31,34,22,134,34,,3,29,83,103,,
"Enseñanza (108)",477,18,425,5,11,,,,,18,,,
"Servicios sociales y de salud (109)",101,,38,42,5,1,,4,2,9,,,
"Otras activ. serv.comun.soc y personales (110)",462,,55,90,23,6,,23,6,259,,,
"Hogares privados con servicio doméstico (111)",21,,1,,,,,,,20,,,
"Actividad economica no especificada (113)",261,,2,3,1,,,,,2,,253,
"Desocupado (114)",474,,,,,,,,,,,,474
"Mujeres (115)",7767,24,830,304,345,1750,984,286,44,2708,5,249,238
"Agric., ganadería, caza y silvicultura (116)",2091,,1,1,1,,984,,,1104,,,
"Pesca (117)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (118)",33,1,4,4,10,1,,5,1,7,,,
"Industrias manufactureras (119)",344,,5,17,10,2,,269,22,19,,,
"Suministro de electricidad, gas y agua (120)",3,,1,,1,,,,,1,,,
"Construcción (121)",26,,7,5,3,,,1,5,5,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1643,,10,46,10,1218,,5,1,353,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",24,,,,,21,,2,,1,,,
"Comercio al por mayor (124)",57,,3,8,1,41,,,1,3,,,
"Comercio al por menor (125)",1562,,7,38,9,1156,,3,,349,,,
"Hoteles y restaurantes (126)",776,,3,22,15,427,,,,309,,,
"Trans., almac. y comunicaciones (127)",94,,4,10,14,4,,2,14,46,,,
"Intermediación financiera (128)",9,,,2,7,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",207,,37,46,65,4,,1,1,53,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",265,15,30,30,136,5,,1,,43,5,,
"Enseñanza (131)",704,8,647,7,23,,,,,19,,,
"Servicios sociales y de salud (132)",236,,69,92,14,24,,1,,36,,,
"Otras activ. serv.comun.soc y personales (133)",291,,11,19,32,62,,1,,166,,,
"Hogares privados con servicio doméstico (134)",551,,1,2,,3,,,,545,,,
"Actividad economica no especificada (136)",254,,,1,4,,,,,,,249,
"Desocupado (137)",238,,,,,,,,,,,,238
,,,,,,,,,,,,,
"RURAL (138)",11447,16,282,256,157,699,3140,1599,760,4030,12,280,216
"Agric., ganadería, caza y silvicultura (139)",5337,,3,7,,,3134,,3,2190,,,
