"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia MARISCAL CACERES (000)",50884,49830,776,278
"Hombres (001)",27048,26525,378,145
"Mujeres (002)",23836,23305,398,133
"Menores de 1 año (003)",1132,893,173,66
"Hombres (004)",611,486,92,33
"Mujeres (005)",521,407,81,33
"De 1 a 5 años (006)",5996,5388,406,202
"Hombres (007)",3095,2765,223,107
"Mujeres (008)",2901,2623,183,95
"De 6 a 14 años (009)",10676,10655,18,3
"Hombres (010)",5511,5495,13,3
"Mujeres (011)",5165,5160,5,
"De 15 a 29 años (012)",13518,13496,21,1
"Hombres (013)",7149,7137,12,
"Mujeres (014)",6369,6359,9,1
"De 30 a 44 años (015)",10432,10408,24,
"Hombres (016)",5699,5694,5,
"Mujeres (017)",4733,4714,19,
"De 45 a 64 años (018)",6833,6786,45,2
"Hombres (019)",3841,3829,11,1
"Mujeres (020)",2992,2957,34,1
"De 65 a más años (021)",2297,2204,89,4
"Hombres (022)",1142,1119,22,1
"Mujeres (023)",1155,1085,67,3
,,,,
"URBANA (024)",31626,31145,312,169
"Hombres (025)",16249,16016,149,84
"Mujeres (026)",15377,15129,163,85
"Menores de 1 año (027)",673,576,76,21
"Hombres (028)",366,317,41,8
"Mujeres (029)",307,259,35,13
"De 1 a 5 años (030)",3384,3089,151,144
"Hombres (031)",1751,1594,82,75
"Mujeres (032)",1633,1495,69,69
"De 6 a 14 años (033)",6309,6304,4,1
"Hombres (034)",3209,3205,3,1
"Mujeres (035)",3100,3099,1,
"De 15 a 29 años (036)",8510,8503,6,1
"Hombres (037)",4356,4351,5,
"Mujeres (038)",4154,4152,1,1
"De 30 a 44 años (039)",6640,6632,8,
"Hombres (040)",3408,3405,3,
"Mujeres (041)",3232,3227,5,
"De 45 a 64 años (042)",4511,4494,16,1
"Hombres (043)",2406,2404,2,
"Mujeres (044)",2105,2090,14,1
"De 65 a más años (045)",1599,1547,51,1
"Hombres (046)",753,740,13,
"Mujeres (047)",846,807,38,1
,,,,
"RURAL (048)",19258,18685,464,109
"Hombres (049)",10799,10509,229,61
"Mujeres (050)",8459,8176,235,48
"Menores de 1 año (051)",459,317,97,45
"Hombres (052)",245,169,51,25
"Mujeres (053)",214,148,46,20
"De 1 a 5 años (054)",2612,2299,255,58
"Hombres (055)",1344,1171,141,32
"Mujeres (056)",1268,1128,114,26
"De 6 a 14 años (057)",4367,4351,14,2
"Hombres (058)",2302,2290,10,2
"Mujeres (059)",2065,2061,4,
"De 15 a 29 años (060)",5008,4993,15,
"Hombres (061)",2793,2786,7,
"Mujeres (062)",2215,2207,8,
"De 30 a 44 años (063)",3792,3776,16,
"Hombres (064)",2291,2289,2,
"Mujeres (065)",1501,1487,14,
"De 45 a 64 años (066)",2322,2292,29,1
"Hombres (067)",1435,1425,9,1
"Mujeres (068)",887,867,20,
"De 65 a más años (069)",698,657,38,3
"Hombres (070)",389,379,9,1
"Mujeres (071)",309,278,29,2
