"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia CHUCUITO (000)",126259,125166,678,415
"Hombres (001)",64534,64021,316,197
"Mujeres (002)",61725,61145,362,218
"Menores de 1 año (003)",2098,1837,154,107
"Hombres (004)",1086,949,85,52
"Mujeres (005)",1012,888,69,55
"De 1 a 5 años (006)",12813,12404,121,288
"Hombres (007)",6598,6400,56,142
"Mujeres (008)",6215,6004,65,146
"De 6 a 14 años (009)",25336,25308,20,8
"Hombres (010)",13059,13048,9,2
"Mujeres (011)",12277,12260,11,6
"De 15 a 29 años (012)",35563,35541,22,
"Hombres (013)",18142,18132,10,
"Mujeres (014)",17421,17409,12,
"De 30 a 44 años (015)",22798,22774,23,1
"Hombres (016)",11626,11615,11,
"Mujeres (017)",11172,11159,12,1
"De 45 a 64 años (018)",18119,18072,47,
"Hombres (019)",9245,9221,24,
"Mujeres (020)",8874,8851,23,
"De 65 a más años (021)",9532,9230,291,11
"Hombres (022)",4778,4656,121,1
"Mujeres (023)",4754,4574,170,10
,,,,
"URBANA (024)",35767,35452,193,122
"Hombres (025)",18649,18490,101,58
"Mujeres (026)",17118,16962,92,64
"Menores de 1 año (027)",576,506,50,20
"Hombres (028)",298,267,24,7
"Mujeres (029)",278,239,26,13
"De 1 a 5 años (030)",3560,3414,45,101
"Hombres (031)",1825,1751,23,51
"Mujeres (032)",1735,1663,22,50
"De 6 a 14 años (033)",6870,6862,8,
"Hombres (034)",3552,3548,4,
"Mujeres (035)",3318,3314,4,
"De 15 a 29 años (036)",11522,11514,8,
"Hombres (037)",5949,5946,3,
"Mujeres (038)",5573,5568,5,
"De 30 a 44 años (039)",7202,7195,7,
"Hombres (040)",3817,3813,4,
"Mujeres (041)",3385,3382,3,
"De 45 a 64 años (042)",4473,4455,18,
"Hombres (043)",2395,2383,12,
"Mujeres (044)",2078,2072,6,
"De 65 a más años (045)",1564,1506,57,1
"Hombres (046)",813,782,31,
"Mujeres (047)",751,724,26,1
,,,,
"RURAL (048)",90492,89714,485,293
"Hombres (049)",45885,45531,215,139
"Mujeres (050)",44607,44183,270,154
"Menores de 1 año (051)",1522,1331,104,87
"Hombres (052)",788,682,61,45
"Mujeres (053)",734,649,43,42
"De 1 a 5 años (054)",9253,8990,76,187
"Hombres (055)",4773,4649,33,91
"Mujeres (056)",4480,4341,43,96
"De 6 a 14 años (057)",18466,18446,12,8
"Hombres (058)",9507,9500,5,2
"Mujeres (059)",8959,8946,7,6
"De 15 a 29 años (060)",24041,24027,14,
"Hombres (061)",12193,12186,7,
"Mujeres (062)",11848,11841,7,
"De 30 a 44 años (063)",15596,15579,16,1
"Hombres (064)",7809,7802,7,
"Mujeres (065)",7787,7777,9,1
"De 45 a 64 años (066)",13646,13617,29,
"Hombres (067)",6850,6838,12,
"Mujeres (068)",6796,6779,17,
"De 65 a más años (069)",7968,7724,234,10
"Hombres (070)",3965,3874,90,1
"Mujeres (071)",4003,3850,144,9
