"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANCABAMBA (000)",115535,6352,16067,17945,12294,16808,14053,23676,8340
"Sin nivel (001)",28190,6352,3155,440,640,1957,2895,7940,4811
"Educación inicial (002)",3278,,3111,59,18,60,30,,
"Primaria (003)",58701,,9801,13668,4669,8086,7113,12242,3122
"Secundaria (004)",18739,,,3778,6510,4476,2142,1647,186
"Superior no univ. incompleto (005)",1712,,,,310,767,329,266,40
"Superior no univ. completo (006)",2708,,,,,897,884,818,109
"Superior univ. incompleto (007)",761,,,,147,243,176,173,22
"Superior univ. completo (008)",1446,,,,,322,484,590,50
"Hombres (010)",57923,3218,8110,9219,6469,8304,6887,11657,4059
"Sin nivel (011)",10332,3218,1596,189,253,606,799,2105,1566
"Educación inicial (012)",1634,,1582,21,6,17,8,,
"Primaria (013)",31435,,4932,7045,2319,3834,3744,7351,2210
"Secundaria (014)",10897,,,1964,3670,2714,1357,1069,123
"Superior no univ. incompleto (015)",874,,,,134,373,165,170,32
"Superior no univ. completo (016)",1468,,,,,463,459,471,75
"Superior univ. incompleto (017)",469,,,,87,138,113,114,17
"Superior univ. completo (018)",814,,,,,159,242,377,36
"Mujeres (020)",57612,3134,7957,8726,5825,8504,7166,12019,4281
"Sin nivel (021)",17858,3134,1559,251,387,1351,2096,5835,3245
"Educación inicial (022)",1644,,1529,38,12,43,22,,
"Primaria (023)",27266,,4869,6623,2350,4252,3369,4891,912
"Secundaria (024)",7842,,,1814,2840,1762,785,578,63
"Superior no univ. incompleto (025)",838,,,,176,394,164,96,8
"Superior no univ. completo (026)",1240,,,,,434,425,347,34
"Superior univ. incompleto (027)",292,,,,60,105,63,59,5
"Superior univ. completo (028)",632,,,,,163,242,213,14
,,,,,,,,,
"URBANA (030)",14551,567,1557,1903,1632,2274,2200,3361,1057
"Sin nivel (031)",1493,567,110,14,41,61,124,323,253
"Educación inicial (032)",375,,362,,5,5,3,,
"Primaria (033)",4749,,1085,1107,201,340,393,1098,525
"Secundaria (034)",4018,,,782,1132,700,557,728,119
"Superior no univ. incompleto (035)",865,,,,160,347,185,151,22
