"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SANTIAGO DE CHUCO (000)",15421,10449,730,804,3438
"Hombres (001)",12687,8381,613,650,3043
"Mujeres (002)",2734,2068,117,154,395
"De 06 a 14 años (003)",232,223,8,1,
"Hombres (004)",179,171,7,1,
"Mujeres (005)",53,52,1,,
"De 15 a 29 años (006)",5199,3465,277,246,1211
"Hombres (007)",4260,2769,239,216,1036
"Mujeres (008)",939,696,38,30,175
"De 30 a 44 años (009)",5547,3232,294,377,1644
"Hombres (010)",4548,2545,242,296,1465
"Mujeres (011)",999,687,52,81,179
"De 45 a 64 años (012)",3297,2429,135,170,563
"Hombres (013)",2721,1957,111,128,525
"Mujeres (014)",576,472,24,42,38
"De 65 y más años (015)",1146,1100,16,10,20
"Hombres (016)",979,939,14,9,17
"Mujeres (017)",167,161,2,1,3
,,,,,
"URBANA (018)",5261,2877,368,481,1535
"Hombres (019)",3651,1778,269,348,1256
"Mujeres (020)",1610,1099,99,133,279
"De 06 a 14 años (021)",58,53,4,1,
"Hombres (022)",39,35,3,1,
"Mujeres (023)",19,18,1,,
"De 15 a 29 años (024)",1581,834,112,123,512
"Hombres (025)",1102,516,82,104,400
"Mujeres (026)",479,318,30,19,112
"De 30 a 44 años (027)",2127,1000,160,233,734
"Hombres (028)",1450,578,115,158,599
"Mujeres (029)",677,422,45,75,135
"De 45 a 64 años (030)",1216,739,86,115,276
"Hombres (031)",852,464,65,77,246
"Mujeres (032)",364,275,21,38,30
"De 65 y más años (033)",279,251,6,9,13
"Hombres (034)",208,185,4,8,11
"Mujeres (035)",71,66,2,1,2
,,,,,
"RURAL (036)",10160,7572,362,323,1903
"Hombres (037)",9036,6603,344,302,1787
"Mujeres (038)",1124,969,18,21,116
"De 06 a 14 años (039)",174,170,4,,
"Hombres (040)",140,136,4,,
"Mujeres (041)",34,34,,,
"De 15 a 29 años (042)",3618,2631,165,123,699
"Hombres (043)",3158,2253,157,112,636
"Mujeres (044)",460,378,8,11,63
"De 30 a 44 años (045)",3420,2232,134,144,910
"Hombres (046)",3098,1967,127,138,866
"Mujeres (047)",322,265,7,6,44
"De 45 a 64 años (048)",2081,1690,49,55,287
"Hombres (049)",1869,1493,46,51,279
"Mujeres (050)",212,197,3,4,8
"De 65 y más años (051)",867,849,10,1,7
"Hombres (052)",771,754,10,1,6
"Mujeres (053)",96,95,,,1
