"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",146,1,,16,50,23,29,7,20
"Jefes y empleados de oficina (040)",95,,,4,27,12,19,7,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1615,77,1,516,820,69,52,40,40
"Agricult.trabaj. calif.agrop. y pesquros (042)",518,75,,223,206,3,3,3,5
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2771,66,3,726,1698,108,65,57,48
"Obreros. construc., conf., papel, fab., instr (044)",331,6,2,96,188,17,8,3,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",5037,166,8,1421,2957,204,103,107,71
"Otra (046)",24,,,,5,2,12,1,4
"Ocupación no especificada (047)",450,14,2,132,246,21,12,10,13
"Hombres (048)",8394,148,10,2011,4972,387,287,201,378
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",11,,,,5,,1,1,4
"Profes., científicos e intelectuales (050)",267,,,,8,15,51,13,180
"Técnicos de nivel medio ytrab.asimilados (051)",103,,,12,33,17,19,6,16
"Jefes y empleados de oficina (052)",73,,,3,19,9,13,5,24
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",522,9,,136,292,29,23,18,15
"Agricult.trabaj. calif.agrop. y pesquros (054)",370,35,,157,166,3,2,3,4
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2377,26,2,560,1538,99,59,48,45
"Obreros. construc., conf., papel, fab., instr (056)",323,6,2,94,183,17,8,3,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",4063,69,5,990,2561,183,93,97,65
"Otra (058)",23,,,,5,2,11,1,4
"Ocupación no especificada (059)",262,3,1,59,162,13,7,6,11
"Mujeres (060)",2975,257,6,1123,1247,94,85,51,112
"Profes., científicos e intelectuales (062)",104,,,,9,7,17,3,68
"Técnicos de nivel medio ytrab.asimilados (063)",43,1,,4,17,6,10,1,4
"Jefes y empleados de oficina (064)",22,,,1,8,3,6,2,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",1093,68,1,380,528,40,29,22,25
"Agricult.trabaj. calif.agrop. y pesquros (066)",148,40,,66,40,,1,,1
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",394,40,1,166,160,9,6,9,3
"Obreros. construc., conf., papel, fab., instr (068)",8,,,2,5,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",974,97,3,431,396,21,10,10,6
"Otra (070)",1,,,,,,1,,
"Ocupación no especificada (071)",188,11,1,73,84,8,5,4,2
,,,,,,,,,
"RURAL (072)",4991,766,2,1858,1997,87,125,66,90
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",2,,,,,,1,,1
"Profes., científicos e intelectuales (074)",57,,,,2,4,11,2,38
"Técnicos de nivel medio ytrab.asimilados (075)",33,,,,14,3,7,2,7
"Jefes y empleados de oficina (076)",21,,,,9,3,2,5,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",170,9,,53,82,6,13,5,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",1493,363,,753,351,10,7,3,6
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",418,32,,140,225,8,8,,5
"Obreros. construc., conf., papel, fab., instr (080)",37,,,15,18,2,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",2697,350,2,870,1277,49,73,48,28
"Ocupación no especificada (083)",63,12,,27,19,2,1,1,1
"Hombres (084)",3642,374,2,1304,1655,72,103,54,78
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",1,,,,,,,,1
"Profes., científicos e intelectuales (086)",44,,,,1,3,7,2,31
"Técnicos de nivel medio ytrab.asimilados (087)",23,,,,9,3,6,1,4
"Jefes y empleados de oficina (088)",13,,,,6,3,1,1,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",46,,,12,26,,5,2,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",1172,211,,626,311,9,6,3,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",278,9,,74,177,7,6,,5
"Obreros. construc., conf., papel, fab., instr (092)",35,,,13,18,2,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1991,148,2,563,1092,44,70,45,27
"Ocupación no especificada (095)",39,6,,16,15,1,,,1
"Mujeres (096)",1349,392,,554,342,15,22,12,12
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,1,,
"Profes., científicos e intelectuales (098)",13,,,,1,1,4,,7
"Técnicos de nivel medio ytrab.asimilados (099)",10,,,,5,,1,1,3
"Jefes y empleados de oficina (100)",8,,,,3,,1,4,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",124,9,,41,56,6,8,3,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",321,152,,127,40,1,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",140,23,,66,48,1,2,,
"Obreros. construc., conf., papel, fab., instr (104)",2,,,2,,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",706,202,,307,185,5,3,3,1
"Ocupación no especificada (107)",24,6,,11,4,1,1,1,
