"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",867,310,61,67,429
"Otras activ. serv.comun.soc y personales (040)",1965,1197,378,242,148
"Hogares privados con servicio doméstico (041)",118,118,,,
"Organiz. y organos extraterritoriales (042)",4,,2,2,
"Actividad economica no especificada (043)",2988,1621,411,475,481
"Mujeres (044)",32073,22279,3351,3138,3305
"Agric., ganadería, caza y silvicultura (045)",3898,3633,213,34,18
"Pesca (046)",1,1,,,
"Explotación de minas y canteras (047)",323,22,21,44,236
"Industrias manufactureras (048)",1357,1098,144,84,31
"Suministro de electricidad, gas y agua (049)",27,5,1,9,12
"Construcción (050)",316,145,60,62,49
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",6911,6258,388,235,30
"Venta, mant.y rep. veh.autom y motoc. (052)",148,98,26,21,3
"Comercio al por mayor (053)",295,166,42,60,27
"Comercio al por menor (054)",6468,5994,320,154,
"Hoteles y restaurantes (055)",2451,1929,295,146,81
"Trans., almac. y comunicaciones (056)",602,376,88,99,39
"Intermediación financiera (057)",233,13,24,154,42
"Activid.inmobil., empres. y alquileres (058)",1343,629,222,279,213
"Admin.pub. y defensa; p. segur soc.afil (059)",848,,,,848
"Enseñanza (060)",4468,1059,1343,1448,618
"Servicios sociales y de salud (061)",1408,373,107,122,806
"Otras activ. serv.comun.soc y personales (062)",1417,1108,140,125,44
"Hogares privados con servicio doméstico (063)",3638,3638,,,
"Organiz. y organos extraterritoriales (064)",2,,,,2
"Actividad economica no especificada (065)",2830,1992,305,297,236
,,,,,
"URBANA (066)",66155,39329,8302,8328,10196
"Agric., ganadería, caza y silvicultura (067)",3471,2973,324,102,72
"Pesca (068)",8,5,,2,1
"Explotación de minas y canteras (069)",2032,255,183,413,1181
"Industrias manufactureras (070)",4516,3325,516,341,334
"Suministro de electricidad, gas y agua (071)",185,24,11,82,68
"Construcción (072)",6376,3792,1151,770,663
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",12696,10659,1057,700,280
"Venta, mant.y rep. veh.autom y motoc. (074)",2066,1314,333,206,213
"Comercio al por mayor (075)",646,333,98,148,67
"Comercio al por menor (076)",9984,9012,626,346,
"Hoteles y restaurantes (077)",3451,2431,519,319,182
"Trans., almac. y comunicaciones (078)",6226,4217,536,719,754
"Intermediación financiera (079)",456,40,42,285,89
"Activid.inmobil., empres. y alquileres (080)",4021,1738,573,933,777
"Admin.pub. y defensa; p. segur soc.afil (081)",2567,,,,2567
"Enseñanza (082)",7284,1442,2158,2423,1261
"Servicios sociales y de salud (083)",2060,614,155,180,1111
"Otras activ. serv.comun.soc y personales (084)",2936,1966,462,336,172
"Hogares privados con servicio doméstico (085)",2902,2902,,,
"Organiz. y organos extraterritoriales (086)",6,,2,2,2
"Actividad economica no especificada (087)",4962,2946,613,721,682
"Hombres (088)",41102,23185,5366,5340,7211
"Agric., ganadería, caza y silvicultura (089)",2925,2513,266,86,60
"Pesca (090)",7,4,,2,1
"Explotación de minas y canteras (091)",1838,235,165,379,1059
"Industrias manufactureras (092)",3540,2542,413,276,309
"Suministro de electricidad, gas y agua (093)",164,23,11,73,57
"Construcción (094)",6137,3688,1105,724,620
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",6551,5136,697,468,250
"Venta, mant.y rep. veh.autom y motoc. (096)",1928,1225,308,185,210
"Comercio al por mayor (097)",371,182,60,89,40
"Comercio al por menor (098)",4252,3729,329,194,
"Hoteles y restaurantes (099)",1300,754,242,185,119
"Trans., almac. y comunicaciones (100)",5656,3856,460,625,715
"Intermediación financiera (101)",226,28,20,131,47
"Activid.inmobil., empres. y alquileres (102)",2742,1141,363,663,575
"Admin.pub. y defensa; p. segur soc.afil (103)",1785,,,,1785
"Enseñanza (104)",3038,487,887,1008,656
"Servicios sociales y de salud (105)",775,278,58,61,378
"Otras activ. serv.comun.soc y personales (106)",1693,1021,327,217,128
"Hogares privados con servicio doméstico (107)",97,97,,,
"Organiz. y organos extraterritoriales (108)",4,,2,2,
"Actividad economica no especificada (109)",2624,1382,350,440,452
"Mujeres (110)",25053,16144,2936,2988,2985
"Agric., ganadería, caza y silvicultura (111)",546,460,58,16,12
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",194,20,18,34,122
"Industrias manufactureras (114)",976,783,103,65,25
"Suministro de electricidad, gas y agua (115)",21,1,,9,11
"Construcción (116)",239,104,46,46,43
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",6145,5523,360,232,30
"Venta, mant.y rep. veh.autom y motoc. (118)",138,89,25,21,3
"Comercio al por mayor (119)",275,151,38,59,27
"Comercio al por menor (120)",5732,5283,297,152,
"Hoteles y restaurantes (121)",2151,1677,277,134,63
"Trans., almac. y comunicaciones (122)",570,361,76,94,39
"Intermediación financiera (123)",230,12,22,154,42
"Activid.inmobil., empres. y alquileres (124)",1279,597,210,270,202
"Admin.pub. y defensa; p. segur soc.afil (125)",782,,,,782
"Enseñanza (126)",4246,955,1271,1415,605
"Servicios sociales y de salud (127)",1285,336,97,119,733
"Otras activ. serv.comun.soc y personales (128)",1243,945,135,119,44
"Hogares privados con servicio doméstico (129)",2805,2805,,,
"Organiz. y organos extraterritoriales (130)",2,,,,2
"Actividad economica no especificada (131)",2338,1564,263,281,230
,,,,,
"RURAL (132)",40041,33275,2470,1122,3174
"Agric., ganadería, caza y silvicultura (133)",24195,23226,767,167,35
"Pesca (134)",8,5,3,,
"Explotación de minas y canteras (135)",2205,127,125,152,1801
"Industrias manufactureras (136)",2448,2089,235,79,45
"Suministro de electricidad, gas y agua (137)",81,15,9,40,17
"Construcción (138)",3781,2473,654,289,365
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1768,1586,109,33,40
"Venta, mant.y rep. veh.autom y motoc. (140)",314,226,38,12,38
"Comercio al por mayor (141)",79,57,13,7,2
"Comercio al por menor (142)",1375,1303,58,14,
"Hoteles y restaurantes (143)",489,363,41,32,53
"Trans., almac. y comunicaciones (144)",1445,1176,119,82,68
"Intermediación financiera (145)",11,2,4,3,2
"Activid.inmobil., empres. y alquileres (146)",326,110,48,78,90
"Admin.pub. y defensa; p. segur soc.afil (147)",436,,,,436
"Enseñanza (148)",477,174,184,76,43
"Servicios sociales y de salud (149)",215,69,13,9,124
"Otras activ. serv.comun.soc y personales (150)",446,339,56,31,20
"Hogares privados con servicio doméstico (151)",854,854,,,
"Actividad economica no especificada (153)",856,667,103,51,35
"Hombres (154)",33021,27140,2055,972,2854
"Agric., ganadería, caza y silvicultura (155)",20843,20053,612,149,29
"Pesca (156)",8,5,3,,
"Explotación de minas y canteras (157)",2076,125,122,142,1687
"Industrias manufactureras (158)",2067,1774,194,60,39
"Suministro de electricidad, gas y agua (159)",75,11,8,40,16
"Construcción (160)",3704,2432,640,273,359
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",1002,851,81,30,40
"Venta, mant.y rep. veh.autom y motoc. (162)",304,217,37,12,38
"Comercio al por mayor (163)",59,42,9,6,2
"Comercio al por menor (164)",639,592,35,12,
"Hoteles y restaurantes (165)",189,111,23,20,35
"Trans., almac. y comunicaciones (166)",1413,1161,107,77,68
"Intermediación financiera (167)",8,1,2,3,2
"Activid.inmobil., empres. y alquileres (168)",262,78,36,69,79
"Admin.pub. y defensa; p. segur soc.afil (169)",370,,,,370
"Enseñanza (170)",255,70,112,43,30
"Servicios sociales y de salud (171)",92,32,3,6,51
"Otras activ. serv.comun.soc y personales (172)",272,176,51,25,20
"Hogares privados con servicio doméstico (173)",21,21,,,
"Actividad economica no especificada (175)",364,239,61,35,29
"Mujeres (176)",7020,6135,415,150,320
"Agric., ganadería, caza y silvicultura (177)",3352,3173,155,18,6
"Explotación de minas y canteras (179)",129,2,3,10,114
"Industrias manufactureras (180)",381,315,41,19,6
"Suministro de electricidad, gas y agua (181)",6,4,1,,1
"Construcción (182)",77,41,14,16,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",766,735,28,3,
"Venta, mant.y rep. veh.autom y motoc. (184)",10,9,1,,
"Comercio al por mayor (185)",20,15,4,1,
"Comercio al por menor (186)",736,711,23,2,
"Hoteles y restaurantes (187)",300,252,18,12,18
"Trans., almac. y comunicaciones (188)",32,15,12,5,
"Intermediación financiera (189)",3,1,2,,
"Activid.inmobil., empres. y alquileres (190)",64,32,12,9,11
"Admin.pub. y defensa; p. segur soc.afil (191)",66,,,,66
"Enseñanza (192)",222,104,72,33,13
"Servicios sociales y de salud (193)",123,37,10,3,73
"Otras activ. serv.comun.soc y personales (194)",174,163,5,6,
"Hogares privados con servicio doméstico (195)",833,833,,,
"Actividad economica no especificada (197)",492,428,42,16,6
