"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia MORROPON (000)",4047,97,1855,1033,847,215
"Conviviente (001)",1281,,342,534,345,60
"Separado(a) (002)",94,,34,22,30,8
"Casado(a) (003)",750,,60,221,368,101
"Viudo(a) (004)",61,1,1,9,22,28
"Divorciado(a) (005)",4,,,2,2,
"Soltero(a) (006)",1857,96,1418,245,80,18
"Hombres (008)",3474,80,1478,925,786,205
"Conviviente (009)",1167,,295,494,322,56
"Separado(a) (010)",56,,16,10,22,8
"Casado(a) (011)",693,,44,203,348,98
"Viudo(a) (012)",51,1,,8,17,25
"Divorciado(a) (013)",2,,,1,1,
"Soltero(a) (014)",1505,79,1123,209,76,18
"Mujeres (016)",573,17,377,108,61,10
"Conviviente (017)",114,,47,40,23,4
"Separado(a) (018)",38,,18,12,8,
"Casado(a) (019)",57,,16,18,20,3
"Viudo(a) (020)",10,,1,1,5,3
"Divorciado(a) (021)",2,,,1,1,
"Soltero(a) (022)",352,17,295,36,4,
,,,,,,
"AREA URBANA (024)",2349,50,1083,593,495,128
"Conviviente (025)",767,,209,314,208,36
"Separado(a) (026)",61,,22,15,22,2
"Casado(a) (027)",392,,26,104,197,65
"Viudo(a) (028)",34,,1,4,14,15
"Divorciado(a) (029)",3,,,2,1,
"Soltero(a) (030)",1092,50,825,154,53,10
"Hombres (032)",1930,40,818,508,445,119
"Conviviente (033)",677,,173,281,190,33
"Separado(a) (034)",34,,10,7,15,2
"Casado(a) (035)",344,,12,88,182,62
"Viudo(a) (036)",25,,,4,9,12
"Divorciado(a) (037)",1,,,1,,
"Soltero(a) (038)",849,40,623,127,49,10
"Mujeres (040)",419,10,265,85,50,9
"Conviviente (041)",90,,36,33,18,3
"Separado(a) (042)",27,,12,8,7,
"Casado(a) (043)",48,,14,16,15,3
"Viudo(a) (044)",9,,1,,5,3
"Divorciado(a) (045)",2,,,1,1,
"Soltero(a) (046)",243,10,202,27,4,
,,,,,,
"AREA RURAL (048)",1698,47,772,440,352,87
"Conviviente (049)",514,,133,220,137,24
"Separado(a) (050)",33,,12,7,8,6
"Casado(a) (051)",358,,34,117,171,36
"Viudo(a) (052)",27,1,,5,8,13
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",765,46,593,91,27,8
"Hombres (056)",1544,40,660,417,341,86
"Conviviente (057)",490,,122,213,132,23
"Separado(a) (058)",22,,6,3,7,6
"Casado(a) (059)",349,,32,115,166,36
"Viudo(a) (060)",26,1,,4,8,13
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",656,39,500,82,27,8
"Mujeres (064)",154,7,112,23,11,1
"Conviviente (065)",24,,11,7,5,1
"Separado(a) (066)",11,,6,4,1,
"Casado(a) (067)",9,,2,2,5,
"Viudo(a) (068)",1,,,1,,
"Soltero(a) (070)",109,7,93,9,,
