"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia JORGE BASADRE (000)",5571,2200,426,475,2470
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",29,,1,3,25
"Profes., científicos e intelectuales (002)",462,64,44,68,286
"Técnicos de nivel medio y trab. asimilados (003)",220,46,21,20,133
"Jefes y empleados de oficina (004)",302,26,12,32,232
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",307,207,19,19,62
"Agricult.trabaj.calif.agrop.y pesqueros (006)",778,727,45,5,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",468,77,61,89,241
"Obreros construc.,conf.,papel, fab., instr. (008)",609,121,48,75,365
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",2106,900,165,136,905
"Otra (010)",200,,,,200
"Ocupación no especificada (011)",90,32,10,28,20
"Hombres (012)",4053,1229,308,409,2107
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",26,,1,3,22
"Profes., científicos e intelectuales (014)",297,31,24,42,200
"Técnicos de nivel medio y trab. asimilados (015)",161,35,18,18,90
"Jefes y empleados de oficina (016)",170,15,7,22,126
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",131,48,9,18,56
"Agricult.trabaj.calif.agrop.y pesqueros (018)",552,521,28,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",444,65,61,88,230
"Obreros construc.,conf.,papel, fab., instr. (020)",566,90,46,75,355
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1451,412,111,116,812
"Otra (022)",198,,,,198
"Ocupación no especificada (023)",57,12,3,24,18
"Mujeres (024)",1518,971,118,66,363
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,,,,3
"Profes., científicos e intelectuales (026)",165,33,20,26,86
"Técnicos de nivel medio y trab. asimilados (027)",59,11,3,2,43
"Jefes y empleados de oficina (028)",132,11,5,10,106
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",176,159,10,1,6
"Agricult.trabaj.calif.agrop.y pesqueros (030)",226,206,17,2,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",24,12,,1,11
"Obreros construc.,conf.,papel, fab., instr. (032)",43,31,2,,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",655,488,54,20,93
"Otra (034)",2,,,,2
