"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCANE (000)",23192,3274,9,9494,7583,546,1022,382,882
"Agric., ganadería, caza y silvicultura (001)",16264,2906,7,7795,5023,192,172,87,82
"Pesca (002)",101,4,,42,49,4,1,1,
"Explotación de minas y canteras (003)",101,,,13,65,6,7,4,6
"Industrias manufactureras (004)",822,86,,300,344,23,29,27,13
"Suministro de electricidad, gas y agua (005)",22,,,1,6,2,2,5,6
"Construcción (006)",686,20,,260,351,16,21,8,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1753,115,1,548,751,91,114,65,68
"Venta, mant.y rep. veh.autom.y motoc. (008)",73,,,7,41,5,13,5,2
"Comercio al por mayor (009)",99,7,,34,38,7,5,3,5
"Comercio al por menor (010)",1581,108,1,507,672,79,96,57,61
"Hoteles y restaurantes (011)",315,22,,102,146,14,14,6,11
"Trans., almac. y comunicaciones (012)",500,6,1,114,276,31,32,20,20
"Intermediación financiera (013)",11,,,1,2,1,1,,6
"Activid.inmobil., empres. y de alquiler (014)",116,,,7,29,12,18,8,42
"Admin.pub. y defensa; p. segur.soc.afil (015)",516,7,,28,167,46,116,54,98
"Enseñanza (016)",941,,,,56,55,377,51,402
"Servicios sociales y de salud (017)",202,1,,4,9,16,75,14,83
"Otras activ. serv.comun.soc y personales (018)",143,7,,24,61,13,16,9,13
"Hogares privados con servicio doméstico (019)",168,18,,62,75,5,2,4,2
"Actividad economica no especificada (021)",531,82,,193,173,19,25,19,20
"Hombres (022)",13463,839,1,5311,5253,397,706,294,662
"Agric., ganadería, caza y silvicultura (023)",9177,748,,4439,3553,149,144,71,73
"Pesca (024)",96,4,,38,49,3,1,1,
"Explotación de minas y canteras (025)",99,,,12,64,6,7,4,6
"Industrias manufactureras (026)",438,10,,123,231,20,20,22,12
"Suministro de electricidad, gas y agua (027)",21,,,1,6,1,2,5,6
"Construcción (028)",666,18,,250,346,16,21,8,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",765,31,,213,350,42,47,39,43
"Venta, mant.y rep. veh.autom.y motoc. (030)",64,,,4,37,4,12,5,2
"Comercio al por mayor (031)",48,1,,16,21,3,2,1,4
"Comercio al por menor (032)",653,30,,193,292,35,33,33,37
"Hoteles y restaurantes (033)",64,2,,12,35,4,4,4,3
"Trans., almac. y comunicaciones (034)",476,6,1,111,263,29,29,19,18
"Intermediación financiera (035)",9,,,1,1,1,1,,5
"Activid.inmobil., empres. y de alquiler (036)",96,,,4,24,11,13,7,37
"Admin.pub. y defensa; p. segur.soc.afil (037)",403,4,,19,139,39,85,40,77
"Enseñanza (038)",700,,,,38,37,269,40,316
"Servicios sociales y de salud (039)",100,1,,,7,13,34,12,33
"Otras activ. serv.comun.soc y personales (040)",100,1,,18,41,10,13,6,11
"Hogares privados con servicio doméstico (041)",26,,,5,17,1,,2,1
"Actividad economica no especificada (043)",227,14,,65,89,15,16,14,14
"Mujeres (044)",9729,2435,8,4183,2330,149,316,88,220
