"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia VILCAS HUAMAN (000)",8879,31308,26771,,363,85.5,1.2
"De 12 a 14 años (001)",940,4,2,,,50,
"De 15 a 19 años (002)",971,211,204,59,96.7,28,
"De 20 a 24 años (003)",717,849,827,87,97.4,10.2,
"De 25 a 29 años (004)",722,1434,1386,71,96.7,5,
"De 30 a 34 años (005)",692,2004,1887,73,94.2,3.6,
"De 35 a 39 años (006)",680,2515,2368,39,94.2,1.6,
"De 40 a 44 años (007)",643,3047,2806,31,92.1,1,
"De 45 a 49 años (008)",527,2904,2607,3,89.8,0.1,
"De 50 y más años (009)",2987,18340,14684,,80.1,,
"Conviviente (010)",1529,3870,3661,199,94.6,5.1,
"De 12 a 14 años (011)",10,2,1,,50,,
"De 15 a 19 años (012)",178,137,132,37,96.4,27,
"De 20 a 24 años (013)",361,546,528,62,96.7,11.4,
"De 25 a 29 años (014)",319,692,672,36,97.1,5.2,
"De 30 a 34 años (015)",225,652,624,41,95.7,6.3,
"De 35 a 39 años (016)",174,618,586,15,94.8,2.4,
"De 40 a 44 años (017)",96,385,371,7,96.4,1.8,
"De 45 a 49 años (018)",54,271,252,1,93,0.4,
"De 50 y más años (019)",112,567,495,,87.3,,
"Separado(a) (020)",343,986,892,22,90.5,2.2,
"De 15 a 19 años (022)",22,18,18,8,100,44.4,
"De 20 a 24 años (023)",43,49,49,6,100,12.2,
"De 25 a 29 años (024)",39,58,55,6,94.8,10.3,
"De 30 a 34 años (025)",44,107,99,1,92.5,0.9,
"De 35 a 39 años (026)",45,119,115,,96.6,,
"De 40 a 44 años (027)",28,89,84,1,94.4,1.1,
"De 45 a 49 años (028)",25,109,98,,89.9,,
"De 50 y más años (029)",97,437,374,,85.6,,
"Casado(a) (030)",3483,18825,16256,117,86.4,0.6,
"De 12 a 14 años (031)",1,1,1,,100,,
"De 15 a 19 años (032)",20,17,16,3,94.1,17.6,
"De 20 a 24 años (033)",104,179,177,15,98.9,8.4,
"De 25 a 29 años (034)",229,595,571,25,96,4.2,
"De 30 a 34 años (035)",345,1176,1095,27,93.1,2.3,
"De 35 a 39 años (036)",381,1630,1524,23,93.5,1.4,
"De 40 a 44 años (037)",430,2306,2112,22,91.6,1,
"De 45 a 49 años (038)",377,2205,1987,2,90.1,0.1,
