"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",7437,6064,378,187,808
"Agric., ganadería, caza y silvicultura (045)",2838,2715,110,13,
"Explotación de minas y canteras (047)",15,15,,,
"Industrias manufactureras (048)",183,181,2,,
"Suministro de electricidad, gas y agua (049)",2,,,,2
"Construcción (050)",11,7,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",671,654,9,7,1
"Venta, mant.y rep. veh.autom y motoc. (052)",10,9,1,,
"Comercio al por mayor (053)",22,21,,,1
"Comercio al por menor (054)",639,624,8,7,
"Hoteles y restaurantes (055)",304,295,8,1,
"Trans., almac. y comunicaciones (056)",26,23,1,2,
"Intermediación financiera (057)",1,,,1,
"Activid.inmobil., empres. y alquileres (058)",27,14,4,6,3
"Admin.pub. y defensa; p. segur soc.afil (059)",118,,,,118
"Enseñanza (060)",1136,363,197,133,443
"Servicios sociales y de salud (061)",273,28,6,8,231
"Otras activ. serv.comun.soc y personales (062)",220,201,15,3,1
"Hogares privados con servicio doméstico (063)",1078,1078,,,
"Actividad economica no especificada (065)",534,490,24,11,9
,,,,,
"URBANA (066)",8968,6159,671,457,1681
"Agric., ganadería, caza y silvicultura (067)",2142,2023,102,14,3
"Explotación de minas y canteras (069)",36,35,1,,
"Industrias manufactureras (070)",410,384,19,5,2
"Suministro de electricidad, gas y agua (071)",26,3,,19,4
"Construcción (072)",395,284,54,53,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1215,1177,24,7,7
"Venta, mant.y rep. veh.autom y motoc. (074)",83,69,10,,4
"Comercio al por mayor (075)",69,65,1,,3
"Comercio al por menor (076)",1063,1043,13,7,
"Hoteles y restaurantes (077)",286,277,8,1,
"Trans., almac. y comunicaciones (078)",601,553,22,15,11
"Intermediación financiera (079)",7,1,1,3,2
"Activid.inmobil., empres. y alquileres (080)",137,56,25,32,24
"Admin.pub. y defensa; p. segur soc.afil (081)",410,,,,410
"Enseñanza (082)",1909,417,351,264,877
"Servicios sociales y de salud (083)",380,39,13,13,315
"Otras activ. serv.comun.soc y personales (084)",255,207,27,13,8
"Hogares privados con servicio doméstico (085)",482,482,,,
"Actividad economica no especificada (087)",277,221,24,18,14
"Hombres (088)",5854,4131,472,312,939
"Agric., ganadería, caza y silvicultura (089)",1945,1838,93,11,3
"Explotación de minas y canteras (091)",24,23,1,,
"Industrias manufactureras (092)",327,302,18,5,2
"Suministro de electricidad, gas y agua (093)",24,3,,19,2
"Construcción (094)",387,277,54,52,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",677,652,16,3,6
"Venta, mant.y rep. veh.autom y motoc. (096)",74,61,9,,4
"Comercio al por mayor (097)",51,48,1,,2
"Comercio al por menor (098)",552,543,6,3,
"Hoteles y restaurantes (099)",71,68,3,,
"Trans., almac. y comunicaciones (100)",576,530,22,13,11
"Intermediación financiera (101)",6,1,1,2,2
"Activid.inmobil., empres. y alquileres (102)",114,46,21,26,21
"Admin.pub. y defensa; p. segur soc.afil (103)",299,,,,299
"Enseñanza (104)",1004,186,200,154,464
"Servicios sociales y de salud (105)",153,27,8,5,113
"Otras activ. serv.comun.soc y personales (106)",103,63,22,11,7
"Hogares privados con servicio doméstico (107)",15,15,,,
"Actividad economica no especificada (109)",129,100,13,11,5
"Mujeres (110)",3114,2028,199,145,742
"Agric., ganadería, caza y silvicultura (111)",197,185,9,3,
"Explotación de minas y canteras (113)",12,12,,,
"Industrias manufactureras (114)",83,82,1,,
"Suministro de electricidad, gas y agua (115)",2,,,,2
"Construcción (116)",8,7,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",538,525,8,4,1
"Venta, mant.y rep. veh.autom y motoc. (118)",9,8,1,,
"Comercio al por mayor (119)",18,17,,,1
"Comercio al por menor (120)",511,500,7,4,
"Hoteles y restaurantes (121)",215,209,5,1,
"Trans., almac. y comunicaciones (122)",25,23,,2,
"Intermediación financiera (123)",1,,,1,
"Activid.inmobil., empres. y alquileres (124)",23,10,4,6,3
"Admin.pub. y defensa; p. segur soc.afil (125)",111,,,,111
"Enseñanza (126)",905,231,151,110,413
"Servicios sociales y de salud (127)",227,12,5,8,202
"Otras activ. serv.comun.soc y personales (128)",152,144,5,2,1
"Hogares privados con servicio doméstico (129)",467,467,,,
"Actividad economica no especificada (131)",148,121,11,7,9
,,,,,
"RURAL (132)",29768,28305,1062,171,230
"Agric., ganadería, caza y silvicultura (133)",26539,25758,743,34,4
"Pesca (134)",1,1,,,
"Explotación de minas y canteras (135)",8,8,,,
"Industrias manufactureras (136)",252,243,6,3,
"Suministro de electricidad, gas y agua (137)",13,,,12,1
"Construcción (138)",196,125,45,23,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",348,336,8,4,
"Venta, mant.y rep. veh.autom y motoc. (140)",9,9,,,
"Comercio al por mayor (141)",13,12,,1,
"Comercio al por menor (142)",326,315,8,3,
"Hoteles y restaurantes (143)",104,101,3,,
"Trans., almac. y comunicaciones (144)",97,86,10,1,
"Activid.inmobil., empres. y alquileres (146)",11,10,,,1
"Admin.pub. y defensa; p. segur soc.afil (147)",65,,,,65
"Enseñanza (148)",702,335,201,82,84
"Servicios sociales y de salud (149)",123,46,1,4,72
"Otras activ. serv.comun.soc y personales (150)",109,94,14,1,
"Hogares privados con servicio doméstico (151)",628,628,,,
"Actividad economica no especificada (153)",572,534,31,7,
"Hombres (154)",25445,24269,883,129,164
"Agric., ganadería, caza y silvicultura (155)",23898,23228,642,24,4
"Pesca (156)",1,1,,,
"Explotación de minas y canteras (157)",5,5,,,
"Industrias manufactureras (158)",152,144,5,3,
"Suministro de electricidad, gas y agua (159)",13,,,12,1
"Construcción (160)",193,125,43,22,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",215,207,7,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",8,8,,,
"Comercio al por mayor (163)",9,8,,1,
"Comercio al por menor (164)",198,191,7,,
"Hoteles y restaurantes (165)",15,15,,,
"Trans., almac. y comunicaciones (166)",96,86,9,1,
"Activid.inmobil., empres. y alquileres (168)",7,6,,,1
"Admin.pub. y defensa; p. segur soc.afil (169)",58,,,,58
"Enseñanza (170)",471,203,155,59,54
"Servicios sociales y de salud (171)",77,30,,4,43
"Otras activ. serv.comun.soc y personales (172)",41,37,4,,
"Hogares privados con servicio doméstico (173)",17,17,,,
"Actividad economica no especificada (175)",186,165,18,3,
"Mujeres (176)",4323,4036,179,42,66
"Agric., ganadería, caza y silvicultura (177)",2641,2530,101,10,
"Explotación de minas y canteras (179)",3,3,,,
"Industrias manufactureras (180)",100,99,1,,
"Construcción (182)",3,,2,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",133,129,1,3,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",4,4,,,
"Comercio al por menor (186)",128,124,1,3,
"Hoteles y restaurantes (187)",89,86,3,,
"Trans., almac. y comunicaciones (188)",1,,1,,
"Activid.inmobil., empres. y alquileres (190)",4,4,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",7,,,,7
"Enseñanza (192)",231,132,46,23,30
"Servicios sociales y de salud (193)",46,16,1,,29
"Otras activ. serv.comun.soc y personales (194)",68,57,10,1,
"Hogares privados con servicio doméstico (195)",611,611,,,
"Actividad economica no especificada (197)",386,369,13,4,
