"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"Divorciado(a) (050)",17,1,1,1,2,3,4,5
"De 20 a 24 años (053)",1,,,,,,1,
"De 25 a 29 años (054)",2,,,,,,2,
"De 30 a 34 años (055)",3,,,,,1,1,1
"De 45 a 49 años (058)",2,,,,1,,,1
"De 50 y más años (059)",9,1,1,1,1,2,,3
"Soltero(a) (060)",479,1,2,8,17,34,96,321
"De 12 a 14 años (061)",3,,,,,,1,2
"De 15 a 19 años (062)",22,,,,,,15,7
"De 20 a 24 años (063)",119,,,,,1,30,88
"De 25 a 29 años (064)",92,,,,,5,22,65
"De 30 a 34 años (065)",74,,,,,12,15,47
"De 35 a 39 años (066)",44,,,,1,3,10,30
"De 40 a 44 años (067)",37,,,,5,5,3,24
"De 45 a 49 años (068)",31,,,1,6,6,,18
"De 50 y más años (069)",57,1,2,7,5,2,,40
,,,,,,,,
"URBANA (080)",1849,31,82,131,212,389,542,462
"De 12 a 14 años (081)",3,,,,,,,3
"De 15 a 19 años (082)",45,,,,,,27,18
"De 20 a 24 años (083)",170,,,,,,103,67
"De 25 a 29 años (084)",197,,,,,18,128,51
"De 30 a 34 años (085)",219,,,,,45,116,58
"De 35 a 39 años (086)",223,,,,3,72,89,59
"De 40 a 44 años (087)",217,,,,23,95,54,45
"De 45 a 49 años (088)",177,,,1,35,80,24,37
"De 50 y más años (089)",598,31,82,130,151,79,1,124
"Conviviente (090)",786,3,14,22,75,186,331,155
"De 12 a 14 años (091)",2,,,,,,,2
"De 15 a 19 años (092)",37,,,,,,23,14
"De 20 a 24 años (093)",92,,,,,,62,30
"De 25 a 29 años (094)",119,,,,,12,89,18
"De 30 a 34 años (095)",114,,,,,27,68,19
"De 35 a 39 años (096)",119,,,,1,45,51,22
"De 40 a 44 años (097)",98,,,,11,43,30,14
"De 45 a 49 años (098)",59,,,1,10,28,8,12
"De 50 y más años (099)",146,3,14,21,53,31,,24
"Separado(a) (100)",127,,2,10,18,34,36,27
"De 15 a 19 años (102)",1,,,,,,1,
"De 20 a 24 años (103)",13,,,,,,11,2
"De 25 a 29 años (104)",12,,,,,1,7,4
"De 30 a 34 años (105)",11,,,,,2,6,3
"De 35 a 39 años (106)",14,,,,,6,5,3
"De 40 a 44 años (107)",15,,,,,7,3,5
"De 45 a 49 años (108)",17,,,,2,10,3,2
"De 50 y más años (109)",44,,2,10,16,8,,8
"Casado(a) (110)",562,7,30,52,85,136,132,120
"De 15 a 19 años (112)",2,,,,,,,2
"De 20 a 24 años (113)",17,,,,,,13,4
"De 25 a 29 años (114)",37,,,,,4,26,7
"De 30 a 34 años (115)",57,,,,,6,34,17
"De 35 a 39 años (116)",67,,,,1,17,28,21
"De 40 a 44 años (117)",76,,,,8,37,18,13
"De 45 a 49 años (118)",75,,,,16,35,12,12
"De 50 y más años (119)",231,7,30,52,60,37,1,44
"Viudo(a) (120)",181,19,35,43,24,15,4,41
"De 15 a 19 años (122)",1,,,,,,,1
"De 20 a 24 años (123)",2,,,,,,2,
"De 25 a 29 años (124)",1,,,,,,,1
"De 30 a 34 años (125)",3,,,,,2,,1
"De 35 a 39 años (126)",4,,,,,2,1,1
"De 40 a 44 años (127)",9,,,,2,4,,3
"De 45 a 49 años (128)",12,,,,3,5,1,3
"De 50 y más años (129)",149,19,35,43,19,2,,31
"Divorciado(a) (130)",8,1,,1,1,,2,3
"De 20 a 24 años (133)",1,,,,,,1,
"De 25 a 29 años (134)",1,,,,,,1,
"De 30 a 34 años (135)",1,,,,,,,1
"De 45 a 49 años (138)",1,,,,,,,1
"De 50 y más años (139)",4,1,,1,1,,,1
"Soltero(a) (140)",185,1,1,3,9,18,37,116
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",4,,,,,,3,1
"De 20 a 24 años (143)",45,,,,,,14,31
"De 25 a 29 años (144)",27,,,,,1,5,21
"De 30 a 34 años (145)",33,,,,,8,8,17
"De 35 a 39 años (146)",19,,,,1,2,4,12
"De 40 a 44 años (147)",19,,,,2,4,3,10
"De 45 a 49 años (148)",13,,,,4,2,,7
"De 50 y más años (149)",24,1,1,3,2,1,,16
,,,,,,,,
"RURAL (160)",5614,40,143,377,633,1078,2173,1170
"De 12 a 14 años (161)",11,,,,,,2,9
"De 15 a 19 años (162)",225,,,,,,157,68
"De 20 a 24 años (163)",604,,,,,3,398,203
"De 25 a 29 años (164)",656,,,,,41,463,152
"De 30 a 34 años (165)",661,,,,1,97,453,110
"De 35 a 39 años (166)",612,,,,7,168,353,84
"De 40 a 44 años (167)",544,,,,35,190,239,80
"De 45 a 49 años (168)",511,,,2,74,264,88,83
"De 50 y más años (169)",1790,40,143,375,516,315,20,381
"Conviviente (170)",3299,7,35,126,308,689,1551,583
"De 12 a 14 años (171)",5,,,,,,1,4
"De 15 a 19 años (172)",156,,,,,,106,50
"De 20 a 24 años (173)",436,,,,,2,312,122
"De 25 a 29 años (174)",456,,,,,30,342,84
"De 30 a 34 años (175)",436,,,,1,67,315,53
"De 35 a 39 años (176)",402,,,,4,112,245,41
"De 40 a 44 años (177)",339,,,,18,120,159,42
"De 45 a 49 años (178)",302,,,,39,164,58,41
"De 50 y más años (179)",767,7,35,126,246,194,13,146
"Separado(a) (180)",331,,8,21,34,68,126,74
"De 12 a 14 años (181)",2,,,,,,,2
"De 15 a 19 años (182)",36,,,,,,26,10
"De 20 a 24 años (183)",40,,,,,,30,10
"De 25 a 29 años (184)",37,,,,,3,25,9
"De 30 a 34 años (185)",30,,,,,7,19,4
"De 35 a 39 años (186)",39,,,,1,13,17,8
"De 40 a 44 años (187)",34,,,,4,19,6,5
"De 45 a 49 años (188)",23,,,1,2,11,2,7
"De 50 y más años (189)",90,,8,20,27,15,1,19
"Casado(a) (190)",1186,5,24,96,188,261,416,196
"De 12 a 14 años (191)",2,,,,,,,2
"De 15 a 19 años (192)",14,,,,,,13,1
"De 20 a 24 años (193)",52,,,,,,39,13
"De 25 a 29 años (194)",93,,,,,3,77,13
"De 30 a 34 años (195)",142,,,,,15,106,21
"De 35 a 39 años (196)",140,,,,2,40,81,17
"De 40 a 44 años (197)",143,,,,9,48,68,18
"De 45 a 49 años (198)",151,,,,27,76,27,21
"De 50 y más años (199)",449,5,24,96,150,79,5,90
"Viudo(a) (200)",495,28,74,129,94,41,19,110
"De 15 a 19 años (202)",1,,,,,,,1
"De 20 a 24 años (203)",2,,,,,,1,1
"De 25 a 29 años (204)",4,,,,,1,1,2
"De 30 a 34 años (205)",10,,,,,3,5,2
"De 35 a 39 años (206)",6,,,,,2,4,
"De 40 a 44 años (207)",10,,,,1,2,6,1
"De 45 a 49 años (208)",16,,,,3,9,1,3
"De 50 y más años (209)",446,28,74,129,90,24,1,100
"Divorciado(a) (210)",9,,1,,1,3,2,2
"De 25 a 29 años (214)",1,,,,,,1,
"De 30 a 34 años (215)",2,,,,,1,1,
"De 45 a 49 años (218)",1,,,,1,,,
"De 50 y más años (219)",5,,1,,,2,,2
"Soltero(a) (220)",294,,1,5,8,16,59,205
"De 12 a 14 años (221)",2,,,,,,1,1
"De 15 a 19 años (222)",18,,,,,,12,6
"De 20 a 24 años (223)",74,,,,,1,16,57
"De 25 a 29 años (224)",65,,,,,4,17,44
"De 30 a 34 años (225)",41,,,,,4,7,30
"De 35 a 39 años (226)",25,,,,,1,6,18
"De 40 a 44 años (227)",18,,,,3,1,,14
"De 45 a 49 años (228)",18,,,1,2,4,,11
"De 50 y más años (229)",33,,1,4,3,1,,24
