"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",1505,,,,,693,468,329,15
"Superior univ. incompleto (037)",717,,,,116,370,120,107,4
"Superior univ. completo (038)",1274,,,,,426,426,403,19
"Hombres (040)",13468,686,1921,1973,1492,2468,1971,2557,400
"Sin nivel (041)",1024,686,154,5,7,12,18,54,88
"Educación inicial (042)",408,,401,5,1,,1,,
"Primaria (043)",4118,,1366,1130,71,127,305,876,243
"Secundaria (044)",5018,,,833,1257,1111,889,890,38
"Superior no univ. incompleto (045)",725,,,,104,363,151,104,3
"Superior no univ. completo (046)",930,,,,,409,274,238,9
"Superior univ. incompleto (047)",434,,,,52,209,82,88,3
"Superior univ. completo (048)",811,,,,,237,251,307,16
"Mujeres (050)",13143,699,1797,1780,1521,2593,2065,2103,585
"Sin nivel (051)",1843,699,120,4,6,26,66,449,473
"Educación inicial (052)",364,,350,4,1,5,4,,
"Primaria (053)",5125,,1327,1015,103,548,894,1149,89
"Secundaria (054)",3986,,,757,1217,1115,609,275,13
"Superior no univ. incompleto (055)",504,,,,130,265,85,24,
"Superior no univ. completo (056)",575,,,,,284,194,91,6
"Superior univ. incompleto (057)",283,,,,64,161,38,19,1
"Superior univ. completo (058)",463,,,,,189,175,96,3
,,,,,,,,,
"RURAL (060)",32305,1753,4404,4631,3175,4369,3659,7269,3045
"Sin nivel (061)",6542,1753,588,19,24,100,236,1916,1906
"Educación inicial (062)",948,,913,8,5,10,12,,
"Primaria (063)",16469,,2903,3366,665,1764,2189,4493,1089
"Secundaria (064)",7461,,,1238,2392,2033,1031,726,41
"Superior no univ. incompleto (065)",392,,,,72,222,63,35,
"Superior no univ. completo (066)",275,,,,,151,76,47,1
"Superior univ. incompleto (067)",104,,,,17,47,21,16,3
"Superior univ. completo (068)",114,,,,,42,31,36,5
"Hombres (070)",16036,877,2254,2340,1677,2071,1794,3565,1458
"Sin nivel (071)",2071,877,295,10,10,24,61,304,490
"Educación inicial (072)",481,,474,3,1,1,2,,
"Primaria (073)",7948,,1485,1618,205,404,800,2510,926
"Secundaria (074)",4857,,,709,1398,1316,768,633,33
"Superior no univ. incompleto (075)",301,,,,54,162,54,31,
"Superior no univ. completo (076)",209,,,,,103,65,40,1
"Superior univ. incompleto (077)",79,,,,9,32,19,16,3
"Superior univ. completo (078)",90,,,,,29,25,31,5
"Mujeres (080)",16269,876,2150,2291,1498,2298,1865,3704,1587
"Sin nivel (081)",4471,876,293,9,14,76,175,1612,1416
"Educación inicial (082)",467,,439,5,4,9,10,,
"Primaria (083)",8521,,1418,1748,460,1360,1389,1983,163
"Secundaria (084)",2604,,,529,994,717,263,93,8
"Superior no univ. incompleto (085)",91,,,,18,60,9,4,
"Superior no univ. completo (086)",66,,,,,48,11,7,
"Superior univ. incompleto (087)",25,,,,8,15,2,,
"Superior univ. completo (088)",24,,,,,13,6,5,
