"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Educación inicial (032)",1,1,,,,
"Primaria (033)",62,3,12,17,23,7
"Secundaria (034)",130,3,82,32,11,2
"Superior no univ. incompleta (035)",10,,2,5,3,
"Superior no univ. completa (036)",20,,11,9,,
"Superior univ. incompleta (037)",7,,4,2,1,
"Superior univ. completa (038)",11,,1,7,3,
"No PEA (040)",16301,6294,3475,1982,2168,2382
"Sin nivel (041)",3271,103,107,389,1038,1634
"Educación inicial (042)",340,331,6,3,,
"Primaria (043)",7753,4772,602,943,819,617
"Secundaria (044)",4264,1088,2390,467,236,83
"Superior no univ. incompleta (045)",249,,176,55,12,6
"Superior no univ. completa (046)",145,,50,59,22,14
"Superior univ. incompleta (047)",163,,109,34,14,6
"Superior univ. completa (048)",116,,35,32,27,22
,,,,,,
"URBANA (060)",11143,2801,2661,2310,1975,1396
"Sin nivel (061)",1302,18,30,157,418,679
"Educación inicial (062)",173,169,3,1,,
"Primaria (063)",4470,2072,334,678,825,561
"Secundaria (064)",3646,542,1770,778,450,106
"Superior no univ. incompleta (065)",340,,184,118,32,6
"Superior no univ. completa (066)",463,,125,252,71,15
"Superior univ. incompleta (067)",263,,120,89,49,5
"Superior univ. completa (068)",486,,95,237,130,24
"PEA (070)",4282,61,1082,1530,1153,456
"Sin nivel (071)",324,,10,50,136,128
"Educación inicial (072)",1,,,1,,
"Primaria (073)",1246,34,139,353,468,252
"Secundaria (074)",1607,27,649,557,315,59
"Superior no univ. incompleta (075)",175,,66,82,25,2
"Superior no univ. completa (076)",364,,96,206,58,4
"Superior univ. incompleta (077)",166,,55,69,40,2
"Superior univ. completa (078)",399,,67,212,111,9
"Ocupada (080)",4144,59,1027,1481,1125,452
"Sin nivel (081)",317,,10,48,133,126
"Educación inicial (082)",1,,,1,,
"Primaria (083)",1219,32,135,345,456,251
"Secundaria (084)",1540,27,611,537,307,58
"Superior no univ. incompleta (085)",169,,64,79,24,2
"Superior no univ. completa (086)",349,,89,198,58,4
"Superior univ. incompleta (087)",160,,52,67,39,2
"Superior univ. completa (088)",389,,66,206,108,9
"Desocupada (090)",138,2,55,49,28,4
"Sin nivel (091)",7,,,2,3,2
"Primaria (093)",27,2,4,8,12,1
"Secundaria (094)",67,,38,20,8,1
"Superior no univ. incompleta (095)",6,,2,3,1,
"Superior no univ. completa (096)",15,,7,8,,
"Superior univ. incompleta (097)",6,,3,2,1,
"Superior univ. completa (098)",10,,1,6,3,
"No PEA (100)",6861,2740,1579,780,822,940
"Sin nivel (101)",978,18,20,107,282,551
"Educación inicial (102)",172,169,3,,,
"Primaria (103)",3224,2038,195,325,357,309
"Secundaria (104)",2039,515,1121,221,135,47
"Superior no univ. incompleta (105)",165,,118,36,7,4
"Superior no univ. completa (106)",99,,29,46,13,11
"Superior univ. incompleta (107)",97,,65,20,9,3
"Superior univ. completa (108)",87,,28,25,19,15
,,,,,,
"RURAL (120)",14639,3591,3361,2889,2726,2072
"Sin nivel (121)",3040,88,110,412,1045,1385
"Educación inicial (122)",175,164,6,5,,
"Primaria (123)",6384,2752,668,1201,1164,599
"Secundaria (124)",4096,587,2146,895,396,72
"Superior no univ. incompleta (125)",227,,129,79,17,2
"Superior no univ. completa (126)",329,,161,129,36,3
"Superior univ. incompleta (127)",148,,73,57,15,3
"Superior univ. completa (128)",240,,68,111,53,8
"PEA (130)",5199,37,1465,1687,1380,630
"Sin nivel (131)",747,3,23,130,289,302
"Educación inicial (132)",7,2,3,2,,
"Primaria (133)",1855,18,261,583,702,291
"Secundaria (134)",1871,14,877,649,295,36
"Superior no univ. incompleta (135)",143,,71,60,12,
"Superior no univ. completa (136)",283,,140,116,27,
"Superior univ. incompleta (137)",82,,29,43,10,
"Superior univ. completa (138)",211,,61,104,45,1
"Ocupada (140)",5080,32,1407,1661,1360,620
"Sin nivel (141)",738,3,22,129,285,299
"Educación inicial (142)",6,1,3,2,,
"Primaria (143)",1820,17,253,574,691,285
"Secundaria (144)",1808,11,833,637,292,35
"Superior no univ. incompleta (145)",139,,71,58,10,
"Superior no univ. completa (146)",278,,136,115,27,
"Superior univ. incompleta (147)",81,,28,43,10,
"Superior univ. completa (148)",210,,61,103,45,1
"Desocupada (150)",119,5,58,26,20,10
"Sin nivel (151)",9,,1,1,4,3
"Educación inicial (152)",1,1,,,,
"Primaria (153)",35,1,8,9,11,6
"Secundaria (154)",63,3,44,12,3,1
"Superior no univ. incompleta (155)",4,,,2,2,
"Superior no univ. completa (156)",5,,4,1,,
"Superior univ. incompleta (157)",1,,1,,,
"Superior univ. completa (158)",1,,,1,,
"No PEA (160)",9440,3554,1896,1202,1346,1442
"Sin nivel (161)",2293,85,87,282,756,1083
"Educación inicial (162)",168,162,3,3,,
"Primaria (163)",4529,2734,407,618,462,308
"Secundaria (164)",2225,573,1269,246,101,36
"Superior no univ. incompleta (165)",84,,58,19,5,2
"Superior no univ. completa (166)",46,,21,13,9,3
"Superior univ. incompleta (167)",66,,44,14,5,3
"Superior univ. completa (168)",29,,7,7,8,7
