"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CHUPACA (000)",19037,3007,3865,8854,193,2813,305
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",34,34,,,,,
"Profes., científicos e intelectuales (002)",1542,1331,,189,11,11,
"Técnicos de nivel medio y trab. asimilados (003)",383,215,,151,8,7,2
"Jefes y empleados de oficina (004)",350,350,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1717,341,21,1129,35,191,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4799,2,2,4705,87,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1465,,541,845,26,53,
"Obreros construc.,conf.,papel, fab., instr. (008)",1716,226,526,936,14,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",6537,332,2704,731,2,2465,303
"Otra (010)",91,91,,,,,
"Ocupación no especificada (011)",403,85,71,168,10,69,
"Hombres (012)",11371,1805,2738,5634,128,1048,18
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",28,28,,,,,
"Profes., científicos e intelectuales (014)",855,702,,140,9,4,
"Técnicos de nivel medio y trab. asimilados (015)",266,137,,117,6,5,1
"Jefes y empleados de oficina (016)",210,210,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",643,191,13,390,14,35,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",3110,1,2,3045,60,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",1246,,503,697,20,26,
"Obreros construc.,conf.,papel, fab., instr. (020)",1694,225,520,921,14,14,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",3059,178,1653,267,2,942,17
"Otra (022)",86,86,,,,,
"Ocupación no especificada (023)",174,47,47,57,3,20,
"Mujeres (024)",7666,1202,1127,3220,65,1765,287
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",6,6,,,,,
"Profes., científicos e intelectuales (026)",687,629,,49,2,7,
"Técnicos de nivel medio y trab. asimilados (027)",117,78,,34,2,2,1
"Jefes y empleados de oficina (028)",140,140,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",1074,150,8,739,21,156,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",1689,1,,1660,27,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",219,,38,148,6,27,
"Obreros construc.,conf.,papel, fab., instr. (032)",22,1,6,15,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",3478,154,1051,464,,1523,286
"Otra (034)",5,5,,,,,
"Ocupación no especificada (035)",229,38,24,111,7,49,
,,,,,,,
"URBANA (036)",12055,2438,2133,5698,153,1474,159
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",24,24,,,,,
"Profes., científicos e intelectuales (038)",1287,1108,,158,10,11,
"Técnicos de nivel medio y trab. asimilados (039)",296,175,,107,5,7,2
"Jefes y empleados de oficina (040)",266,266,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1434,277,18,932,35,172,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2372,1,2,2310,57,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1152,,370,714,25,43,
"Obreros construc.,conf.,papel, fab., instr. (044)",1294,166,374,736,9,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",3538,278,1309,618,2,1174,157
"Otra (046)",78,78,,,,,
"Ocupación no especificada (047)",314,65,60,123,10,56,
"Hombres (048)",7154,1438,1551,3510,101,543,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",20,20,,,,,
"Profes., científicos e intelectuales (050)",709,577,,120,8,4,
"Técnicos de nivel medio y trab. asimilados (051)",205,116,,79,4,5,1
"Jefes y empleados de oficina (052)",155,155,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",522,152,10,314,14,32,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1471,,2,1427,41,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",979,,346,593,20,20,
"Obreros construc.,conf.,papel, fab., instr. (056)",1279,166,370,725,9,9,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",1616,146,787,214,2,457,10
"Otra (058)",74,74,,,,,
"Ocupación no especificada (059)",124,32,36,38,3,15,
"Mujeres (060)",4901,1000,582,2188,52,931,148
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",578,531,,38,2,7,
"Técnicos de nivel medio y trab. asimilados (063)",91,59,,28,1,2,1
"Jefes y empleados de oficina (064)",111,111,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",912,125,8,618,21,140,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",901,1,,883,16,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",173,,24,121,5,23,
"Obreros construc.,conf.,papel, fab., instr. (068)",15,,4,11,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1922,132,522,404,,717,147
"Otra (070)",4,4,,,,,
"Ocupación no especificada (071)",190,33,24,85,7,41,
,,,,,,,
"RURAL (072)",6982,569,1732,3156,40,1339,146
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",255,223,,31,1,,
"Técnicos de nivel medio y trab. asimilados (075)",87,40,,44,3,,
"Jefes y empleados de oficina (076)",84,84,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",283,64,3,197,,19,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2427,1,,2395,30,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",313,,171,131,1,10,
"Obreros construc.,conf.,papel, fab., instr. (080)",422,60,152,200,5,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",2999,54,1395,113,,1291,146
"Otra (082)",13,13,,,,,
"Ocupación no especificada (083)",89,20,11,45,,13,
"Hombres (084)",4217,367,1187,2124,27,505,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",8,8,,,,,
"Profes., científicos e intelectuales (086)",146,125,,20,1,,
"Técnicos de nivel medio y trab. asimilados (087)",61,21,,38,2,,
"Jefes y empleados de oficina (088)",55,55,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",121,39,3,76,,3,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",1639,1,,1618,19,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",267,,157,104,,6,
"Obreros construc.,conf.,papel, fab., instr. (092)",415,59,150,196,5,5,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1443,32,866,53,,485,7
"Otra (094)",12,12,,,,,
"Ocupación no especificada (095)",50,15,11,19,,5,
"Mujeres (096)",2765,202,545,1032,13,834,139
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",2,2,,,,,
