"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",65,1,22,17,15,10
"Mujeres (045)",1961,46,478,657,550,230
"Agric., ganadería, caza y silvicultura (046)",1132,40,213,293,380,206
"Pesca (047)",1,,1,,,
"Explotación de minas y canteras (048)",17,1,11,5,,
"Industrias manufactureras (049)",15,1,9,3,2,
"Suministro de electricidad, gas y agua (050)",1,,1,,,
"Construcción (051)",15,,4,4,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",194,4,53,72,54,11
"Comercio al por mayor (054)",6,,1,2,3,
"Comercio al por menor (055)",188,4,52,70,51,11
"Hoteles y restaurantes (056)",88,,39,26,21,2
"Trans., almac. y comunicaciones (057)",4,,3,,1,
"Intermediación financiera (058)",2,,2,,,
"Activid.inmobil., empres. y alquileres (059)",13,,7,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",86,,34,41,10,1
"Enseñanza (061)",248,,46,155,47,
"Servicios sociales y de salud (062)",48,,16,26,6,
"Otras activ. serv.comun.soc y personales (063)",8,,4,1,2,1
"Hogares privados con servicio doméstico (064)",41,,21,8,11,1
"Actividad economica no especificada (066)",48,,14,19,9,6
,,,,,,
"URBANA (067)",2630,44,778,1005,648,155
"Agric., ganadería, caza y silvicultura (068)",587,34,120,148,181,104
"Explotación de minas y canteras (070)",557,,204,238,115,
"Industrias manufactureras (071)",102,1,34,39,25,3
"Suministro de electricidad, gas y agua (072)",4,,2,2,,
"Construcción (073)",151,1,67,47,32,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",259,4,70,82,83,20
"Venta, mant.y rep. veh.autom.y motoc. (075)",29,,8,9,9,3
"Comercio al por mayor (076)",10,,3,2,5,
"Comercio al por menor (077)",220,4,59,71,69,17
"Hoteles y restaurantes (078)",80,,30,32,14,4
"Trans., almac. y comunicaciones (079)",88,,35,30,22,1
"Intermediación financiera (080)",3,,3,,,
"Activid.inmobil., empres. y alquileres (081)",47,,18,17,12,
"Admin.pub. y defensa; p. segur.soc.afil (082)",263,,94,118,44,7
"Enseñanza (083)",319,,46,191,80,2
"Servicios sociales y de salud (084)",68,,15,34,18,1
"Otras activ. serv.comun.soc y personales (085)",14,1,6,3,3,1
"Hogares privados con servicio doméstico (086)",39,2,18,8,10,1
"Actividad economica no especificada (088)",49,1,16,16,9,7
"Hombres (089)",1854,26,576,679,467,106
"Agric., ganadería, caza y silvicultura (090)",407,21,93,101,121,71
"Explotación de minas y canteras (092)",543,,195,233,115,
"Industrias manufactureras (093)",91,,29,36,23,3
"Suministro de electricidad, gas y agua (094)",4,,2,2,,
"Construcción (095)",150,1,67,47,31,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",113,,32,28,42,11
"Venta, mant.y rep. veh.autom.y motoc. (097)",29,,8,9,9,3
"Comercio al por mayor (098)",6,,2,1,3,
"Comercio al por menor (099)",78,,22,18,30,8
"Hoteles y restaurantes (100)",23,,11,10,,2
"Trans., almac. y comunicaciones (101)",84,,32,30,21,1
"Intermediación financiera (102)",1,,1,,,
"Activid.inmobil., empres. y alquileres (103)",37,,13,13,11,
"Admin.pub. y defensa; p. segur.soc.afil (104)",188,,63,83,36,6
"Enseñanza (105)",142,,18,75,47,2
"Servicios sociales y de salud (106)",30,,4,13,12,1
"Otras activ. serv.comun.soc y personales (107)",8,1,3,3,1,
"Hogares privados con servicio doméstico (108)",5,2,3,,,
"Actividad economica no especificada (110)",28,1,10,5,7,5
"Mujeres (112)",776,18,202,326,181,49
"Agric., ganadería, caza y silvicultura (113)",180,13,27,47,60,33
"Explotación de minas y canteras (115)",14,,9,5,,
"Industrias manufactureras (116)",11,1,5,3,2,
"Construcción (118)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",146,4,38,54,41,9
"Comercio al por mayor (121)",4,,1,1,2,
"Comercio al por menor (122)",142,4,37,53,39,9
"Hoteles y restaurantes (123)",57,,19,22,14,2
"Trans., almac. y comunicaciones (124)",4,,3,,1,
"Intermediación financiera (125)",2,,2,,,
"Activid.inmobil., empres. y alquileres (126)",10,,5,4,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",75,,31,35,8,1
"Enseñanza (128)",177,,28,116,33,
"Servicios sociales y de salud (129)",38,,11,21,6,
"Otras activ. serv.comun.soc y personales (130)",6,,3,,2,1
"Hogares privados con servicio doméstico (131)",34,,15,8,10,1
"Actividad economica no especificada (133)",21,,6,11,2,2
,,,,,,
"RURAL (134)",3862,57,978,1211,1090,526
"Agric., ganadería, caza y silvicultura (135)",2746,56,540,771,879,500
"Pesca (136)",5,,5,,,
"Explotación de minas y canteras (137)",299,1,154,105,39,
"Industrias manufactureras (138)",45,,28,11,6,
"Suministro de electricidad, gas y agua (139)",8,,4,4,,
"Construcción (140)",191,,65,79,43,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",104,,29,41,25,9
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,5,4,,
"Comercio al por mayor (143)",3,,1,1,1,
"Comercio al por menor (144)",92,,23,36,24,9
"Hoteles y restaurantes (145)",47,,31,8,7,1
"Trans., almac. y comunicaciones (146)",44,,19,16,9,
"Activid.inmobil., empres. y alquileres (148)",38,,15,17,6,
"Admin.pub. y defensa; p. segur.soc.afil (149)",63,,16,33,12,2
"Enseñanza (150)",173,,33,94,45,1
"Servicios sociales y de salud (151)",19,,7,9,3,
"Otras activ. serv.comun.soc y personales (152)",5,,4,1,,
"Hogares privados con servicio doméstico (153)",11,,8,2,1,
"Actividad economica no especificada (155)",64,,20,20,15,9
"Hombres (156)",2677,29,702,880,721,345
"Agric., ganadería, caza y silvicultura (157)",1794,29,354,525,559,327
"Pesca (158)",4,,4,,,
"Explotación de minas y canteras (159)",296,,152,105,39,
"Industrias manufactureras (160)",41,,24,11,6,
"Suministro de electricidad, gas y agua (161)",7,,3,4,,
"Construcción (162)",177,,61,75,39,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",56,,14,23,12,7
"Venta, mant.y rep. veh.autom.y motoc. (164)",9,,5,4,,
"Comercio al por mayor (165)",1,,1,,,
"Comercio al por menor (166)",46,,8,19,12,7
"Hoteles y restaurantes (167)",16,,11,4,,1
"Trans., almac. y comunicaciones (168)",44,,19,16,9,
"Activid.inmobil., empres. y alquileres (170)",35,,13,17,5,
"Admin.pub. y defensa; p. segur.soc.afil (171)",52,,13,27,10,2
"Enseñanza (172)",102,,15,55,31,1
"Servicios sociales y de salud (173)",9,,2,4,3,
"Otras activ. serv.comun.soc y personales (174)",3,,3,,,
"Hogares privados con servicio doméstico (175)",4,,2,2,,
"Actividad economica no especificada (177)",37,,12,12,8,5
"Mujeres (179)",1185,28,276,331,369,181
"Agric., ganadería, caza y silvicultura (180)",952,27,186,246,320,173
"Pesca (181)",1,,1,,,
"Explotación de minas y canteras (182)",3,1,2,,,
"Industrias manufactureras (183)",4,,4,,,
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",14,,4,4,4,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",48,,15,18,13,2
"Comercio al por mayor (188)",2,,,1,1,
"Comercio al por menor (189)",46,,15,17,12,2
"Hoteles y restaurantes (190)",31,,20,4,7,
"Activid.inmobil., empres. y alquileres (193)",3,,2,,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",11,,3,6,2,
"Enseñanza (195)",71,,18,39,14,
"Servicios sociales y de salud (196)",10,,5,5,,
"Otras activ. serv.comun.soc y personales (197)",2,,1,1,,
"Hogares privados con servicio doméstico (198)",7,,6,,1,
"Actividad economica no especificada (200)",27,,8,8,7,4
