"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. incompleto (035)",1723,,,,288,825,324,259,27
"Superior no univ. completo (036)",2269,,,,,629,866,704,70
"Superior univ. incompleto (037)",2649,,,,443,1392,456,335,23
"Superior univ. completo (038)",4515,,,,,1019,1707,1663,126
"Hombres (040)",29449,1496,3713,4245,3766,4759,4318,5688,1464
"Sin nivel (041)",2479,1496,202,26,27,53,85,290,300
"Educación inicial (042)",871,,834,17,5,9,6,,
"Primaria (043)",9792,,2677,2549,276,492,955,2056,787
"Secundaria (044)",10479,,,1653,3151,2347,1586,1540,202
"Superior no univ. incompleto (045)",876,,,,118,411,164,160,23
"Superior no univ. completo (046)",1226,,,,,316,431,429,50
"Superior univ. incompleto (047)",1369,,,,189,701,244,217,18
"Superior univ. completo (048)",2357,,,,,430,847,996,84
"Mujeres (050)",31270,1466,3570,4244,3848,5365,4909,5841,2027
"Sin nivel (051)",5738,1466,218,36,58,151,457,1884,1468
"Educación inicial (052)",862,,807,21,5,7,22,,
"Primaria (053)",10369,,2545,2526,366,1021,1560,1955,396
"Secundaria (054)",8973,,,1661,2995,2179,1203,843,92
"Superior no univ. incompleto (055)",847,,,,170,414,160,99,4
"Superior no univ. completo (056)",1043,,,,,313,435,275,20
"Superior univ. incompleto (057)",1280,,,,254,691,212,118,5
"Superior univ. completo (058)",2158,,,,,589,860,667,42
,,,,,,,,,
"RURAL (060)",73596,4098,10068,11414,8083,10401,9110,14258,6164
"Sin nivel (061)",19977,4098,1056,89,139,823,1963,6889,4920
"Educación inicial (062)",2167,,2090,19,7,21,30,,
"Primaria (063)",33468,,6922,8376,1606,4311,4997,6110,1146
"Secundaria (064)",16898,,,2930,6225,4667,1876,1115,85
"Superior no univ. incompleto (065)",396,,,,60,249,58,27,2
"Superior no univ. completo (066)",225,,,,,103,84,36,2
"Superior univ. incompleto (067)",262,,,,46,162,35,18,1
"Superior univ. completo (068)",203,,,,,65,67,63,8
"Hombres (070)",35862,2093,5123,5888,4140,5047,4355,6659,2557
"Sin nivel (071)",6086,2093,539,44,39,169,305,1399,1498
"Educación inicial (072)",1073,,1047,11,2,4,9,,
"Primaria (073)",17827,,3537,4281,649,1676,2499,4205,980
"Secundaria (074)",10154,,,1552,3389,2849,1369,928,67
"Superior no univ. incompleto (075)",244,,,,34,145,40,23,2
"Superior no univ. completo (076)",143,,,,,59,53,29,2
"Superior univ. incompleto (077)",179,,,,27,106,29,16,1
"Superior univ. completo (078)",156,,,,,39,51,59,7
"Mujeres (080)",37734,2005,4945,5526,3943,5354,4755,7599,3607
"Sin nivel (081)",13891,2005,517,45,100,654,1658,5490,3422
"Educación inicial (082)",1094,,1043,8,5,17,21,,
"Primaria (083)",15641,,3385,4095,957,2635,2498,1905,166
"Secundaria (084)",6744,,,1378,2836,1818,507,187,18
"Superior no univ. incompleto (085)",152,,,,26,104,18,4,
"Superior no univ. completo (086)",82,,,,,44,31,7,
"Superior univ. incompleto (087)",83,,,,19,56,6,2,
"Superior univ. completo (088)",47,,,,,26,16,4,1
