"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia ANDAHUAYLAS (000)",134315,7060,17351,19903,15697,20525,18337,25787,9655
"Sin nivel (001)",28194,7060,1476,151,224,1027,2505,9063,6688
"Educación inicial (002)",3900,,3731,57,17,37,58,,
"Primaria (003)",53629,,12144,13451,2248,5824,7512,10121,2329
"Secundaria (004)",36350,,,6244,12371,9193,4665,3498,379
"Superior no univ. incompleto (005)",2119,,,,348,1074,382,286,29
"Superior no univ. completo (006)",2494,,,,,732,950,740,72
"Superior univ. incompleto (007)",2911,,,,489,1554,491,353,24
"Superior univ. completo (008)",4718,,,,,1084,1774,1726,134
"Hombres (010)",65311,3589,8836,10133,7906,9806,8673,12347,4021
"Sin nivel (011)",8565,3589,741,70,66,222,390,1689,1798
"Educación inicial (012)",1944,,1881,28,7,13,15,,
"Primaria (013)",27619,,6214,6830,925,2168,3454,6261,1767
"Secundaria (014)",20633,,,3205,6540,5196,2955,2468,269
"Superior no univ. incompleto (015)",1120,,,,152,556,204,183,25
"Superior no univ. completo (016)",1369,,,,,375,484,458,52
"Superior univ. incompleto (017)",1548,,,,216,807,273,233,19
"Superior univ. completo (018)",2513,,,,,469,898,1055,91
"Mujeres (020)",69004,3471,8515,9770,7791,10719,9664,13440,5634
"Sin nivel (021)",19629,3471,735,81,158,805,2115,7374,4890
"Educación inicial (022)",1956,,1850,29,10,24,43,,
"Primaria (023)",26010,,5930,6621,1323,3656,4058,3860,562
"Secundaria (024)",15717,,,3039,5831,3997,1710,1030,110
"Superior no univ. incompleto (025)",999,,,,196,518,178,103,4
"Superior no univ. completo (026)",1125,,,,,357,466,282,20
"Superior univ. incompleto (027)",1363,,,,273,747,218,120,5
"Superior univ. completo (028)",2205,,,,,615,876,671,43
,,,,,,,,,
"URBANA (030)",60719,2962,7283,8489,7614,10124,9227,11529,3491
"Sin nivel (031)",8217,2962,420,62,85,204,542,2174,1768
"Educación inicial (032)",1733,,1641,38,10,16,28,,
"Primaria (033)",20161,,5222,5075,642,1513,2515,4011,1183
"Secundaria (034)",19452,,,3314,6146,4526,2789,2383,294
