"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (018)",125,,5,21,3,9,,,,87,,
"Hogares privados con servicio doméstico (019)",354,,,,,,,,,354,,
"Actividad economica no especificada (021)",457,,3,4,9,,,,,,,441
"Hombres (022)",14048,58,591,128,134,353,5915,306,350,6042,34,137
"Agric., ganadería, caza y silvicultura (023)",11524,,3,3,,,5915,,2,5601,,
"Explotación de minas y canteras (025)",30,,,1,,,,15,1,13,,
"Industrias manufactureras (026)",233,,,2,2,4,,225,,,,
"Suministro de electricidad, gas y agua (027)",11,,1,1,,,,2,6,1,,
"Construcción (028)",403,,6,8,1,,,21,199,168,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",440,,2,12,,311,,34,8,73,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",28,,,,,8,,18,2,,,
"Comercio al por mayor (031)",27,,,1,,21,,,3,2,,
"Comercio al por menor (032)",385,,2,11,,282,,16,3,71,,
"Hoteles y restaurantes (033)",51,,,8,,26,,,,17,,
"Trans., almac. y comunicaciones (034)",159,,,7,3,,,2,123,24,,
"Intermediación financiera (035)",4,,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",53,,13,14,13,3,,3,1,6,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",230,41,12,11,83,3,,3,9,34,34,
"Enseñanza (038)",560,17,516,,17,,,,,10,,
"Servicios sociales y de salud (039)",85,,31,43,6,2,,1,1,1,,
"Otras activ. serv.comun.soc y personales (040)",30,,3,16,2,4,,,,5,,
"Hogares privados con servicio doméstico (041)",89,,,,,,,,,89,,
"Actividad economica no especificada (043)",146,,3,2,4,,,,,,,137
"Mujeres (044)",4117,19,459,75,64,555,589,53,2,1997,,304
"Agric., ganadería, caza y silvicultura (045)",1996,,,,,,589,,,1407,,
"Explotación de minas y canteras (047)",1,,,,,,,1,,,,
"Industrias manufactureras (048)",55,,,3,,,,52,,,,
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,,,,
"Construcción (050)",4,,,,,,,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",515,,2,7,2,426,,,,78,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",4,,,,,4,,,,,,
"Comercio al por mayor (053)",24,,,3,,21,,,,,,
"Comercio al por menor (054)",487,,2,4,2,401,,,,78,,
"Hoteles y restaurantes (055)",279,,1,9,2,119,,,,148,,
"Trans., almac. y comunicaciones (056)",4,,,,2,,,,1,1,,
"Intermediación financiera (057)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",14,,4,2,2,1,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",62,10,2,6,39,,,,,5,,
"Enseñanza (060)",431,9,411,1,8,,,,,2,,
"Servicios sociales y de salud (061)",83,,37,40,1,4,,,,1,,
"Otras activ. serv.comun.soc y personales (062)",95,,2,5,1,5,,,,82,,
"Hogares privados con servicio doméstico (063)",265,,,,,,,,,265,,
"Actividad economica no especificada (065)",311,,,2,5,,,,,,,304
,,,,,,,,,,,,
"URBANA (066)",5241,54,781,167,129,640,1265,207,193,1642,34,129
"Agric., ganadería, caza y silvicultura (067)",2417,,3,3,,,1265,,1,1145,,
"Explotación de minas y canteras (069)",18,,,1,,,,7,,10,,
"Industrias manufactureras (070)",164,,,3,2,2,,157,,,,
"Suministro de electricidad, gas y agua (071)",6,,1,1,1,,,2,,1,,
"Construcción (072)",179,,4,8,1,,,13,99,54,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",668,,4,15,2,529,,26,7,85,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",26,,,,,10,,15,1,,,
"Comercio al por mayor (075)",38,,,3,,32,,,3,,,
"Comercio al por menor (076)",604,,4,12,2,487,,11,3,85,,
"Hoteles y restaurantes (077)",205,,1,17,2,89,,,,96,,
"Trans., almac. y comunicaciones (078)",106,,,6,4,,,,78,18,,
"Intermediación financiera (079)",5,,1,,4,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",50,,15,11,13,2,,,1,8,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",196,37,14,16,67,3,,2,6,17,34,
"Enseñanza (082)",718,17,673,1,18,,,,,9,,
"Servicios sociales y de salud (083)",134,,58,63,4,6,,,1,2,,
"Otras activ. serv.comun.soc y personales (084)",78,,5,18,2,9,,,,44,,
"Hogares privados con servicio doméstico (085)",153,,,,,,,,,153,,
"Actividad economica no especificada (087)",144,,2,4,9,,,,,,,129
"Hombres (088)",3635,38,447,107,88,255,1146,175,192,1123,34,30
"Agric., ganadería, caza y silvicultura (089)",2090,,3,3,,,1146,,1,937,,
"Explotación de minas y canteras (091)",18,,,1,,,,7,,10,,
"Industrias manufactureras (092)",129,,,,2,2,,125,,,,
"Suministro de electricidad, gas y agua (093)",5,,1,1,,,,2,,1,,
"Construcción (094)",177,,4,8,1,,,13,99,52,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",311,,2,10,,227,,26,7,39,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",22,,,,,6,,15,1,,,
"Comercio al por mayor (097)",18,,,1,,14,,,3,,,
"Comercio al por menor (098)",271,,2,9,,207,,11,3,39,,
"Hoteles y restaurantes (099)",34,,,8,,15,,,,11,,
"Trans., almac. y comunicaciones (100)",102,,,6,2,,,,77,17,,
"Intermediación financiera (101)",4,,1,,3,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",38,,11,10,11,2,,,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",160,28,12,10,48,3,,2,6,17,34,
"Enseñanza (104)",410,10,380,,13,,,,,7,,
"Servicios sociales y de salud (105)",70,,28,35,3,2,,,1,1,,
"Otras activ. serv.comun.soc y personales (106)",24,,3,13,1,4,,,,3,,
"Hogares privados con servicio doméstico (107)",25,,,,,,,,,25,,
"Actividad economica no especificada (109)",38,,2,2,4,,,,,,,30
"Mujeres (110)",1606,16,334,60,41,385,119,32,1,519,,99
"Agric., ganadería, caza y silvicultura (111)",327,,,,,,119,,,208,,
"Industrias manufactureras (114)",35,,,3,,,,32,,,,
"Suministro de electricidad, gas y agua (115)",1,,,,1,,,,,,,
"Construcción (116)",2,,,,,,,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",357,,2,5,2,302,,,,46,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",4,,,,,4,,,,,,
"Comercio al por mayor (119)",20,,,2,,18,,,,,,
"Comercio al por menor (120)",333,,2,3,2,280,,,,46,,
"Hoteles y restaurantes (121)",171,,1,9,2,74,,,,85,,
"Trans., almac. y comunicaciones (122)",4,,,,2,,,,1,1,,
"Intermediación financiera (123)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",12,,4,1,2,,,,,5,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",36,9,2,6,19,,,,,,,
"Enseñanza (126)",308,7,293,1,5,,,,,2,,
"Servicios sociales y de salud (127)",64,,30,28,1,4,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",54,,2,5,1,5,,,,41,,
"Hogares privados con servicio doméstico (129)",128,,,,,,,,,128,,
"Actividad economica no especificada (131)",106,,,2,5,,,,,,,99
,,,,,,,,,,,,
"RURAL (132)",12924,23,269,36,69,268,5239,152,159,6397,,312
"Agric., ganadería, caza y silvicultura (133)",11103,,,,,,5239,,1,5863,,
"Explotación de minas y canteras (135)",13,,,,,,,9,1,3,,
"Industrias manufactureras (136)",124,,,2,,2,,120,,,,
"Suministro de electricidad, gas y agua (137)",6,,,,,,,,6,,,
"Construcción (138)",228,,2,,,,,8,101,117,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",287,,,4,,208,,8,1,66,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",6,,,,,2,,3,1,,,
"Comercio al por mayor (141)",13,,,1,,10,,,,2,,
"Comercio al por menor (142)",268,,,3,,196,,5,,64,,
"Hoteles y restaurantes (143)",125,,,,,56,,,,69,,
"Trans., almac. y comunicaciones (144)",57,,,1,1,,,2,46,7,,
"Activid.inmobil., empres. y alquileres (146)",17,,2,5,2,2,,3,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",96,14,,1,55,,,1,3,22,,
"Enseñanza (148)",273,9,254,,7,,,,,3,,
"Servicios sociales y de salud (149)",34,,10,20,3,,,1,,,,
"Otras activ. serv.comun.soc y personales (150)",47,,,3,1,,,,,43,,
"Hogares privados con servicio doméstico (151)",201,,,,,,,,,201,,
"Actividad economica no especificada (153)",313,,1,,,,,,,,,312
"Hombres (154)",10413,20,144,21,46,98,4769,131,158,4919,,107
"Agric., ganadería, caza y silvicultura (155)",9434,,,,,,4769,,1,4664,,
"Explotación de minas y canteras (157)",12,,,,,,,8,1,3,,
"Industrias manufactureras (158)",104,,,2,,2,,100,,,,
"Suministro de electricidad, gas y agua (159)",6,,,,,,,,6,,,
"Construcción (160)",226,,2,,,,,8,100,116,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",129,,,2,,84,,8,1,34,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",6,,,,,2,,3,1,,,
"Comercio al por mayor (163)",9,,,,,7,,,,2,,
"Comercio al por menor (164)",114,,,2,,75,,5,,32,,
"Hoteles y restaurantes (165)",17,,,,,11,,,,6,,
"Trans., almac. y comunicaciones (166)",57,,,1,1,,,2,46,7,,
"Activid.inmobil., empres. y alquileres (168)",15,,2,4,2,1,,3,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",70,13,,1,35,,,1,3,17,,
"Enseñanza (170)",150,7,136,,4,,,,,3,,
"Servicios sociales y de salud (171)",15,,3,8,3,,,1,,,,
"Otras activ. serv.comun.soc y personales (172)",6,,,3,1,,,,,2,,
"Hogares privados con servicio doméstico (173)",64,,,,,,,,,64,,
"Actividad economica no especificada (175)",108,,1,,,,,,,,,107
"Mujeres (176)",2511,3,125,15,23,170,470,21,1,1478,,205
"Agric., ganadería, caza y silvicultura (177)",1669,,,,,,470,,,1199,,
"Explotación de minas y canteras (179)",1,,,,,,,1,,,,
"Industrias manufactureras (180)",20,,,,,,,20,,,,
"Construcción (182)",2,,,,,,,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",158,,,2,,124,,,,32,,
"Comercio al por mayor (185)",4,,,1,,3,,,,,,
"Comercio al por menor (186)",154,,,1,,121,,,,32,,
"Hoteles y restaurantes (187)",108,,,,,45,,,,63,,
"Activid.inmobil., empres. y alquileres (190)",2,,,1,,1,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",26,1,,,20,,,,,5,,
"Enseñanza (192)",123,2,118,,3,,,,,,,
"Servicios sociales y de salud (193)",19,,7,12,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",41,,,,,,,,,41,,
"Hogares privados con servicio doméstico (195)",137,,,,,,,,,137,,
"Actividad economica no especificada (197)",205,,,,,,,,,,,205
