"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia OTUZCO (000)",28553,3609,53,17659,4507,479,1310,228,708
"Agric., ganadería, caza y silvicultura (001)",20870,2771,38,14693,2891,128,184,69,96
"Pesca (002)",2,,,,1,,,,1
"Explotación de minas y canteras (003)",596,25,2,407,131,9,12,6,4
"Industrias manufactureras (004)",709,85,,352,170,23,49,9,21
"Suministro de electricidad, gas y agua (005)",25,2,,15,5,1,1,,1
"Construcción (006)",560,18,,273,175,32,46,5,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1626,112,8,716,437,81,183,29,60
"Venta, mant.y rep. veh.autom.y motoc. (008)",38,,1,12,12,4,5,1,3
"Comercio al por mayor (009)",72,1,,30,25,2,8,2,4
"Comercio al por menor (010)",1516,111,7,674,400,75,170,26,53
"Hoteles y restaurantes (011)",544,119,2,259,107,17,26,8,6
"Trans., almac. y comunicaciones (012)",414,9,,123,185,37,44,3,13
"Intermediación financiera (013)",15,,,,1,1,8,1,4
"Activid.inmobil., empres. y de alquiler (014)",148,1,,13,26,23,42,14,29
"Admin.pub. y defensa; p. segur.soc.afil (015)",229,2,,21,73,14,64,19,36
"Enseñanza (016)",979,,,1,26,51,526,43,332
"Servicios sociales y de salud (017)",154,,,9,11,11,51,4,68
"Otras activ. serv.comun.soc y personales (018)",235,26,,76,59,28,27,9,10
"Hogares privados con servicio doméstico (019)",652,201,1,283,133,12,13,4,5
"Actividad economica no especificada (021)",795,238,2,418,76,11,34,5,11
"Hombres (022)",22763,2347,29,14897,3804,356,762,162,406
"Agric., ganadería, caza y silvicultura (023)",18769,2206,24,13345,2740,123,172,66,93
"Pesca (024)",1,,,,1,,,,
"Explotación de minas y canteras (025)",587,24,2,401,130,9,12,5,4
"Industrias manufactureras (026)",466,26,,237,121,19,41,9,13
"Suministro de electricidad, gas y agua (027)",24,2,,15,5,1,1,,
"Construcción (028)",554,18,,271,174,29,46,5,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",780,24,2,327,249,43,83,20,32
"Venta, mant.y rep. veh.autom.y motoc. (030)",32,,1,9,11,3,4,1,3
"Comercio al por mayor (031)",41,,,18,13,1,5,2,2
"Comercio al por menor (032)",707,24,1,300,225,39,74,17,27
"Hoteles y restaurantes (033)",67,5,,27,17,7,8,2,1
"Trans., almac. y comunicaciones (034)",389,9,,121,175,35,35,2,12
"Intermediación financiera (035)",6,,,,1,,2,,3
"Activid.inmobil., empres. y de alquiler (036)",107,1,,11,22,19,26,10,18
"Admin.pub. y defensa; p. segur.soc.afil (037)",177,1,,18,59,10,47,16,26
"Enseñanza (038)",457,,,,14,28,247,16,152
"Servicios sociales y de salud (039)",50,,,3,3,5,10,2,27
"Otras activ. serv.comun.soc y personales (040)",103,,,16,38,23,13,6,7
"Hogares privados con servicio doméstico (041)",36,3,1,9,21,1,1,,
"Actividad economica no especificada (043)",190,28,,96,34,4,18,3,7
"Mujeres (044)",5790,1262,24,2762,703,123,548,66,302
"Agric., ganadería, caza y silvicultura (045)",2101,565,14,1348,151,5,12,3,3
