"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ANGARAES (000)",13251,12466,59,1990,2030,1696,3176,2217,1035,263,785,51003
"De 12 a 14 años (001)",41,16,1,11,4,,,,,,25,19
"De 15 a 19 años (002)",420,343,3,290,40,6,4,,,,77,404
"De 20 a 24 años (003)",1541,1270,6,624,448,151,30,11,,,271,2163
"De 25 a 29 años (004)",1718,1514,6,341,464,371,301,27,4,,204,3862
"De 30 a 34 años (005)",1602,1531,7,204,319,278,533,166,22,2,71,5279
"De 35 a 39 años (006)",1373,1323,4,95,182,203,434,330,71,4,50,5736
"De 40 a 44 años (007)",1352,1330,3,63,116,151,386,380,187,44,22,6959
"De 45 a 49 años (008)",1162,1145,5,65,88,104,303,305,207,68,17,6350
"De 50 y más años (009)",4042,3994,24,297,369,432,1185,998,544,145,48,20231
"Sin nivel (010)",5331,5219,26,433,500,590,1556,1312,633,169,112,25790
"De 12 a 14 años (011)",5,5,,4,1,,,,,,,6
"De 15 a 19 años (012)",15,14,,8,2,3,1,,,,1,25
"De 20 a 24 años (013)",113,100,,45,36,14,1,4,,,13,188
"De 25 a 29 años (014)",247,225,2,33,47,68,62,13,,,22,680
"De 30 a 34 años (015)",372,359,1,24,38,51,160,76,9,,13,1523
"De 35 a 39 años (016)",383,368,1,27,38,45,113,114,29,1,15,1741
"De 40 a 44 años (017)",552,540,,27,32,51,150,173,83,24,12,2989
"De 45 a 49 años (018)",601,594,2,34,35,44,155,161,121,42,7,3454
"De 50 y más años (019)",3043,3014,20,231,271,314,914,771,391,102,29,15184
"Educacion Inicial (020)",43,40,,5,8,7,14,6,,,3,146
"De 20 a 24 años (023)",5,3,,2,,,1,,,,2,6
