"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MARCOS (000)",14442,563,4626,4672,3355,1226
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",24,,4,14,5,1
"Profes., científicos e intelectuales (002)",910,,176,541,187,6
"Técnicos de nivel medio y trab. asimilados (003)",199,,88,74,34,3
"Jefes y empleados de oficina (004)",207,,96,68,39,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",923,18,245,353,250,57
"Agricult. trabaj. calif.agrop. y pesqueros (006)",6082,39,1378,1969,1820,876
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",529,6,197,171,128,27
"Obreros construc., conf., papel, fab., instr. (008)",550,2,223,216,98,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",4472,491,2043,1057,686,195
"Otra (010)",24,,5,16,3,
"Ocupación no especificada (011)",522,7,171,193,105,46
"Hombres (012)",11370,387,3544,3641,2742,1056
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",22,,4,13,4,1
"Profes., científicos e intelectuales (014)",485,,83,283,114,5
"Técnicos de nivel medio y trab. asimilados (015)",136,,60,53,20,3
"Jefes y empleados de oficina (016)",108,,43,43,20,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",452,11,109,179,124,29
"Agricult. trabaj. calif.agrop. y pesqueros (018)",5843,32,1312,1904,1762,833
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",425,2,159,143,99,22
"Obreros construc., conf., papel, fab., instr. (020)",537,2,219,209,96,11
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",3059,334,1447,699,451,128
"Otra (022)",24,,5,16,3,
"Ocupación no especificada (023)",279,6,103,99,49,22
"Mujeres (024)",3072,176,1082,1031,613,170
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",2,,,1,1,
"Profes., científicos e intelectuales (026)",425,,93,258,73,1
"Técnicos de nivel medio y trab. asimilados (027)",63,,28,21,14,
"Jefes y empleados de oficina (028)",99,,53,25,19,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",471,7,136,174,126,28
"Agricult. trabaj. calif.agrop. y pesqueros (030)",239,7,66,65,58,43
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",104,4,38,28,29,5
"Obreros construc., conf., papel, fab., instr. (032)",13,,4,7,2,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",1413,157,596,358,235,67
