"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Sin nivel (031)",63,3,11,17,18,14
"Primaria (033)",357,12,148,99,83,15
"Secundaria (034)",354,8,230,78,35,3
"Superior no univ. incompleta (035)",27,,19,7,,1
"Superior no univ. completa (036)",38,,25,13,,
"Superior univ. incompleta (037)",19,,15,2,2,
"Superior univ. completa (038)",24,,9,13,2,
"No PEA (040)",42778,18965,11052,5181,4317,3263
"Sin nivel (041)",6895,499,712,1428,2120,2136
"Educación inicial (042)",929,890,21,18,,
"Primaria (043)",23655,15112,3317,2594,1708,924
"Secundaria (044)",9346,2464,5467,905,364,146
"Superior no univ. incompleta (045)",829,,739,70,17,3
"Superior no univ. completa (046)",343,,225,74,28,16
"Superior univ. incompleta (047)",545,,473,36,28,8
"Superior univ. completa (048)",236,,98,56,52,30
,,,,,,
"URBANA (060)",25467,6126,7750,5690,3951,1950
"Sin nivel (061)",1865,72,140,316,580,757
"Educación inicial (062)",338,316,13,9,,
"Primaria (063)",9939,4461,1146,1766,1640,926
"Secundaria (064)",9403,1277,4534,2295,1108,189
"Superior no univ. incompleta (065)",1034,,671,280,77,6
"Superior no univ. completa (066)",1104,,488,452,143,21
"Superior univ. incompleta (067)",837,,505,192,127,13
"Superior univ. completa (068)",947,,253,380,276,38
"PEA (070)",11389,352,3619,4073,2635,710
"Sin nivel (071)",648,1,62,141,253,191
"Educación inicial (072)",18,5,7,6,,
"Primaria (073)",3382,224,606,1113,1024,415
"Secundaria (074)",4726,122,1987,1706,839,72
"Superior no univ. incompleta (075)",564,,276,220,64,4
"Superior no univ. completa (076)",867,,352,388,119,8
"Superior univ. incompleta (077)",427,,153,163,106,5
"Superior univ. completa (078)",757,,176,336,230,15
"Ocupada (080)",11004,345,3427,3961,2581,690
"Sin nivel (081)",633,1,61,139,248,184
"Educación inicial (082)",18,5,7,6,,
"Primaria (083)",3279,220,581,1078,994,406
"Secundaria (084)",4547,119,1880,1657,822,69
"Superior no univ. incompleta (085)",542,,259,216,64,3
"Superior no univ. completa (086)",836,,330,379,119,8
"Superior univ. incompleta (087)",412,,140,162,105,5
"Superior univ. completa (088)",737,,169,324,229,15
"Desocupada (090)",385,7,192,112,54,20
"Sin nivel (091)",15,,1,2,5,7
"Primaria (093)",103,4,25,35,30,9
"Secundaria (094)",179,3,107,49,17,3
"Superior no univ. incompleta (095)",22,,17,4,,1
"Superior no univ. completa (096)",31,,22,9,,
"Superior univ. incompleta (097)",15,,13,1,1,
"Superior univ. completa (098)",20,,7,12,1,
"No PEA (100)",14078,5774,4131,1617,1316,1240
"Sin nivel (101)",1217,71,78,175,327,566
"Educación inicial (102)",320,311,6,3,,
"Primaria (103)",6557,4237,540,653,616,511
"Secundaria (104)",4677,1155,2547,589,269,117
"Superior no univ. incompleta (105)",470,,395,60,13,2
"Superior no univ. completa (106)",237,,136,64,24,13
"Superior univ. incompleta (107)",410,,352,29,21,8
"Superior univ. completa (108)",190,,77,44,46,23
,,,,,,
"RURAL (120)",44578,13619,12288,8778,6681,3212
"Sin nivel (121)",8644,450,963,2087,2906,2238
"Educación inicial (122)",640,586,28,26,,
"Primaria (123)",26303,11218,5712,5245,3230,898
"Secundaria (124)",7771,1365,4767,1145,435,59
"Superior no univ. incompleta (125)",492,,422,49,18,3
"Superior no univ. completa (126)",287,,177,88,19,3
"Superior univ. incompleta (127)",214,,152,35,27,
"Superior univ. completa (128)",227,,67,103,46,11
"PEA (130)",15878,428,5367,5214,3680,1189
"Sin nivel (131)",2966,22,329,834,1113,668
"Educación inicial (132)",31,7,13,11,,
"Primaria (133)",9205,343,2935,3304,2138,485
"Secundaria (134)",3102,56,1847,829,340,30
"Superior no univ. incompleta (135)",133,,78,39,14,2
"Superior no univ. completa (136)",181,,88,78,15,
"Superior univ. incompleta (137)",79,,31,28,20,
"Superior univ. completa (138)",181,,46,91,40,4
"Ocupada (140)",15381,412,5102,5097,3594,1176
"Sin nivel (141)",2918,19,319,819,1100,661
"Educación inicial (142)",31,7,13,11,,
"Primaria (143)",8951,335,2812,3240,2085,479
"Secundaria (144)",2927,51,1724,800,322,30
"Superior no univ. incompleta (145)",128,,76,36,14,2
"Superior no univ. completa (146)",174,,85,74,15,
"Superior univ. incompleta (147)",75,,29,27,19,
"Superior univ. completa (148)",177,,44,90,39,4
"Desocupada (150)",497,16,265,117,86,13
"Sin nivel (151)",48,3,10,15,13,7
"Primaria (153)",254,8,123,64,53,6
"Secundaria (154)",175,5,123,29,18,
"Superior no univ. incompleta (155)",5,,2,3,,
"Superior no univ. completa (156)",7,,3,4,,
"Superior univ. incompleta (157)",4,,2,1,1,
"Superior univ. completa (158)",4,,2,1,1,
"No PEA (160)",28700,13191,6921,3564,3001,2023
"Sin nivel (161)",5678,428,634,1253,1793,1570
"Educación inicial (162)",609,579,15,15,,
"Primaria (163)",17098,10875,2777,1941,1092,413
"Secundaria (164)",4669,1309,2920,316,95,29
"Superior no univ. incompleta (165)",359,,344,10,4,1
"Superior no univ. completa (166)",106,,89,10,4,3
"Superior univ. incompleta (167)",135,,121,7,7,
"Superior univ. completa (168)",46,,21,12,6,7
