"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia JAEN (000)",63165,11155,12719,27281,1417,7206,1427,1960
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",95,84,,,11,,,
"Profes., científicos e intelectuales (002)",4717,4225,,443,31,18,,
"Técnicos de nivel medio y trab. asimilados (003)",1707,1131,,475,74,26,1,
"Jefes y empleados de oficina (004)",1537,1514,,16,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",6190,1675,43,3625,211,636,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",15769,7,2,15007,753,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",2873,,762,1884,156,71,,
"Obreros construc.,conf.,papel, fab., instr. (008)",5132,759,1166,3038,108,61,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",20844,1061,10419,1732,24,6182,1426,
"Otra (010)",209,209,,,,,,
"Ocupación no especificada (011)",2132,490,327,1061,49,205,,
"Desocupado (012)",1960,,,,,,,1960
"Hombres (013)",48004,6210,11321,22387,1163,5423,61,1439
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",73,64,,,9,,,
"Profes., científicos e intelectuales (015)",2365,2049,,284,23,9,,
"Técnicos de nivel medio y trab. asimilados (016)",1087,687,,339,45,16,,
"Jefes y empleados de oficina (017)",737,730,,4,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2941,894,16,1792,98,141,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",14850,6,1,14147,696,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",2389,,686,1502,150,51,,
"Obreros construc.,conf.,papel, fab., instr. (021)",5043,750,1152,2980,104,57,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",15755,538,9223,847,10,5076,61,
"Otra (023)",205,205,,,,,,
"Ocupación no especificada (024)",1120,287,243,492,28,70,,
"Desocupado (025)",1439,,,,,,,1439
"Mujeres (026)",15161,4945,1398,4894,254,1783,1366,521
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",22,20,,,2,,,
"Profes., científicos e intelectuales (028)",2352,2176,,159,8,9,,
"Técnicos de nivel medio y trab. asimilados (029)",620,444,,136,29,10,1,
"Jefes y empleados de oficina (030)",800,784,,12,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3249,781,27,1833,113,495,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",919,1,1,860,57,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",484,,76,382,6,20,,
"Obreros construc.,conf.,papel, fab., instr. (034)",89,9,14,58,4,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",5089,523,1196,885,14,1106,1365,
"Otra (036)",4,4,,,,,,
"Ocupación no especificada (037)",1012,203,84,569,21,135,,
"Desocupado (038)",521,,,,,,,521
,,,,,,,,
"URBANA (039)",34525,10112,5157,14199,1005,1576,1150,1326
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",79,69,,,10,,,
"Profes., científicos e intelectuales (041)",4040,3603,,392,28,17,,
"Técnicos de nivel medio y trab. asimilados (042)",1594,1046,,453,73,22,,
"Jefes y empleados de oficina (043)",1471,1448,,16,,7,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",5543,1607,33,3148,205,550,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",3552,6,2,3185,359,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",2583,,633,1737,154,59,,
"Obreros construc.,conf.,papel, fab., instr. (047)",4634,700,987,2794,105,48,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",7786,982,3236,1620,24,774,1150,
"Otra (049)",202,202,,,,,,
"Ocupación no especificada (050)",1715,449,266,854,47,99,,
"Desocupado (051)",1326,,,,,,,1326
"Hombres (052)",23204,5613,4633,10368,779,833,51,927
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",61,53,,,8,,,
"Profes., científicos e intelectuales (054)",2043,1748,,266,20,9,,
"Técnicos de nivel medio y trab. asimilados (055)",1006,627,,322,44,13,,
"Jefes y empleados de oficina (056)",694,687,,4,,3,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",2583,850,12,1514,92,115,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",3245,5,1,2911,328,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",2139,,565,1384,148,42,,
"Obreros construc.,conf.,papel, fab., instr. (060)",4550,691,974,2739,101,45,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",4794,489,2882,795,10,567,51,
"Otra (062)",198,198,,,,,,
"Ocupación no especificada (063)",964,265,199,433,28,39,,
"Desocupado (064)",927,,,,,,,927
"Mujeres (065)",11321,4499,524,3831,226,743,1099,399
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",18,16,,,2,,,
"Profes., científicos e intelectuales (067)",1997,1855,,126,8,8,,
"Técnicos de nivel medio y trab. asimilados (068)",588,419,,131,29,9,,
"Jefes y empleados de oficina (069)",777,761,,12,,4,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",2960,757,21,1634,113,435,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",307,1,1,274,31,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",444,,68,353,6,17,,
"Obreros construc.,conf.,papel, fab., instr. (073)",84,9,13,55,4,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",2992,493,354,825,14,207,1099,
"Otra (075)",4,4,,,,,,
"Ocupación no especificada (076)",751,184,67,421,19,60,,
"Desocupado (077)",399,,,,,,,399
,,,,,,,,
"RURAL (078)",28640,1043,7562,13082,412,5630,277,634
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",16,15,,,1,,,
"Profes., científicos e intelectuales (080)",677,622,,51,3,1,,
"Técnicos de nivel medio y trab. asimilados (081)",113,85,,22,1,4,1,
"Jefes y empleados de oficina (082)",66,66,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",647,68,10,477,6,86,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",12217,1,,11822,394,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",290,,129,147,2,12,,
"Obreros construc.,conf.,papel, fab., instr. (086)",498,59,179,244,3,13,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",13058,79,7183,112,,5408,276,
"Otra (088)",7,7,,,,,,
"Ocupación no especificada (089)",417,41,61,207,2,106,,
"Desocupado (090)",634,,,,,,,634
"Hombres (091)",24800,597,6688,12019,384,4590,10,512
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",12,11,,,1,,,
"Profes., científicos e intelectuales (093)",322,301,,18,3,,,
"Técnicos de nivel medio y trab. asimilados (094)",81,60,,17,1,3,,
