"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",1880,,,,41,95,492,187,1065
"Técnicos de nivel medio ytrab.asimilados (039)",699,1,,62,165,111,230,33,97
"Jefes y empleados de oficina (040)",644,,,13,201,70,173,44,143
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",4147,123,2,1530,1846,165,229,87,165
"Agricult.trabaj. calif.agrop. y pesquros (042)",7604,417,9,4678,2247,85,63,34,71
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1764,28,,543,842,80,132,52,87
"Obreros. construc., conf., papel, fab., instr (044)",2289,20,3,739,1252,96,81,45,53
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",7693,466,29,3981,2847,145,101,69,55
"Otra (046)",40,,,,13,5,12,1,9
"Ocupación no especificada (047)",969,66,1,387,378,35,48,18,36
"Hombres (048)",19764,590,26,8782,7445,585,885,384,1067
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",31,,,5,4,3,7,1,11
"Profes., científicos e intelectuales (050)",984,,,,16,40,246,113,569
"Técnicos de nivel medio ytrab.asimilados (051)",445,,,34,116,77,127,23,68
"Jefes y empleados de oficina (052)",317,,,9,121,37,58,22,70
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",1730,16,,540,861,83,94,50,86
"Agricult.trabaj. calif.agrop. y pesquros (054)",7091,322,9,4390,2129,82,61,30,68
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1488,20,,447,712,66,118,44,81
"Obreros. construc., conf., papel, fab., instr (056)",2245,18,2,716,1240,94,79,44,52
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",4922,202,15,2478,2010,84,57,47,29
"Otra (058)",40,,,,13,5,12,1,9
"Ocupación no especificada (059)",471,12,,163,223,14,26,9,24
"Mujeres (060)",8005,531,18,3156,2392,306,686,187,729
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",9,,,,1,1,3,,4
"Profes., científicos e intelectuales (062)",896,,,,25,55,246,74,496
"Técnicos de nivel medio ytrab.asimilados (063)",254,1,,28,49,34,103,10,29
"Jefes y empleados de oficina (064)",327,,,4,80,33,115,22,73
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",2417,107,2,990,985,82,135,37,79
"Agricult.trabaj. calif.agrop. y pesquros (066)",513,95,,288,118,3,2,4,3
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",276,8,,96,130,14,14,8,6
"Obreros. construc., conf., papel, fab., instr (068)",44,2,1,23,12,2,2,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",2771,264,14,1503,837,61,44,22,26
"Ocupación no especificada (071)",498,54,1,224,155,21,22,9,12
,,,,,,,,,
"RURAL (072)",9148,688,11,6142,2116,65,70,21,35
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",3,,,,1,,1,1,
"Profes., científicos e intelectuales (074)",62,,,,2,14,24,3,19
"Técnicos de nivel medio ytrab.asimilados (075)",26,,,7,12,1,5,,1
"Jefes y empleados de oficina (076)",25,,,1,17,2,3,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",213,13,,129,58,5,6,,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",5292,389,4,3740,1111,26,10,9,3
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",91,2,4,52,29,,1,,3
"Obreros. construc., conf., papel, fab., instr (080)",119,2,,59,55,1,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3132,256,3,2042,790,15,18,5,3
"Ocupación no especificada (083)",185,26,,112,41,1,,2,3
"Hombres (084)",7949,498,9,5384,1911,53,52,17,25
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",3,,,,1,,1,1,
"Profes., científicos e intelectuales (086)",46,,,,1,11,20,1,13
"Técnicos de nivel medio ytrab.asimilados (087)",19,,,5,11,1,1,,1
"Jefes y empleados de oficina (088)",19,,,1,15,1,,1,1
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",74,2,,38,29,2,2,,1
"Agricult.trabaj. calif.agrop. y pesquros (090)",5138,363,2,3634,1093,25,9,9,3
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",75,1,4,40,26,,1,,3
"Obreros. construc., conf., papel, fab., instr (092)",116,2,,59,52,1,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2373,126,3,1553,657,11,16,5,2
"Ocupación no especificada (095)",86,4,,54,26,1,,,1
"Mujeres (096)",1199,190,2,758,205,12,18,4,10
"Profes., científicos e intelectuales (098)",16,,,,1,3,4,2,6
"Técnicos de nivel medio ytrab.asimilados (099)",7,,,2,1,,4,,
"Jefes y empleados de oficina (100)",6,,,,2,1,3,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",139,11,,91,29,3,4,,1
"Agricult.trabaj. calif.agrop. y pesquros (102)",154,26,2,106,18,1,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",16,1,,12,3,,,,
"Obreros. construc., conf., papel, fab., instr (104)",3,,,,3,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",759,130,,489,133,4,2,,1
"Ocupación no especificada (107)",99,22,,58,15,,,2,2
