"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",164,13,,67,63,6,10,1,4
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,1,1,,,,
"Comercio al por mayor (053)",3,,,2,1,,,,
"Comercio al por menor (054)",159,13,,64,61,6,10,1,4
"Hoteles y restaurantes (055)",86,2,1,32,37,6,3,3,2
"Trans., almac. y comunicaciones (056)",8,,,1,2,1,3,,1
"Intermediación financiera (057)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (058)",13,,,,3,3,4,1,2
"Admin.pub. y defensa; p. segur.soc.afil (059)",64,,,9,14,6,18,7,10
"Enseñanza (060)",95,,,,16,5,29,4,41
"Servicios sociales y de salud (061)",36,,,1,3,1,14,2,15
"Otras activ. serv.comun.soc y personales (062)",9,,,,3,2,,2,2
"Hogares privados con servicio doméstico (063)",23,,,9,9,,3,1,1
"Actividad economica no especificada (065)",25,2,,8,5,1,3,1,5
,,,,,,,,,
"URBANA (066)",3041,170,3,969,1082,180,289,98,250
"Agric., ganadería, caza y silvicultura (067)",1871,142,1,770,659,88,103,38,70
"Industrias manufactureras (070)",50,3,,12,22,4,5,1,3
"Suministro de electricidad, gas y agua (071)",22,2,,2,11,1,5,,1
"Construcción (072)",211,4,,33,119,20,18,8,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",231,15,1,82,86,15,22,3,7
"Venta, mant.y rep. veh.autom.y motoc. (074)",23,,1,5,10,1,3,2,1
"Comercio al por mayor (075)",3,,,2,1,,,,
"Comercio al por menor (076)",205,15,,75,75,14,19,1,6
"Hoteles y restaurantes (077)",92,2,1,33,40,6,4,3,3
"Trans., almac. y comunicaciones (078)",79,,,2,43,6,18,4,6
"Intermediación financiera (079)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (080)",37,,,,3,6,8,3,17
"Admin.pub. y defensa; p. segur.soc.afil (081)",183,,,15,47,17,47,25,32
"Enseñanza (082)",137,,,,18,7,30,7,75
"Servicios sociales y de salud (083)",40,,,1,5,2,17,,15
"Otras activ. serv.comun.soc y personales (084)",20,,,2,4,5,1,4,4
"Hogares privados con servicio doméstico (085)",24,,,8,11,,3,1,1
"Actividad economica no especificada (087)",43,2,,9,14,3,8,1,6
"Hombres (088)",1736,45,2,461,705,130,177,68,148
"Agric., ganadería, caza y silvicultura (089)",1078,36,1,395,432,72,69,28,45
"Industrias manufactureras (092)",35,2,,7,18,2,3,1,2
"Suministro de electricidad, gas y agua (093)",8,,,,5,,2,,1
"Construcción (094)",189,4,,23,111,19,17,8,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",83,3,1,21,31,9,12,2,4
"Venta, mant.y rep. veh.autom.y motoc. (096)",21,,1,4,9,1,3,2,1
"Comercio al por menor (098)",62,3,,17,22,8,9,,3
"Hoteles y restaurantes (099)",11,,,2,6,,2,,1
"Trans., almac. y comunicaciones (100)",71,,,1,41,5,15,4,5
"Activid.inmobil., empres. y de alquiler (102)",26,,,,1,3,5,2,15
"Admin.pub. y defensa; p. segur.soc.afil (103)",123,,,7,35,11,30,18,22
"Enseñanza (104)",64,,,,9,3,10,3,39
"Servicios sociales y de salud (105)",13,,,,2,1,6,,4
"Otras activ. serv.comun.soc y personales (106)",12,,,2,2,3,1,2,2
"Hogares privados con servicio doméstico (107)",3,,,,3,,,,
"Actividad economica no especificada (109)",20,,,3,9,2,5,,1
"Mujeres (110)",1305,125,1,508,377,50,112,30,102
"Agric., ganadería, caza y silvicultura (111)",793,106,,375,227,16,34,10,25
"Industrias manufactureras (114)",15,1,,5,4,2,2,,1
"Suministro de electricidad, gas y agua (115)",14,2,,2,6,1,3,,
"Construcción (116)",22,,,10,8,1,1,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",148,12,,61,55,6,10,1,3
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,1,1,,,,
"Comercio al por mayor (119)",3,,,2,1,,,,
"Comercio al por menor (120)",143,12,,58,53,6,10,1,3
"Hoteles y restaurantes (121)",81,2,1,31,34,6,2,3,2
"Trans., almac. y comunicaciones (122)",8,,,1,2,1,3,,1
"Intermediación financiera (123)",1,,,,,,,,1
"Activid.inmobil., empres. y de alquiler (124)",11,,,,2,3,3,1,2
"Admin.pub. y defensa; p. segur.soc.afil (125)",60,,,8,12,6,17,7,10
"Enseñanza (126)",73,,,,9,4,20,4,36
"Servicios sociales y de salud (127)",27,,,1,3,1,11,,11
"Otras activ. serv.comun.soc y personales (128)",8,,,,2,2,,2,2
"Hogares privados con servicio doméstico (129)",21,,,8,8,,3,1,1
"Actividad economica no especificada (131)",23,2,,6,5,1,3,1,5
,,,,,,,,,
"RURAL (132)",1007,90,,467,317,21,61,15,36
"Agric., ganadería, caza y silvicultura (133)",813,87,,436,237,15,26,8,4
"Pesca (134)",3,,,1,2,,,,
"Explotación de minas y canteras (135)",3,,,1,2,,,,
"Industrias manufactureras (136)",9,1,,3,3,,2,,
"Construcción (138)",31,1,,8,17,,2,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",30,1,,10,16,1,,1,1
"Comercio al por mayor (141)",1,,,,,,,1,
"Comercio al por menor (142)",29,1,,10,16,1,,,1
"Hoteles y restaurantes (143)",7,,,1,5,,1,,
"Trans., almac. y comunicaciones (144)",7,,,1,3,,1,,2
"Activid.inmobil., empres. y de alquiler (146)",7,,,,1,,2,1,3
"Admin.pub. y defensa; p. segur.soc.afil (147)",43,,,2,19,4,7,1,10
"Enseñanza (148)",33,,,,8,1,15,1,8
"Servicios sociales y de salud (149)",14,,,1,,,5,2,6
"Otras activ. serv.comun.soc y personales (150)",2,,,,2,,,,
"Hogares privados con servicio doméstico (151)",2,,,1,1,,,,
"Actividad economica no especificada (153)",3,,,2,1,,,,
"Hombres (154)",596,19,,261,230,16,35,10,25
"Agric., ganadería, caza y silvicultura (155)",466,17,,242,173,11,15,5,3
"Pesca (156)",3,,,1,2,,,,
"Explotación de minas y canteras (157)",3,,,1,2,,,,
"Industrias manufactureras (158)",8,1,,2,3,,2,,
"Construcción (160)",31,1,,8,17,,2,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",14,,,4,8,1,,1,
"Comercio al por mayor (163)",1,,,,,,,1,
"Comercio al por menor (164)",13,,,4,8,1,,,
"Hoteles y restaurantes (165)",2,,,,2,,,,
"Trans., almac. y comunicaciones (166)",7,,,1,3,,1,,2
"Activid.inmobil., empres. y de alquiler (168)",5,,,,,,1,1,3
"Admin.pub. y defensa; p. segur.soc.afil (169)",39,,,1,17,4,6,1,10
"Enseñanza (170)",11,,,,1,,6,1,3
"Servicios sociales y de salud (171)",5,,,1,,,2,,2
"Otras activ. serv.comun.soc y personales (172)",1,,,,1,,,,
"Actividad economica no especificada (175)",1,,,,1,,,,
"Mujeres (176)",411,71,,206,87,5,26,5,11
"Agric., ganadería, caza y silvicultura (177)",347,70,,194,64,4,11,3,1
"Industrias manufactureras (180)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",16,1,,6,8,,,,1
"Comercio al por menor (186)",16,1,,6,8,,,,1
"Hoteles y restaurantes (187)",5,,,1,3,,1,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,1,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",4,,,1,2,,1,,
"Enseñanza (192)",22,,,,7,1,9,,5
"Servicios sociales y de salud (193)",9,,,,,,3,2,4
"Otras activ. serv.comun.soc y personales (194)",1,,,,1,,,,
"Hogares privados con servicio doméstico (195)",2,,,1,1,,,,
"Actividad economica no especificada (197)",2,,,2,,,,,
