"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TALARA (000)",35679,33295,136,7703,8229,6455,6531,2622,1074,545,2384,103732
"De 12 a 14 años (001)",47,17,2,11,4,,,,,,30,19
"De 15 a 19 años (002)",934,790,13,683,83,8,3,,,,144,885
"De 20 a 24 años (003)",3810,3154,15,2152,782,169,32,4,,,656,4378
"De 25 a 29 años (004)",4663,4132,12,1704,1600,603,202,9,2,,531,7634
"De 30 a 34 años (005)",4346,4085,14,940,1466,1030,563,64,7,1,261,9807
"De 35 a 39 años (006)",4073,3922,11,567,1201,1114,846,156,23,4,151,11180
"De 40 a 44 años (007)",4020,3866,10,424,1020,1058,1044,260,41,9,154,12233
"De 45 a 49 años (008)",3626,3497,15,360,742,884,994,385,86,31,129,12318
"De 50 y más años (009)",10160,9832,44,862,1331,1589,2847,1744,915,500,328,45278
"Conviviente (010)",9458,9126,49,3057,2547,1505,1311,456,145,56,332,23081
"De 12 a 14 años (011)",35,9,1,6,2,,,,,,26,10
"De 15 a 19 años (012)",685,563,11,479,64,7,2,,,,122,636
"De 20 a 24 años (013)",1957,1865,9,1208,514,112,20,2,,,92,2667
"De 25 a 29 años (014)",2020,1977,7,721,789,325,127,6,2,,43,3865
"De 30 a 34 años (015)",1516,1496,6,289,504,392,266,34,4,1,20,3856
"De 35 a 39 años (016)",1066,1053,3,134,294,287,258,63,12,2,13,3225
"De 40 a 44 años (017)",791,785,2,76,176,165,254,88,19,5,6,2794
"De 45 a 49 años (018)",548,543,4,56,109,100,144,106,18,6,5,2105
"De 50 y más años (019)",840,835,6,88,95,117,240,157,90,42,5,3923
"Separado(a) (020)",2502,2461,5,759,611,384,445,183,48,26,41,6932
"De 15 a 19 años (022)",63,54,,48,6,,,,,,9,60
