"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"Separado(a) (020)",18063,17817,316,5721,3920,2740,2912,1349,540,319,246,51318
"De 12 a 14 años (021)",21,9,6,1,2,,,,,,12,5
"De 15 a 19 años (022)",390,350,51,282,13,3,1,,,,40,321
"De 20 a 24 años (023)",1369,1321,30,1014,224,40,11,2,,,48,1642
"De 25 a 29 años (024)",1902,1868,35,1068,506,194,60,5,,,34,2939
"De 30 a 34 años (025)",2247,2220,33,951,665,360,186,23,2,,27,4303
"De 35 a 39 años (026)",2394,2373,27,769,680,451,379,60,7,,21,5552
"De 40 a 44 años (027)",2286,2268,27,526,582,486,472,135,36,4,18,6410
"De 45 a 49 años (028)",1990,1982,23,387,444,389,458,206,54,21,8,6453
"De 50 y más años (029)",5464,5426,84,723,804,817,1345,918,441,294,38,23693
"Casado(a) (030)",92949,92019,3064,12659,20741,18743,20110,8725,4521,3456,930,332070
"De 12 a 14 años (031)",31,18,8,2,8,,,,,,13,18
"De 15 a 19 años (032)",621,526,159,296,51,16,4,,,,95,462
"De 20 a 24 años (033)",3383,3216,435,1824,739,174,41,3,,,167,4012
"De 25 a 29 años (034)",7169,6992,639,2849,2279,895,303,23,4,,177,11554
"De 30 a 34 años (035)",10368,10237,478,2525,3836,2107,1122,142,17,10,131,22442
"De 35 a 39 años (036)",12284,12186,344,1637,4132,3339,2258,393,69,14,98,32812
"De 40 a 44 años (037)",12390,12318,265,1098,3299,3565,3058,747,234,52,72,38966
"De 45 a 49 años (038)",11607,11556,209,803,2543,3026,3379,1107,351,138,51,41269
"De 50 y más años (039)",35096,34970,527,1625,3854,5621,9945,6310,3846,3242,126,180535
"Viudo(a) (040)",16113,15971,260,1023,1552,1759,3648,3122,2356,2251,142,91884
"De 12 a 14 años (041)",1,1,,,1,,,,,,,2
"De 15 a 19 años (042)",33,23,5,10,,4,4,,,,10,38
"De 20 a 24 años (043)",49,47,1,30,9,2,3,2,,,2,81
"De 25 a 29 años (044)",99,97,2,44,34,8,8,,1,,2,178
"De 30 a 34 años (045)",182,175,4,54,52,35,25,3,1,1,7,405
"De 35 a 39 años (046)",313,303,3,65,80,69,59,20,7,,10,876
"De 40 a 44 años (047)",532,526,13,62,119,116,150,52,9,5,6,1775
"De 45 a 49 años (048)",798,792,11,78,170,177,217,99,25,15,6,2898
"De 50 y más años (049)",14106,14007,221,680,1087,1348,3182,2946,2313,2230,99,85631
"Divorciado(a) (050)",1671,1636,83,400,423,297,246,114,54,19,35,4599
"De 15 a 19 años (052)",9,6,5,,1,,,,,,3,2
"De 20 a 24 años (053)",26,18,7,5,4,2,,,,,8,19
"De 25 a 29 años (054)",63,63,5,40,14,3,1,,,,,82
"De 30 a 34 años (055)",124,118,12,46,46,10,4,,,,6,186
"De 35 a 39 años (056)",184,179,7,76,47,30,16,2,1,,5,349
"De 40 a 44 años (057)",211,209,11,57,72,43,20,4,2,,2,458
"De 45 a 49 años (058)",227,221,8,56,69,46,33,5,2,2,6,540
"De 50 y más años (059)",827,822,28,120,170,163,172,103,49,17,5,2963
"Soltero(a) (060)",115115,99677,87111,7848,2750,1245,723,,,,15438,19975
"De 12 a 14 años (061)",23581,23575,23542,29,4,,,,,,6,37
"De 15 a 19 años (062)",34838,34828,34376,418,19,13,2,,,,10,503
"De 20 a 24 años (063)",20542,16039,14527,1290,192,21,9,,,,4503,1773
"De 25 a 29 años (064)",11238,6991,5145,1416,322,87,21,,,,4247,2405
"De 30 a 34 años (065)",6662,4432,2576,1216,421,163,56,,,,2230,2771
"De 35 a 39 años (066)",4897,3497,1809,964,436,198,90,,,,1400,2790
"De 40 a 44 años (067)",3670,2697,1304,731,369,192,101,,,,973,2449
"De 45 a 49 años (068)",2874,2198,1025,577,291,187,118,,,,676,2192
"De 50 y más años (069)",6813,5420,2807,1207,696,384,326,,,,1393,5055
,,,,,,,,,,,,
"URBANA (080)",290811,273553,90453,43229,42985,32909,34615,15410,7998,5954,17258,613964
"De 12 a 14 años (081)",22081,21969,21899,52,18,,,,,,112,88
"De 15 a 19 años (082)",37465,36905,33741,2802,293,56,13,,,,560,3608
"De 20 a 24 años (083)",33924,29055,15838,9241,3205,623,131,17,,,4869,18182
"De 25 a 29 años (084)",30344,25910,6401,9388,6595,2561,900,56,9,,4434,34457
"De 30 a 34 años (085)",28827,26448,3400,7042,8443,4646,2575,302,27,13,2379,51072
"De 35 a 39 años (086)",27144,25645,2320,4625,7465,5947,4366,761,140,21,1499,62379
"De 40 a 44 años (087)",24148,23101,1732,3056,5606,5609,5231,1411,384,72,1047,66829
"De 45 a 49 años (088)",20749,20032,1347,2254,4179,4488,5103,1888,573,200,717,65400
"De 50 y más años (089)",66129,64488,3775,4769,7181,8979,16296,10975,6865,5648,1641,311949
"Conviviente (090)",60652,59213,4634,16758,14800,9297,8571,3125,1313,715,1439,150820
"De 12 a 14 años (091)",167,84,55,26,3,,,,,,83,32
"De 15 a 19 años (092)",3675,3257,1138,1877,217,22,3,,,,418,2389
"De 20 a 24 años (093)",9871,9445,1442,5336,2158,421,78,10,,,426,11311
"De 25 a 29 años (094)",10998,10775,782,4226,3658,1506,561,38,4,,223,18685
"De 30 a 34 años (095)",10359,10235,429,2424,3665,2187,1339,174,13,4,124,23269
"De 35 a 39 años (096)",8243,8181,236,1235,2315,2089,1857,362,74,13,62,23255
"De 40 a 44 años (097)",6096,6052,176,675,1306,1407,1708,595,154,31,44,20406
"De 45 a 49 años (098)",4177,4159,136,412,751,802,1176,601,219,62,18,15863
"De 50 y más años (099)",7066,7025,240,547,727,863,1849,1345,849,605,41,35610
"Separado(a) (100)",17154,16926,299,5399,3767,2610,2783,1276,515,277,228,48561
"De 12 a 14 años (101)",21,9,6,1,2,,,,,,12,5
"De 15 a 19 años (102)",368,330,50,264,12,3,1,,,,38,301
"De 20 a 24 años (103)",1281,1236,26,950,209,38,11,2,,,45,1542
"De 25 a 29 años (104)",1801,1769,33,1014,478,184,56,4,,,32,2777
"De 30 a 34 años (105)",2123,2100,32,889,639,339,179,20,2,,23,4079
"De 35 a 39 años (106)",2273,2254,25,731,654,429,352,56,7,,19,5253
"De 40 a 44 años (107)",2162,2145,23,494,555,460,451,126,33,3,17,6061
"De 45 a 49 años (108)",1902,1894,23,360,428,373,441,195,53,21,8,6190
"De 50 y más años (109)",5223,5189,81,696,790,784,1292,873,420,253,34,22353
"Casado(a) (110)",87054,86182,2909,12055,19812,17783,18828,7943,3949,2903,872,304839
"De 12 a 14 años (111)",28,17,8,1,8,,,,,,11,17
"De 15 a 19 años (112)",537,456,140,255,44,14,3,,,,81,397
"De 20 a 24 años (113)",3046,2893,410,1667,642,139,32,3,,,153,3520
"De 25 a 29 años (114)",6631,6461,615,2688,2108,776,256,14,4,,170,10429
"De 30 a 34 años (115)",9688,9563,460,2448,3635,1919,976,106,11,8,125,20470
"De 35 a 39 años (116)",11465,11375,328,1583,3943,3140,1999,321,53,8,90,29975
"De 40 a 44 años (117)",11666,11596,253,1060,3198,3403,2821,641,187,33,70,35909
"De 45 a 49 años (118)",10940,10892,203,784,2479,2914,3137,994,276,105,48,37969
"De 50 y más años (119)",33053,32929,492,1569,3755,5478,9604,5864,3418,2749,124,166153
"Viudo(a) (120)",15213,15085,243,990,1497,1701,3488,2955,2169,2042,128,85749
"De 12 a 14 años (121)",1,1,,,1,,,,,,,2
"De 15 a 19 años (122)",33,23,5,10,,4,4,,,,10,38
"De 20 a 24 años (123)",47,45,1,29,9,2,2,2,,,2,75
"De 25 a 29 años (124)",90,88,2,42,27,8,8,,1,,2,162
"De 30 a 34 años (125)",167,161,3,52,49,32,21,2,1,1,6,366
"De 35 a 39 años (126)",298,289,3,63,79,65,54,20,5,,9,822
"De 40 a 44 años (127)",488,483,13,60,112,107,133,45,8,5,5,1600
"De 45 a 49 años (128)",759,754,11,76,166,171,203,93,23,11,5,2713
"De 50 y más años (129)",13330,13241,205,658,1054,1312,3063,2793,2131,2025,89,79971
"Divorciado(a) (130)",1641,1608,80,396,416,294,242,111,52,17,33,4494
"De 15 a 19 años (132)",9,6,5,,1,,,,,,3,2
"De 20 a 24 años (133)",24,17,7,4,4,2,,,,,7,18
"De 25 a 29 años (134)",60,60,5,39,12,3,1,,,,,77
"De 30 a 34 años (135)",122,117,11,46,46,10,4,,,,5,186
"De 35 a 39 años (136)",181,176,7,74,47,29,16,2,1,,5,344
"De 40 a 44 años (137)",209,207,10,57,71,43,20,4,2,,2,456
"De 45 a 49 años (138)",224,218,7,56,69,45,33,5,2,1,6,526
"De 50 y más años (139)",812,807,28,120,166,162,168,100,47,16,5,2885
"Soltero(a) (140)",109097,94539,82288,7631,2693,1224,703,,,,14558,19501
"De 12 a 14 años (141)",21864,21858,21830,24,4,,,,,,6,32
"De 15 a 19 años (142)",32843,32833,32403,396,19,13,2,,,,10,481
"De 20 a 24 años (143)",19655,15419,13952,1255,183,21,8,,,,4236,1716
"De 25 a 29 años (144)",10764,6757,4964,1379,312,84,18,,,,4007,2327
"De 30 a 34 años (145)",6368,4272,2465,1183,409,159,56,,,,2096,2702
"De 35 a 39 años (146)",4684,3370,1721,939,427,195,88,,,,1314,2730
"De 40 a 44 años (147)",3527,2618,1257,710,364,189,98,,,,909,2397
"De 45 a 49 años (148)",2747,2115,967,566,286,183,113,,,,632,2139
"De 50 y más años (149)",6645,5297,2729,1179,689,380,320,,,,1348,4977
,,,,,,,,,,,,
"RURAL (160)",18128,17069,5292,2217,2234,1813,2330,1311,960,912,1059,49439
"De 12 a 14 años (161)",1727,1723,1716,7,,,,,,,4,7
"De 15 a 19 años (162)",2426,2378,2093,248,31,5,1,,,,48,329
"De 20 a 24 años (163)",2013,1705,668,609,323,84,21,,,,308,1595
"De 25 a 29 años (164)",1885,1624,244,486,500,271,111,12,,,261,2849
"De 30 a 34 años (165)",1774,1615,151,303,441,366,278,64,10,2,159,3985
"De 35 a 39 años (166)",1763,1665,126,178,377,361,464,115,36,8,98,5179
"De 40 a 44 años (167)",1482,1412,71,132,227,281,420,178,74,29,70,5350
"De 45 a 49 años (168)",1264,1214,72,90,130,190,383,190,108,51,50,5335
"De 50 y más años (169)",3794,3733,151,164,205,255,652,752,732,822,61,24810
"Conviviente (170)",4376,4289,277,1037,1033,641,735,286,174,106,87,12737
"De 12 a 14 años (171)",7,5,4,1,,,,,,,2,1
"De 15 a 19 años (172)",325,293,100,167,23,3,,,,,32,222
"De 20 a 24 años (173)",697,674,64,351,202,47,10,,,,23,939
"De 25 a 29 años (174)",760,748,37,231,282,139,57,2,,,12,1463
"De 30 a 34 años (175)",659,646,19,129,199,150,121,24,4,,13,1681
"De 35 a 39 años (176)",592,591,20,57,152,132,171,39,18,2,1,1924
"De 40 a 44 años (177)",445,443,7,39,86,81,142,56,23,9,2,1715
"De 45 a 49 años (178)",340,338,7,31,41,51,105,60,30,13,2,1520
"De 50 y más años (179)",551,551,19,31,48,38,129,105,99,82,,3272
"Separado(a) (180)",909,891,17,322,153,130,129,73,25,42,18,2757
"De 15 a 19 años (182)",22,20,1,18,1,,,,,,2,20
"De 20 a 24 años (183)",88,85,4,64,15,2,,,,,3,100
"De 25 a 29 años (184)",101,99,2,54,28,10,4,1,,,2,162
"De 30 a 34 años (185)",124,120,1,62,26,21,7,3,,,4,224
"De 35 a 39 años (186)",121,119,2,38,26,22,27,4,,,2,299
"De 40 a 44 años (187)",124,123,4,32,27,26,21,9,3,1,1,349
"De 45 a 49 años (188)",88,88,,27,16,16,17,11,1,,,263
"De 50 y más años (189)",241,237,3,27,14,33,53,45,21,41,4,1340
"Casado(a) (190)",5895,5837,155,604,929,960,1282,782,572,553,58,27231
"De 12 a 14 años (191)",3,1,,1,,,,,,,2,1
"De 15 a 19 años (192)",84,70,19,41,7,2,1,,,,14,65
"De 20 a 24 años (193)",337,323,25,157,97,35,9,,,,14,492
"De 25 a 29 años (194)",538,531,24,161,171,119,47,9,,,7,1125
"De 30 a 34 años (195)",680,674,18,77,201,188,146,36,6,2,6,1972
"De 35 a 39 años (196)",819,811,16,54,189,199,259,72,16,6,8,2837
"De 40 a 44 años (197)",724,722,12,38,101,162,237,106,47,19,2,3057
"De 45 a 49 años (198)",667,664,6,19,64,112,242,113,75,33,3,3300
"De 50 y más años (199)",2043,2041,35,56,99,143,341,446,428,493,2,14382
"Viudo(a) (200)",900,886,17,33,55,58,160,167,187,209,14,6135
"De 20 a 24 años (203)",2,2,,1,,,1,,,,,6
"De 25 a 29 años (204)",9,9,,2,7,,,,,,,16
"De 30 a 34 años (205)",15,14,1,2,3,3,4,1,,,1,39
"De 35 a 39 años (206)",15,14,,2,1,4,5,,2,,1,54
"De 40 a 44 años (207)",44,43,,2,7,9,17,7,1,,1,175
"De 45 a 49 años (208)",39,38,,2,4,6,14,6,2,4,1,185
"De 50 y más años (209)",776,766,16,22,33,36,119,153,182,205,10,5660
"Divorciado(a) (210)",30,28,3,4,7,3,4,3,2,2,2,105
"De 20 a 24 años (213)",2,1,,1,,,,,,,1,1
"De 25 a 29 años (214)",3,3,,1,2,,,,,,,5
"De 30 a 34 años (215)",2,1,1,,,,,,,,1,
"De 35 a 39 años (216)",3,3,,2,,1,,,,,,5
"De 40 a 44 años (217)",2,2,1,,1,,,,,,,2
"De 45 a 49 años (218)",3,3,1,,,1,,,,1,,14
"De 50 y más años (219)",15,15,,,4,1,4,3,2,1,,78
"Soltero(a) (220)",6018,5138,4823,217,57,21,20,,,,880,474
"De 12 a 14 años (221)",1717,1717,1712,5,,,,,,,,5
"De 15 a 19 años (222)",1995,1995,1973,22,,,,,,,,22
"De 20 a 24 años (223)",887,620,575,35,9,,1,,,,267,57
"De 25 a 29 años (224)",474,234,181,37,10,3,3,,,,240,78
"De 30 a 34 años (225)",294,160,111,33,12,4,,,,,134,69
"De 35 a 39 años (226)",213,127,88,25,9,3,2,,,,86,60
"De 40 a 44 años (227)",143,79,47,21,5,3,3,,,,64,52
"De 45 a 49 años (228)",127,83,58,11,5,4,5,,,,44,53
"De 50 y más años (229)",168,123,78,28,7,4,6,,,,45,78
