"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANDAHUAYLAS (000)",37097,203,790,1912,3431,7397,14002,9362
"De 12 a 14 años (001)",75,,,,,,8,67
"De 15 a 19 años (002)",981,,,,,,576,405
"De 20 a 24 años (003)",3949,,,,,5,2376,1568
"De 25 a 29 años (004)",4595,,,,,158,3090,1347
"De 30 a 34 años (005)",4658,,,,1,666,3054,937
"De 35 a 39 años (006)",4561,,,,33,1268,2520,740
"De 40 a 44 años (007)",3683,,,,117,1510,1467,589
"De 45 a 49 años (008)",2997,,,9,328,1489,742,429
"De 50 y más años (009)",11598,203,790,1903,2952,2301,169,3280
"Conviviente (010)",7694,3,26,71,183,780,4587,2044
"De 12 a 14 años (011)",54,,,,,,2,52
"De 15 a 19 años (012)",624,,,,,,361,263
"De 20 a 24 años (013)",1926,,,,,3,1291,632
"De 25 a 29 años (014)",1714,,,,,59,1197,458
"De 30 a 34 años (015)",1283,,,,1,143,899,240
"De 35 a 39 años (016)",812,,,,1,162,518,131
"De 40 a 44 años (017)",465,,,,19,144,232,70
"De 45 a 49 años (018)",278,,,,29,133,72,44
"De 50 y más años (019)",538,3,26,71,133,136,15,154
"Separado(a) (020)",1850,7,14,44,158,394,725,508
"De 12 a 14 años (021)",3,,,,,,3,
"De 15 a 19 años (022)",98,,,,,,68,30
"De 20 a 24 años (023)",273,,,,,,186,87
"De 25 a 29 años (024)",246,,,,,16,158,72
"De 30 a 34 años (025)",242,,,,,47,134,61
"De 35 a 39 años (026)",261,,,,5,87,102,67
"De 40 a 44 años (027)",189,,,,9,89,47,44
"De 45 a 49 años (028)",165,,,,32,75,22,36
"De 50 y más años (029)",373,7,14,44,112,80,5,111
"Casado(a) (030)",20315,43,250,900,2133,5447,7976,3566
"De 12 a 14 años (031)",7,,,,,,,7
"De 15 a 19 años (032)",167,,,,,,92,75
"De 20 a 24 años (033)",999,,,,,1,731,267
"De 25 a 29 años (034)",1985,,,,,71,1582,332
"De 30 a 34 años (035)",2690,,,,,421,1891,378
"De 35 a 39 años (036)",3158,,,,20,933,1808,397
"De 40 a 44 años (037)",2684,,,,72,1160,1118,334
"De 45 a 49 años (038)",2190,,,7,207,1113,619,244
"De 50 y más años (039)",6435,43,250,893,1834,1748,135,1532
"Viudo(a) (040)",4449,144,477,835,847,551,181,1414
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",9,,,,,,5,4
"De 20 a 24 años (043)",9,,,,,,8,1
"De 25 a 29 años (044)",28,,,,,2,15,11
"De 30 a 34 años (045)",68,,,,,15,31,22
"De 35 a 39 años (046)",93,,,,1,34,37,21
