"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia TUMBES (000)",108477,14351,22227,23626,19678,13842,14753
"Conviviente (001)",29011,451,5866,10056,6790,3504,2344
"Separado(a) (002)",4566,33,537,1048,1142,975,831
"Casado(a) (003)",32815,68,1610,6567,9038,7604,7928
"Viudo(a) (004)",3143,2,13,73,204,371,2480
"Divorciado(a) (005)",364,,24,46,67,110,117
"Soltero(a) (006)",38578,13797,14177,5836,2437,1278,1053
"Hombres (008)",55764,7272,11620,11745,10008,7330,7789
"Conviviente (009)",14184,136,2133,4870,3639,2021,1385
"Separado(a) (010)",1439,11,111,270,348,344,355
"Casado(a) (011)",16314,30,482,2761,4358,4058,4625
"Viudo(a) (012)",949,1,,16,61,94,777
"Divorciado(a) (013)",151,,11,19,25,44,52
"Soltero(a) (014)",22727,7094,8883,3809,1577,769,595
"Mujeres (016)",52713,7079,10607,11881,9670,6512,6964
"Conviviente (017)",14827,315,3733,5186,3151,1483,959
"Separado(a) (018)",3127,22,426,778,794,631,476
"Casado(a) (019)",16501,38,1128,3806,4680,3546,3303
"Viudo(a) (020)",2194,1,13,57,143,277,1703
"Divorciado(a) (021)",213,,13,27,42,66,65
"Soltero(a) (022)",15851,6703,5294,2027,860,509,458
,,,,,,,
"URBANA (024)",99710,13174,20493,21854,18203,12782,13204
"Conviviente (025)",27034,422,5486,9416,6374,3246,2090
"Separado(a) (026)",4313,31,514,994,1073,931,770
"Casado(a) (027)",29830,62,1448,5999,8291,6985,7045
"Viudo(a) (028)",2863,2,13,71,182,342,2253
"Divorciado(a) (029)",350,,22,44,66,107,111
"Soltero(a) (030)",35320,12657,13010,5330,2217,1171,935
"Hombres (032)",51142,6694,10714,10823,9236,6763,6912
"Conviviente (033)",13217,126,2008,4549,3416,1876,1242
"Separado(a) (034)",1368,10,111,261,329,327,330
"Casado(a) (035)",14818,27,439,2525,3992,3736,4099
"Viudo(a) (036)",835,1,,15,53,85,681
"Divorciado(a) (037)",142,,10,18,24,43,47
"Soltero(a) (038)",20762,6530,8146,3455,1422,696,513
"Mujeres (040)",48568,6480,9779,11031,8967,6019,6292
"Conviviente (041)",13817,296,3478,4867,2958,1370,848
"Separado(a) (042)",2945,21,403,733,744,604,440
"Casado(a) (043)",15012,35,1009,3474,4299,3249,2946
"Viudo(a) (044)",2028,1,13,56,129,257,1572
"Divorciado(a) (045)",208,,12,26,42,64,64
"Soltero(a) (046)",14558,6127,4864,1875,795,475,422
,,,,,,,
"RURAL (048)",8767,1177,1734,1772,1475,1060,1549
"Conviviente (049)",1977,29,380,640,416,258,254
"Separado(a) (050)",253,2,23,54,69,44,61
"Casado(a) (051)",2985,6,162,568,747,619,883
"Viudo(a) (052)",280,,,2,22,29,227
"Divorciado(a) (053)",14,,2,2,1,3,6
"Soltero(a) (054)",3258,1140,1167,506,220,107,118
"Hombres (056)",4622,578,906,922,772,567,877
"Conviviente (057)",967,10,125,321,223,145,143
"Separado(a) (058)",71,1,,9,19,17,25
"Casado(a) (059)",1496,3,43,236,366,322,526
"Viudo(a) (060)",114,,,1,8,9,96
"Divorciado(a) (061)",9,,1,1,1,1,5
"Soltero(a) (062)",1965,564,737,354,155,73,82
"Mujeres (064)",4145,599,828,850,703,493,672
"Conviviente (065)",1010,19,255,319,193,113,111
"Separado(a) (066)",182,1,23,45,50,27,36
"Casado(a) (067)",1489,3,119,332,381,297,357
"Viudo(a) (068)",166,,,1,14,20,131
"Divorciado(a) (069)",5,,1,1,,2,1
"Soltero(a) (070)",1293,576,430,152,65,34,36
