"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ZARUMILLA (000)",30817,4543,6993,7226,5382,3469,3204
"Conviviente (001)",10525,187,2288,3904,2427,1053,666
"Separado(a) (002)",1399,11,164,312,345,299,268
"Casado(a) (003)",7174,28,411,1524,1977,1684,1550
"Viudo(a) (004)",714,1,8,19,65,124,497
"Divorciado(a) (005)",74,,6,8,14,23,23
"Soltero(a) (006)",10931,4316,4116,1459,554,286,200
"Hombres (008)",16424,2299,3778,3743,2875,1914,1815
"Conviviente (009)",5249,63,828,1973,1350,617,418
"Separado(a) (010)",500,4,26,77,134,125,134
"Casado(a) (011)",3683,12,123,674,1000,925,949
"Viudo(a) (012)",225,,2,2,21,42,158
"Divorciado(a) (013)",34,,1,2,6,10,15
"Soltero(a) (014)",6733,2220,2798,1015,364,195,141
"Mujeres (016)",14393,2244,3215,3483,2507,1555,1389
"Conviviente (017)",5276,124,1460,1931,1077,436,248
"Separado(a) (018)",899,7,138,235,211,174,134
"Casado(a) (019)",3491,16,288,850,977,759,601
"Viudo(a) (020)",489,1,6,17,44,82,339
"Divorciado(a) (021)",40,,5,6,8,13,8
"Soltero(a) (022)",4198,2096,1318,444,190,91,59
,,,,,,,
"URBANA (024)",28056,4129,6387,6628,4937,3181,2794
"Conviviente (025)",9636,168,2082,3619,2235,966,566
"Separado(a) (026)",1287,11,156,297,319,273,231
"Casado(a) (027)",6469,24,363,1361,1814,1545,1362
"Viudo(a) (028)",633,1,8,17,58,116,433
"Divorciado(a) (029)",69,,6,7,14,21,21
"Soltero(a) (030)",9962,3925,3772,1327,497,260,181
"Hombres (032)",14884,2089,3461,3413,2612,1752,1557
"Conviviente (033)",4804,60,768,1822,1236,565,353
"Separado(a) (034)",439,4,24,71,120,113,107
"Casado(a) (035)",3327,10,108,604,920,855,830
"Viudo(a) (036)",191,,2,2,19,37,131
"Divorciado(a) (037)",31,,1,2,6,9,13
"Soltero(a) (038)",6092,2015,2558,912,311,173,123
"Mujeres (040)",13172,2040,2926,3215,2325,1429,1237
"Conviviente (041)",4832,108,1314,1797,999,401,213
"Separado(a) (042)",848,7,132,226,199,160,124
"Casado(a) (043)",3142,14,255,757,894,690,532
"Viudo(a) (044)",442,1,6,15,39,79,302
"Divorciado(a) (045)",38,,5,5,8,12,8
"Soltero(a) (046)",3870,1910,1214,415,186,87,58
,,,,,,,
"RURAL (048)",2761,414,606,598,445,288,410
"Conviviente (049)",889,19,206,285,192,87,100
"Separado(a) (050)",112,,8,15,26,26,37
"Casado(a) (051)",705,4,48,163,163,139,188
"Viudo(a) (052)",81,,,2,7,8,64
"Divorciado(a) (053)",5,,,1,,2,2
"Soltero(a) (054)",969,391,344,132,57,26,19
"Hombres (056)",1540,210,317,330,263,162,258
"Conviviente (057)",445,3,60,151,114,52,65
"Separado(a) (058)",61,,2,6,14,12,27
"Casado(a) (059)",356,2,15,70,80,70,119
"Viudo(a) (060)",34,,,,2,5,27
"Divorciado(a) (061)",3,,,,,1,2
"Soltero(a) (062)",641,205,240,103,53,22,18
"Mujeres (064)",1221,204,289,268,182,126,152
"Conviviente (065)",444,16,146,134,78,35,35
"Separado(a) (066)",51,,6,9,12,14,10
"Casado(a) (067)",349,2,33,93,83,69,69
"Viudo(a) (068)",47,,,2,5,3,37
"Divorciado(a) (069)",2,,,1,,1,
"Soltero(a) (070)",328,186,104,29,4,4,1
