"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",665,,,,12,22,141,27,463
"Técnicos de nivel medio ytrab.asimilados (039)",450,3,,13,89,75,187,22,61
"Jefes y empleados de oficina (040)",291,,,3,82,25,102,23,56
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",1106,65,1,218,439,111,137,53,82
"Agricult.trabaj. calif.agrop. y pesquros (042)",1333,130,,417,487,75,65,65,94
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",1141,18,1,161,589,99,174,39,60
"Obreros. construc., conf., papel, fab., instr (044)",790,18,,114,402,73,91,48,44
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",3389,266,9,995,1476,226,241,66,110
"Otra (046)",69,,,,12,12,24,9,12
"Ocupación no especificada (047)",177,18,,38,62,14,20,7,18
"Hombres (048)",6202,176,7,1253,2686,500,690,269,621
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",42,,,2,12,3,4,3,18
"Profes., científicos e intelectuales (050)",292,,,,2,5,31,13,241
"Técnicos de nivel medio ytrab.asimilados (051)",294,1,,5,66,53,107,20,42
"Jefes y empleados de oficina (052)",134,,,2,49,12,35,10,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",348,3,1,61,158,36,39,19,31
"Agricult.trabaj. calif.agrop. y pesquros (054)",1070,71,,330,408,66,53,60,82
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",1058,8,1,148,559,91,155,37,59
"Obreros. construc., conf., papel, fab., instr (056)",778,17,,112,398,71,90,47,43
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",2049,76,5,577,994,146,143,47,61
"Otra (058)",68,,,,12,11,24,9,12
"Ocupación no especificada (059)",69,,,16,28,6,9,4,6
"Mujeres (060)",3266,342,4,709,978,235,499,93,406
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",15,,,1,2,,3,,9
"Profes., científicos e intelectuales (062)",373,,,,10,17,110,14,222
"Técnicos de nivel medio ytrab.asimilados (063)",156,2,,8,23,22,80,2,19
"Jefes y empleados de oficina (064)",157,,,1,33,13,67,13,30
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",758,62,,157,281,75,98,34,51
"Agricult.trabaj. calif.agrop. y pesquros (066)",263,59,,87,79,9,12,5,12
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",83,10,,13,30,8,19,2,1
"Obreros. construc., conf., papel, fab., instr (068)",12,1,,2,4,2,1,1,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",1340,190,4,418,482,80,98,19,49
"Otra (070)",1,,,,,1,,,
"Ocupación no especificada (071)",108,18,,22,34,8,11,3,12
,,,,,,,,,
"RURAL (072)",7011,812,4,2054,2867,329,478,158,309
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",11,,,1,3,,1,1,5
"Profes., científicos e intelectuales (074)",167,,,,4,8,24,5,126
"Técnicos de nivel medio ytrab.asimilados (075)",117,,,5,20,9,62,8,13
"Jefes y empleados de oficina (076)",93,,,,19,4,30,1,39
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",309,15,,77,129,25,45,7,11
"Agricult.trabaj. calif.agrop. y pesquros (078)",1821,314,1,684,564,75,78,52,53
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",442,9,,67,267,31,53,10,5
"Obreros. construc., conf., papel, fab., instr (080)",342,9,,53,202,30,23,14,11
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3629,443,3,1149,1639,144,147,60,44
"Otra (082)",15,,,,,,13,,2
"Ocupación no especificada (083)",65,22,,18,20,3,2,,
"Hombres (084)",5284,405,2,1525,2382,263,348,138,221
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",8,,,1,2,,,1,4
"Profes., científicos e intelectuales (086)",83,,,,2,2,4,4,71
"Técnicos de nivel medio ytrab.asimilados (087)",83,,,2,16,7,41,7,10
"Jefes y empleados de oficina (088)",63,,,,16,2,12,1,32
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",141,4,,22,65,13,23,5,9
"Agricult.trabaj. calif.agrop. y pesquros (090)",1559,205,,600,515,72,69,51,47
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",424,4,,62,261,30,52,10,5
"Obreros. construc., conf., papel, fab., instr (092)",338,9,,52,200,30,23,14,10
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2558,183,2,781,1301,105,110,45,31
"Otra (094)",15,,,,,,13,,2
"Ocupación no especificada (095)",12,,,5,4,2,1,,
"Mujeres (096)",1727,407,2,529,485,66,130,20,88
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,1,,1
"Profes., científicos e intelectuales (098)",84,,,,2,6,20,1,55
"Técnicos de nivel medio ytrab.asimilados (099)",34,,,3,4,2,21,1,3
"Jefes y empleados de oficina (100)",30,,,,3,2,18,,7
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",168,11,,55,64,12,22,2,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",262,109,1,84,49,3,9,1,6
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",18,5,,5,6,1,1,,
"Obreros. construc., conf., papel, fab., instr (104)",4,,,1,2,,,,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1071,260,1,368,338,39,37,15,13
"Ocupación no especificada (107)",53,22,,13,16,1,1,,
