"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Ocupación no especificada (035)",141,132,5,4,
,,,,,
"URBANA (036)",3679,2104,376,322,877
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",28,,3,1,24
"Profes., científicos e intelectuales (038)",529,130,153,176,70
"Técnicos de nivel medio y trab. asimilados (039)",165,53,18,14,80
"Jefes y empleados de oficina (040)",151,28,8,12,103
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",430,347,35,41,7
"Agricult.trabaj.calif.agrop.y pesqueros (042)",640,611,29,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",450,113,24,25,288
"Obreros construc.,conf.,papel, fab., instr. (044)",327,138,26,22,141
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",831,625,77,28,101
"Otra (046)",61,,,,61
"Ocupación no especificada (047)",67,59,3,3,2
"Hombres (048)",2498,1268,243,241,746
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",24,,3,1,20
"Profes., científicos e intelectuales (050)",285,50,82,110,43
"Técnicos de nivel medio y trab. asimilados (051)",121,39,13,12,57
"Jefes y empleados de oficina (052)",89,15,4,9,61
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",175,114,15,39,7
"Agricult.trabaj.calif.agrop.y pesqueros (054)",503,479,24,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",416,94,19,23,280
"Obreros construc.,conf.,papel, fab., instr. (056)",322,136,26,22,138
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",473,309,55,23,86
"Otra (058)",52,,,,52
"Ocupación no especificada (059)",38,32,2,2,2
"Mujeres (060)",1181,836,133,81,131
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,,,,4
"Profes., científicos e intelectuales (062)",244,80,71,66,27
"Técnicos de nivel medio y trab. asimilados (063)",44,14,5,2,23
"Jefes y empleados de oficina (064)",62,13,4,3,42
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",255,233,20,2,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",137,132,5,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",34,19,5,2,8
"Obreros construc.,conf.,papel, fab., instr. (068)",5,2,,,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",358,316,22,5,15
"Otra (070)",9,,,,9
"Ocupación no especificada (071)",29,27,1,1,
,,,,,
"RURAL (072)",9433,8554,684,133,62
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",11,,2,,9
"Profes., científicos e intelectuales (074)",212,131,67,5,9
"Técnicos de nivel medio y trab. asimilados (075)",26,13,3,1,9
"Jefes y empleados de oficina (076)",22,8,3,1,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",148,145,1,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4853,4553,298,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",108,74,8,24,2
"Obreros construc.,conf.,papel, fab., instr. (080)",107,84,12,10,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",3786,3404,277,84,21
"Ocupación no especificada (083)",160,142,13,5,
"Hombres (084)",6690,5947,580,120,43
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,,2,,5
"Profes., científicos e intelectuales (086)",128,69,49,4,6
"Técnicos de nivel medio y trab. asimilados (087)",14,9,1,1,3
"Jefes y empleados de oficina (088)",17,5,3,1,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",54,51,1,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4142,3864,276,2,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",77,46,6,24,1
"Obreros construc.,conf.,papel, fab., instr. (092)",103,80,12,10,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2100,1786,221,75,18
"Ocupación no especificada (095)",48,37,9,2,
"Mujeres (096)",2743,2607,104,13,19
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,,,4
"Profes., científicos e intelectuales (098)",84,62,18,1,3
"Técnicos de nivel medio y trab. asimilados (099)",12,4,2,,6
"Jefes y empleados de oficina (100)",5,3,,,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",94,94,,,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",711,689,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",31,28,2,,1
"Obreros construc.,conf.,papel, fab., instr. (104)",4,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1686,1618,56,9,3
"Ocupación no especificada (107)",112,105,4,3,
