"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia DANIEL ALCIDES CARRION (000)",36502,6115,7426,6892,5630,4069,6370
"Conviviente (001)",6994,108,1278,2732,1687,697,492
"Separado(a) (002)",1093,12,148,315,276,149,193
"Casado(a) (003)",11015,34,258,1485,2756,2636,3846
"Viudo(a) (004)",2095,6,20,67,194,280,1528
"Divorciado(a) (005)",150,,13,25,34,32,46
"Soltero(a) (006)",15155,5955,5709,2268,683,275,265
"Hombres (008)",18194,3183,3682,3394,2807,1986,3142
"Conviviente (009)",3475,47,473,1371,925,391,268
"Separado(a) (010)",349,3,16,91,109,50,80
"Casado(a) (011)",5541,21,82,644,1303,1309,2182
"Viudo(a) (012)",624,3,8,22,60,82,449
"Divorciado(a) (013)",80,,5,12,22,15,26
"Soltero(a) (014)",8125,3109,3098,1254,388,139,137
"Mujeres (016)",18308,2932,3744,3498,2823,2083,3228
"Conviviente (017)",3519,61,805,1361,762,306,224
"Separado(a) (018)",744,9,132,224,167,99,113
"Casado(a) (019)",5474,13,176,841,1453,1327,1664
"Viudo(a) (020)",1471,3,12,45,134,198,1079
"Divorciado(a) (021)",70,,8,13,12,17,20
"Soltero(a) (022)",7030,2846,2611,1014,295,136,128
,,,,,,,
"URBANA (024)",21993,3606,4351,4086,3410,2494,4046
"Conviviente (025)",3849,50,690,1521,934,380,274
"Separado(a) (026)",656,10,73,186,166,86,135
"Casado(a) (027)",6864,23,150,878,1721,1630,2462
"Viudo(a) (028)",1328,4,11,42,118,183,970
"Divorciado(a) (029)",102,,7,16,26,21,32
"Soltero(a) (030)",9194,3519,3420,1443,445,194,173
"Hombres (032)",10854,1855,2149,2022,1677,1206,1945
"Conviviente (033)",1890,24,249,761,500,217,139
"Separado(a) (034)",215,3,13,50,60,29,60
"Casado(a) (035)",3418,14,44,387,810,795,1368
"Viudo(a) (036)",378,3,5,17,33,55,265
"Divorciado(a) (037)",55,,5,8,18,8,16
"Soltero(a) (038)",4898,1811,1833,799,256,102,97
"Mujeres (040)",11139,1751,2202,2064,1733,1288,2101
"Conviviente (041)",1959,26,441,760,434,163,135
"Separado(a) (042)",441,7,60,136,106,57,75
"Casado(a) (043)",3446,9,106,491,911,835,1094
"Viudo(a) (044)",950,1,6,25,85,128,705
"Divorciado(a) (045)",47,,2,8,8,13,16
"Soltero(a) (046)",4296,1708,1587,644,189,92,76
,,,,,,,
"RURAL (048)",14509,2509,3075,2806,2220,1575,2324
"Conviviente (049)",3145,58,588,1211,753,317,218
"Separado(a) (050)",437,2,75,129,110,63,58
"Casado(a) (051)",4151,11,108,607,1035,1006,1384
"Viudo(a) (052)",767,2,9,25,76,97,558
"Divorciado(a) (053)",48,,6,9,8,11,14
"Soltero(a) (054)",5961,2436,2289,825,238,81,92
"Hombres (056)",7340,1328,1533,1372,1130,780,1197
"Conviviente (057)",1585,23,224,610,425,174,129
"Separado(a) (058)",134,,3,41,49,21,20
"Casado(a) (059)",2123,7,38,257,493,514,814
"Viudo(a) (060)",246,,3,5,27,27,184
"Divorciado(a) (061)",25,,,4,4,7,10
"Soltero(a) (062)",3227,1298,1265,455,132,37,40
"Mujeres (064)",7169,1181,1542,1434,1090,795,1127
"Conviviente (065)",1560,35,364,601,328,143,89
"Separado(a) (066)",303,2,72,88,61,42,38
"Casado(a) (067)",2028,4,70,350,542,492,570
"Viudo(a) (068)",521,2,6,20,49,70,374
"Divorciado(a) (069)",23,,6,5,4,4,4
"Soltero(a) (070)",2734,1138,1024,370,106,44,52
