"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Servicios sociales y de salud (039)",1633,625,80,85,843
"Otras activ. serv.comun.soc y personales (040)",3153,1900,687,454,112
"Hogares privados con servicio doméstico (041)",170,170,,,
"Actividad economica no especificada (043)",1479,1103,141,127,108
"Mujeres (044)",72234,53226,5956,5741,7311
"Agric., ganadería, caza y silvicultura (045)",8787,8108,546,103,30
"Pesca (046)",29,12,,11,6
"Explotación de minas y canteras (047)",96,24,11,18,43
"Industrias manufactureras (048)",5525,4442,638,296,149
"Suministro de electricidad, gas y agua (049)",83,11,4,19,49
"Construcción (050)",360,201,69,60,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",22264,20652,1089,474,49
"Venta, mant.y rep. veh.autom y motoc. (052)",421,327,60,26,8
"Comercio al por mayor (053)",1050,792,116,101,41
"Comercio al por menor (054)",20793,19533,913,347,
"Hoteles y restaurantes (055)",7173,6448,515,181,29
"Trans., almac. y comunicaciones (056)",1681,1248,155,161,117
"Intermediación financiera (057)",650,87,42,319,202
"Activid.inmobil., empres. y alquileres (058)",3239,1827,406,573,433
"Admin.pub. y defensa; p. segur soc.afil (059)",2057,,,,2057
"Enseñanza (060)",8852,1752,1927,3054,2119
"Servicios sociales y de salud (061)",3005,777,178,195,1855
"Otras activ. serv.comun.soc y personales (062)",3190,2692,252,182,64
"Hogares privados con servicio doméstico (063)",3373,3373,,,
"Actividad economica no especificada (065)",1870,1572,124,95,79
,,,,,
"URBANA (066)",154623,107282,14847,13925,18569
"Agric., ganadería, caza y silvicultura (067)",14382,12815,1257,230,80
"Pesca (068)",71,28,1,26,16
"Explotación de minas y canteras (069)",2070,281,171,454,1164
"Industrias manufactureras (070)",13593,10688,1697,782,426
"Suministro de electricidad, gas y agua (071)",480,47,19,186,228
"Construcción (072)",9256,6953,1216,728,359
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",40881,36543,2697,1357,284
"Venta, mant.y rep. veh.autom y motoc. (074)",4110,3120,648,207,135
"Comercio al por mayor (075)",2253,1531,275,298,149
"Comercio al por menor (076)",34518,31892,1774,852,
"Hoteles y restaurantes (077)",10200,8728,995,401,76
"Trans., almac. y comunicaciones (078)",14393,11464,870,1070,989
"Intermediación financiera (079)",1392,185,117,635,455
"Activid.inmobil., empres. y alquileres (080)",9549,5544,1187,1505,1313
"Admin.pub. y defensa; p. segur soc.afil (081)",5842,,,,5842
"Enseñanza (082)",15474,2507,3202,5440,4325
"Servicios sociales y de salud (083)",4553,1363,256,277,2657
"Otras activ. serv.comun.soc y personales (084)",6084,4387,910,618,169
"Hogares privados con servicio doméstico (085)",3352,3352,,,
"Actividad economica no especificada (087)",3051,2397,252,216,186
"Hombres (088)",88321,59505,9161,8290,11365
"Agric., ganadería, caza y silvicultura (089)",8981,7989,802,138,52
"Pesca (090)",47,20,1,16,10
"Explotación de minas y canteras (091)",1975,257,160,437,1121
"Industrias manufactureras (092)",8694,6790,1113,506,285
"Suministro de electricidad, gas y agua (093)",398,36,15,168,179
"Construcción (094)",8906,6757,1152,668,329
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",19442,16686,1633,888,235
"Venta, mant.y rep. veh.autom y motoc. (096)",3698,2802,588,181,127
"Comercio al por mayor (097)",1222,754,161,199,108
"Comercio al por menor (098)",14522,13130,884,508,
"Hoteles y restaurantes (099)",3307,2524,511,224,48
"Trans., almac. y comunicaciones (100)",12743,10242,717,910,874
"Intermediación financiera (101)",743,99,75,316,253
"Activid.inmobil., empres. y alquileres (102)",6356,3744,789,937,886
"Admin.pub. y defensa; p. segur soc.afil (103)",3817,,,,3817
"Enseñanza (104)",6815,835,1318,2437,2225
"Servicios sociales y de salud (105)",1601,601,79,85,836
"Otras activ. serv.comun.soc y personales (106)",2999,1794,661,437,107
"Hogares privados con servicio doméstico (107)",158,158,,,
"Actividad economica no especificada (109)",1339,973,135,123,108
"Mujeres (110)",66302,47777,5686,5635,7204
"Agric., ganadería, caza y silvicultura (111)",5401,4826,455,92,28
"Pesca (112)",24,8,,10,6
"Explotación de minas y canteras (113)",95,24,11,17,43
"Industrias manufactureras (114)",4899,3898,584,276,141
"Suministro de electricidad, gas y agua (115)",82,11,4,18,49
"Construcción (116)",350,196,64,60,30
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",21439,19857,1064,469,49
"Venta, mant.y rep. veh.autom y motoc. (118)",412,318,60,26,8
"Comercio al por mayor (119)",1031,777,114,99,41
"Comercio al por menor (120)",19996,18762,890,344,
"Hoteles y restaurantes (121)",6893,6204,484,177,28
"Trans., almac. y comunicaciones (122)",1650,1222,153,160,115
"Intermediación financiera (123)",649,86,42,319,202
"Activid.inmobil., empres. y alquileres (124)",3193,1800,398,568,427
"Admin.pub. y defensa; p. segur soc.afil (125)",2025,,,,2025
"Enseñanza (126)",8659,1672,1884,3003,2100
"Servicios sociales y de salud (127)",2952,762,177,192,1821
"Otras activ. serv.comun.soc y personales (128)",3085,2593,249,181,62
"Hogares privados con servicio doméstico (129)",3194,3194,,,
"Actividad economica no especificada (131)",1712,1424,117,93,78
,,,,,
"RURAL (132)",17566,15797,857,463,449
"Agric., ganadería, caza y silvicultura (133)",10922,10588,298,31,5
"Pesca (134)",31,16,2,7,6
"Explotación de minas y canteras (135)",177,20,22,61,74
"Industrias manufactureras (136)",1510,1294,142,50,24
"Suministro de electricidad, gas y agua (137)",35,4,2,19,10
"Construcción (138)",592,482,63,38,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",1567,1453,70,30,14
"Venta, mant.y rep. veh.autom y motoc. (140)",201,168,16,7,10
"Comercio al por mayor (141)",47,31,5,7,4
"Comercio al por menor (142)",1319,1254,49,16,
"Hoteles y restaurantes (143)",374,317,44,11,2
"Trans., almac. y comunicaciones (144)",786,676,35,44,31
"Intermediación financiera (145)",3,1,1,,1
"Activid.inmobil., empres. y alquileres (146)",209,110,36,30,33
"Admin.pub. y defensa; p. segur soc.afil (147)",136,,,,136
"Enseñanza (148)",391,123,98,115,55
"Servicios sociales y de salud (149)",85,39,2,3,41
"Otras activ. serv.comun.soc y personales (150)",259,205,29,18,7
"Hogares privados con servicio doméstico (151)",191,191,,,
"Actividad economica no especificada (153)",298,278,13,6,1
"Hombres (154)",11634,10348,587,357,342
"Agric., ganadería, caza y silvicultura (155)",7536,7306,207,20,3
"Pesca (156)",26,12,2,6,6
"Explotación de minas y canteras (157)",176,20,22,60,74
"Industrias manufactureras (158)",884,750,88,30,16
"Suministro de electricidad, gas y agua (159)",34,4,2,18,10
"Construcción (160)",582,477,58,38,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",742,658,45,25,14
"Venta, mant.y rep. veh.autom y motoc. (162)",192,159,16,7,10
"Comercio al por mayor (163)",28,16,3,5,4
"Comercio al por menor (164)",522,483,26,13,
"Hoteles y restaurantes (165)",94,73,13,7,1
"Trans., almac. y comunicaciones (166)",755,650,33,43,29
"Intermediación financiera (167)",2,,1,,1
"Activid.inmobil., empres. y alquileres (168)",163,83,28,25,27
"Admin.pub. y defensa; p. segur soc.afil (169)",104,,,,104
"Enseñanza (170)",198,43,55,64,36
"Servicios sociales y de salud (171)",32,24,1,,7
"Otras activ. serv.comun.soc y personales (172)",154,106,26,17,5
"Hogares privados con servicio doméstico (173)",12,12,,,
"Actividad economica no especificada (175)",140,130,6,4,
"Mujeres (176)",5932,5449,270,106,107
"Agric., ganadería, caza y silvicultura (177)",3386,3282,91,11,2
"Pesca (178)",5,4,,1,
"Explotación de minas y canteras (179)",1,,,1,
"Industrias manufactureras (180)",626,544,54,20,8
"Suministro de electricidad, gas y agua (181)",1,,,1,
"Construcción (182)",10,5,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",825,795,25,5,
"Venta, mant.y rep. veh.autom y motoc. (184)",9,9,,,
"Comercio al por mayor (185)",19,15,2,2,
"Comercio al por menor (186)",797,771,23,3,
"Hoteles y restaurantes (187)",280,244,31,4,1
"Trans., almac. y comunicaciones (188)",31,26,2,1,2
"Intermediación financiera (189)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",46,27,8,5,6
"Admin.pub. y defensa; p. segur soc.afil (191)",32,,,,32
"Enseñanza (192)",193,80,43,51,19
"Servicios sociales y de salud (193)",53,15,1,3,34
"Otras activ. serv.comun.soc y personales (194)",105,99,3,1,2
"Hogares privados con servicio doméstico (195)",179,179,,,
"Actividad economica no especificada (197)",158,148,7,2,1
