"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA UNION (000)",5650,715,756,2770,65,1266,78
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",28,27,,,1,,
"Profes., científicos e intelectuales (002)",434,383,,45,2,4,
"Técnicos de nivel medio y trab. asimilados (003)",93,68,,20,5,,
"Jefes y empleados de oficina (004)",104,104,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",315,30,5,219,6,55,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",2305,,,2255,50,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",132,,48,73,,11,
"Obreros construc.,conf., papel, fab., instr. (008)",158,15,87,53,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1947,64,596,48,,1161,78
"Otra (010)",19,19,,,,,
"Ocupación no especificada (011)",115,5,20,57,1,32,
"Hombres (012)",3455,369,608,1963,49,451,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",25,24,,,1,,
"Profes., científicos e intelectuales (014)",195,169,,21,2,3,
"Técnicos de nivel medio y trab. asimilados (015)",53,37,,12,4,,
"Jefes y empleados de oficina (016)",52,52,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",96,10,1,75,2,8,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",1739,,,1700,39,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",106,,42,57,,7,
"Obreros construc.,conf., papel, fab., instr. (020)",156,15,87,51,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",961,41,469,23,,413,15
"Otra (022)",19,19,,,,,
"Ocupación no especificada (023)",53,2,9,24,1,17,
"Mujeres (024)",2195,346,148,807,16,815,63
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",3,3,,,,,
"Profes., científicos e intelectuales (026)",239,214,,24,,1,
"Técnicos de nivel medio y trab. asimilados (027)",40,31,,8,1,,
"Jefes y empleados de oficina (028)",52,52,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",219,20,4,144,4,47,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",566,,,555,11,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",26,,6,16,,4,
"Obreros construc.,conf., papel, fab., instr. (032)",2,,,2,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",986,23,127,25,,748,63
"Ocupación no especificada (035)",62,3,11,33,,15,
,,,,,,,
"URBANA (036)",2808,602,413,1201,48,507,37
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",26,25,,,1,,
"Profes., científicos e intelectuales (038)",358,329,,26,2,1,
"Técnicos de nivel medio y trab. asimilados (039)",72,54,,15,3,,
"Jefes y empleados de oficina (040)",86,86,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",251,21,2,177,5,46,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",852,,,816,36,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",85,,25,50,,10,
"Obreros construc.,conf., papel, fab., instr. (044)",113,12,53,45,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",890,54,327,35,,437,37
"Otra (046)",18,18,,,,,
"Ocupación no especificada (047)",57,3,6,37,1,10,
"Hombres (048)",1621,299,333,761,37,180,11
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",23,22,,,1,,
"Profes., científicos e intelectuales (050)",156,139,,14,2,1,
"Técnicos de nivel medio y trab. asimilados (051)",40,27,,10,3,,
"Jefes y empleados de oficina (052)",39,39,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",74,8,,59,1,6,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",592,,,563,29,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",63,,19,38,,6,
"Obreros construc.,conf., papel, fab., instr. (056)",113,12,53,45,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",475,33,257,14,,160,11
"Otra (058)",18,18,,,,,
"Ocupación no especificada (059)",28,1,4,18,1,4,
"Mujeres (060)",1187,303,80,440,11,327,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",3,3,,,,,
"Profes., científicos e intelectuales (062)",202,190,,12,,,
"Técnicos de nivel medio y trab. asimilados (063)",32,27,,5,,,
"Jefes y empleados de oficina (064)",47,47,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",177,13,2,118,4,40,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",260,,,253,7,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",22,,6,12,,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",415,21,70,21,,277,26
"Ocupación no especificada (071)",29,2,2,19,,6,
,,,,,,,
"RURAL (072)",2842,113,343,1569,17,759,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,2,,,,,
"Profes., científicos e intelectuales (074)",76,54,,19,,3,
"Técnicos de nivel medio y trab. asimilados (075)",21,14,,5,2,,
"Jefes y empleados de oficina (076)",18,18,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",64,9,3,42,1,9,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",1453,,,1439,14,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",47,,23,23,,1,
"Obreros construc.,conf., papel, fab., instr. (080)",45,3,34,8,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1057,10,269,13,,724,41
"Otra (082)",1,1,,,,,
"Ocupación no especificada (083)",58,2,14,20,,22,
"Hombres (084)",1834,70,275,1202,12,271,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",39,30,,7,,2,
"Técnicos de nivel medio y trab. asimilados (087)",13,10,,2,1,,
"Jefes y empleados de oficina (088)",13,13,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",22,2,1,16,1,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",1147,,,1137,10,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",43,,23,19,,1,
"Obreros construc.,conf., papel, fab., instr. (092)",43,3,34,6,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",486,8,212,9,,253,4
"Otra (094)",1,1,,,,,
"Ocupación no especificada (095)",25,1,5,6,,13,
"Mujeres (096)",1008,43,68,367,5,488,37
"Profes., científicos e intelectuales (098)",37,24,,12,,1,
"Técnicos de nivel medio y trab. asimilados (099)",8,4,,3,1,,
"Jefes y empleados de oficina (100)",5,5,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",42,7,2,26,,7,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",306,,,302,4,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",4,,,4,,,
