"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Superior no univ. completo (036)",2234,,,,,703,723,707,101
"Superior univ. incompleto (037)",445,,,,107,228,52,51,7
"Superior univ. completo (038)",907,,,,,235,284,337,51
"Hombres (040)",10031,450,1035,1426,1164,1728,1259,2086,883
"Sin nivel (041)",810,450,78,9,3,25,39,96,110
"Educación inicial (042)",271,,247,13,4,7,,,
"Primaria (043)",3842,,710,891,168,297,320,862,594
"Secundaria (044)",2809,,,513,861,562,330,459,84
"Superior no univ. incompleto (045)",489,,,,80,267,73,63,6
"Superior no univ. completo (046)",1040,,,,,314,320,355,51
"Superior univ. incompleto (047)",251,,,,48,134,27,38,4
"Superior univ. completo (048)",519,,,,,122,150,213,34
"Mujeres (050)",10856,433,1067,1343,1189,1945,1484,2378,1017
"Sin nivel (051)",1421,433,113,14,14,51,81,357,358
"Educación inicial (052)",276,,234,14,4,14,10,,
"Primaria (053)",4278,,720,817,198,447,460,1096,540
"Secundaria (054)",2552,,,498,791,530,292,395,46
"Superior no univ. incompleto (055)",553,,,,123,307,79,41,3
"Superior no univ. completo (056)",1194,,,,,389,403,352,50
"Superior univ. incompleto (057)",194,,,,59,94,25,13,3
"Superior univ. completo (058)",388,,,,,113,134,124,17
,,,,,,,,,
"RURAL (060)",61766,3506,8432,9682,6670,9630,7745,11661,4440
"Sin nivel (061)",13656,3506,1629,158,305,1109,1399,3280,2270
"Educación inicial (062)",1152,,1068,25,11,34,14,,
"Primaria (063)",38885,,5735,8081,3682,6259,5352,7666,2110
"Secundaria (064)",7075,,,1418,2591,1774,713,539,40
"Superior no univ. incompleto (065)",335,,,,68,167,55,40,5
"Superior no univ. completo (066)",448,,,,,192,151,95,10
"Superior univ. incompleto (067)",83,,,,13,46,15,8,1
"Superior univ. completo (068)",132,,,,,49,46,33,4
"Hombres (070)",30507,1727,4220,4941,3386,4672,3730,5729,2102
"Sin nivel (071)",4763,1727,802,71,110,270,343,825,615
"Educación inicial (072)",597,,555,14,6,16,6,,
"Primaria (073)",20042,,2863,4028,1643,2949,2732,4384,1443
"Secundaria (074)",4529,,,828,1585,1187,488,411,30
"Superior no univ. incompleto (075)",196,,,,36,90,36,31,3
"Superior no univ. completo (076)",242,,,,,100,82,54,6
"Superior univ. incompleto (077)",58,,,,6,35,11,5,1
"Superior univ. completo (078)",80,,,,,25,32,19,4
"Mujeres (080)",31259,1779,4212,4741,3284,4958,4015,5932,2338
"Sin nivel (081)",8893,1779,827,87,195,839,1056,2455,1655
"Educación inicial (082)",555,,513,11,5,18,8,,
"Primaria (083)",18843,,2872,4053,2039,3310,2620,3282,667
"Secundaria (084)",2546,,,590,1006,587,225,128,10
"Superior no univ. incompleto (085)",139,,,,32,77,19,9,2
"Superior no univ. completo (086)",206,,,,,92,69,41,4
"Superior univ. incompleto (087)",25,,,,7,11,4,3,
"Superior univ. completo (088)",52,,,,,24,14,14,
