"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia RECUAY (000)",5503,78,1575,1766,1546,538
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",38,,10,18,9,1
"Profes., científicos e intelectuales (002)",490,,110,260,114,6
"Técnicos de nivel medio y trab. asimilados (003)",165,1,60,66,33,5
"Jefes y empleados de oficina (004)",195,,64,75,50,6
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",569,1,184,186,148,50
"Agricult. trabaj. calif.agrop. y pesqueros (006)",1509,5,257,406,546,295
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",346,3,140,95,91,17
"Obreros construc., conf., papel, fab., instr. (008)",488,1,144,182,142,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",1548,67,574,431,361,115
"Otra (010)",37,,3,27,7,
"Ocupación no especificada (011)",118,,29,20,45,24
"Hombres (012)",3934,50,1094,1239,1141,410
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",25,,6,10,8,1
"Profes., científicos e intelectuales (014)",280,,51,145,79,5
"Técnicos de nivel medio y trab. asimilados (015)",121,1,43,48,25,4
"Jefes y empleados de oficina (016)",111,,22,50,34,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",204,,67,63,54,20
"Agricult. trabaj. calif.agrop. y pesqueros (018)",1310,5,217,362,469,257
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",317,3,129,86,82,17
"Obreros construc., conf., papel, fab., instr. (020)",482,1,143,177,142,19
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",1002,40,397,269,225,71
"Otra (022)",36,,3,26,7,
"Ocupación no especificada (023)",46,,16,3,16,11
"Mujeres (024)",1569,28,481,527,405,128
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",13,,4,8,1,
"Profes., científicos e intelectuales (026)",210,,59,115,35,1
"Técnicos de nivel medio y trab. asimilados (027)",44,,17,18,8,1
"Jefes y empleados de oficina (028)",84,,42,25,16,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",365,1,117,123,94,30
"Agricult. trabaj. calif.agrop. y pesqueros (030)",199,,40,44,77,38
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",29,,11,9,9,
"Obreros construc., conf., papel, fab., instr. (032)",6,,1,5,,
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (033)",546,27,177,162,136,44
"Otra (034)",1,,,1,,
