"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (054)",53,,,,,2,35,16
"De 30 a 34 años (055)",38,,,,,8,20,10
"De 35 a 39 años (056)",28,,,,,6,17,5
"De 40 a 44 años (057)",15,,,,1,6,4,4
"De 45 a 49 años (058)",5,,,,1,4,,
"De 50 y más años (059)",5,,,,4,,,1
"Sup. no Univ. completa (060)",396,1,,4,16,66,187,122
"De 20 a 24 años (063)",43,,,,,,17,26
"De 25 a 29 años (064)",84,,,,,,56,28
"De 30 a 34 años (065)",91,,,,,17,57,17
"De 35 a 39 años (066)",80,,,,,17,40,23
"De 40 a 44 años (067)",51,,,,5,14,16,16
"De 45 a 49 años (068)",21,,,,6,10,1,4
"De 50 y más años (069)",26,1,,4,5,8,,8
"Sup. Univ. incompleta (070)",113,,,1,3,14,40,55
"De 20 a 24 años (073)",28,,,,,,10,18
"De 25 a 29 años (074)",27,,,,,1,14,12
"De 30 a 34 años (075)",16,,,,,2,5,9
"De 35 a 39 años (076)",13,,,,,4,4,5
"De 40 a 44 años (077)",15,,,,1,4,4,6
"De 45 a 49 años (078)",9,,,,1,1,3,4
"De 50 y más años (079)",5,,,1,1,2,,1
"Sup. Univ. completa (080)",237,,,2,10,48,86,91
"De 20 a 24 años (083)",21,,,,,,5,16
"De 25 a 29 años (084)",44,,,,,,23,21
"De 30 a 34 años (085)",48,,,,,7,22,19
"De 35 a 39 años (086)",45,,,,1,14,16,14
"De 40 a 44 años (087)",27,,,,,10,9,8
"De 45 a 49 años (088)",28,,,,,11,10,7
"De 50 y más años (089)",24,,,2,9,6,1,6
,,,,,,,,
"URBANA (100)",3623,15,55,155,390,683,1098,1227
"De 12 a 14 años (101)",11,,,,,,,11
"De 15 a 19 años (102)",72,,,,,,34,38
"De 20 a 24 años (103)",332,,,,,,168,164
"De 25 a 29 años (104)",430,,,,,19,263,148
"De 30 a 34 años (105)",445,,,,,78,247,120
"De 35 a 39 años (106)",435,,,,1,130,196,108
"De 40 a 44 años (107)",462,,,,42,173,128,119
"De 45 a 49 años (108)",326,,,,49,129,55,93
"De 50 y más años (109)",1110,15,55,155,298,154,7,426
"Sin nivel (110)",559,9,30,74,92,61,21,272
"De 15 a 19 años (112)",1,,,,,,,1
"De 20 a 24 años (113)",4,,,,,,1,3
"De 25 a 29 años (114)",4,,,,,,1,3
"De 30 a 34 años (115)",6,,,,,1,2,3
"De 35 a 39 años (116)",13,,,,,1,6,6
"De 40 a 44 años (117)",29,,,,2,9,7,11
"De 45 a 49 años (118)",34,,,,1,13,4,16
"De 50 y más años (119)",468,9,30,74,89,37,,229
"Educacion Inicial (120)",1,,,,,,,1
"De 35 a 39 años (126)",1,,,,,,,1
"Primaria (130)",1223,1,23,69,196,286,286,362
"De 12 a 14 años (131)",9,,,,,,,9
"De 15 a 19 años (132)",8,,,,,,3,5
"De 20 a 24 años (133)",39,,,,,,22,17
"De 25 a 29 años (134)",73,,,,,1,50,22
"De 30 a 34 años (135)",114,,,,,15,66,33
"De 35 a 39 años (136)",123,,,,1,38,47,37
"De 40 a 44 años (137)",200,,,,13,78,63,46
"De 45 a 49 años (138)",164,,,,24,65,31,44
"De 50 y más años (139)",493,1,23,69,158,89,4,149
"Secundaria (140)",1123,4,2,7,70,206,485,349
"De 12 a 14 años (141)",2,,,,,,,2
"De 15 a 19 años (142)",58,,,,,,28,30
"De 20 a 24 años (143)",195,,,,,,107,88
"De 25 a 29 años (144)",206,,,,,15,118,73
"De 30 a 34 años (145)",186,,,,,38,104,44
"De 35 a 39 años (146)",163,,,,,55,85,23
"De 40 a 44 años (147)",141,,,,20,56,31,34
"De 45 a 49 años (148)",73,,,,17,26,10,20
"De 50 y más años (149)",99,4,2,7,33,16,2,35
"Sup. no Univ. incompleta (150)",127,,,,5,24,61,37
"De 15 a 19 años (152)",5,,,,,,3,2
"De 20 a 24 años (153)",25,,,,,,12,13
"De 25 a 29 años (154)",30,,,,,2,19,9
"De 30 a 34 años (155)",25,,,,,7,13,5
"De 35 a 39 años (156)",20,,,,,5,10,5
"De 40 a 44 años (157)",13,,,,1,6,4,2
"De 45 a 49 años (158)",5,,,,1,4,,
"De 50 y más años (159)",4,,,,3,,,1
"Sup. no Univ. completa (160)",316,1,,3,15,57,144,96
"De 20 a 24 años (163)",36,,,,,,14,22
"De 25 a 29 años (164)",60,,,,,,41,19
"De 30 a 34 años (165)",69,,,,,13,43,13
"De 35 a 39 años (166)",67,,,,,15,33,19
"De 40 a 44 años (167)",44,,,,5,12,12,15
"De 45 a 49 años (168)",19,,,,5,10,1,3
"De 50 y más años (169)",21,1,,3,5,7,,5
"Sup. Univ. incompleta (170)",75,,,,3,8,29,35
"De 20 a 24 años (173)",16,,,,,,7,9
"De 25 a 29 años (174)",21,,,,,1,12,8
"De 30 a 34 años (175)",7,,,,,,2,5
"De 35 a 39 años (176)",11,,,,,4,3,4
"De 40 a 44 años (177)",12,,,,1,3,4,4
"De 45 a 49 años (178)",6,,,,1,,1,4
"De 50 y más años (179)",2,,,,1,,,1
"Sup. Univ. completa (180)",199,,,2,9,41,72,75
"De 20 a 24 años (183)",17,,,,,,5,12
"De 25 a 29 años (184)",36,,,,,,22,14
"De 30 a 34 años (185)",38,,,,,4,17,17
"De 35 a 39 años (186)",37,,,,,12,12,13
"De 40 a 44 años (187)",23,,,,,9,7,7
"De 45 a 49 años (188)",25,,,,,11,8,6
"De 50 y más años (189)",23,,,2,9,5,1,6
,,,,,,,,
"RURAL (200)",15838,205,707,1637,2455,3109,4378,3347
"De 12 a 14 años (201)",9,,,,,,,9
"De 15 a 19 años (202)",221,,,,,,136,85
"De 20 a 24 años (203)",984,,,,,2,651,331
"De 25 a 29 años (204)",1298,,,,,44,920,334
"De 30 a 34 años (205)",1338,,,,,200,909,229
"De 35 a 39 años (206)",1428,,,,5,400,826,197
"De 40 a 44 años (207)",1400,,,,67,567,561,205
"De 45 a 49 años (208)",1325,,,,167,671,316,171
"De 50 y más años (209)",7835,205,707,1637,2216,1225,59,1786
"Sin nivel (210)",6042,182,615,1263,1389,824,299,1470
"De 15 a 19 años (212)",2,,,,,,,2
"De 20 a 24 años (213)",14,,,,,,10,4
"De 25 a 29 años (214)",35,,,,,3,27,5
"De 30 a 34 años (215)",54,,,,,4,36,14
"De 35 a 39 años (216)",113,,,,,19,75,19
"De 40 a 44 años (217)",184,,,,7,73,65,39
"De 45 a 49 años (218)",298,,,,38,154,66,40
"De 50 y más años (219)",5342,182,615,1263,1344,571,20,1347
"Educacion Inicial (220)",12,,,,,1,8,3
"De 15 a 19 años (222)",1,,,,,,,1
"De 20 a 24 años (223)",1,,,,,,1,
"De 25 a 29 años (224)",3,,,,,,3,
"De 30 a 34 años (225)",3,,,,,,3,
"De 35 a 39 años (226)",4,,,,,1,1,2
"Primaria (230)",6915,21,91,357,1001,1864,2431,1150
"De 12 a 14 años (231)",3,,,,,,,3
"De 15 a 19 años (232)",71,,,,,,50,21
"De 20 a 24 años (233)",325,,,,,2,226,97
"De 25 a 29 años (234)",590,,,,,22,424,144
"De 30 a 34 años (235)",748,,,,,102,526,120
"De 35 a 39 años (236)",915,,,,3,262,533,117
"De 40 a 44 años (237)",1001,,,,45,413,415,128
"De 45 a 49 años (238)",901,,,,111,454,221,115
"De 50 y más años (239)",2361,21,91,357,842,609,36,405
"Secundaria (240)",2639,2,1,15,62,396,1530,633
"De 12 a 14 años (241)",6,,,,,,,6
"De 15 a 19 años (242)",144,,,,,,85,59
"De 20 a 24 años (243)",597,,,,,,397,200
"De 25 a 29 años (244)",609,,,,,19,432,158
"De 30 a 34 años (245)",479,,,,,84,315,80
"De 35 a 39 años (246)",365,,,,1,113,198,53
"De 40 a 44 años (247)",199,,,,15,77,75,32
"De 45 a 49 años (248)",118,,,,17,62,25,14
"De 50 y más años (249)",122,2,1,15,29,41,3,31
"Sup. no Univ. incompleta (250)",74,,,,1,2,42,29
"De 15 a 19 años (252)",3,,,,,,1,2
"De 20 a 24 años (253)",24,,,,,,11,13
"De 25 a 29 años (254)",23,,,,,,16,7
"De 30 a 34 años (255)",13,,,,,1,7,5
"De 35 a 39 años (256)",8,,,,,1,7,
"De 40 a 44 años (257)",2,,,,,,,2
"De 50 y más años (259)",1,,,,1,,,
"Sup. no Univ. completa (260)",80,,,1,1,9,43,26
"De 20 a 24 años (263)",7,,,,,,3,4
"De 25 a 29 años (264)",24,,,,,,15,9
"De 30 a 34 años (265)",22,,,,,4,14,4
"De 35 a 39 años (266)",13,,,,,2,7,4
"De 40 a 44 años (267)",7,,,,,2,4,1
"De 45 a 49 años (268)",2,,,,1,,,1
"De 50 y más años (269)",5,,,1,,1,,3
"Sup. Univ. incompleta (270)",38,,,1,,6,11,20
"De 20 a 24 años (273)",12,,,,,,3,9
"De 25 a 29 años (274)",6,,,,,,2,4
"De 30 a 34 años (275)",9,,,,,2,3,4
"De 35 a 39 años (276)",2,,,,,,1,1
"De 40 a 44 años (277)",3,,,,,1,,2
"De 45 a 49 años (278)",3,,,,,1,2,
"De 50 y más años (279)",3,,,1,,2,,
"Sup. Univ. completa (280)",38,,,,1,7,14,16
"De 20 a 24 años (283)",4,,,,,,,4
"De 25 a 29 años (284)",8,,,,,,1,7
"De 30 a 34 años (285)",10,,,,,3,5,2
"De 35 a 39 años (286)",8,,,,1,2,4,1
"De 40 a 44 años (287)",4,,,,,1,2,1
"De 45 a 49 años (288)",3,,,,,,2,1
"De 50 y más años (289)",1,,,,,1,,
