"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4223,4,41,180,57,2430,,496,30,985,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",561,1,6,37,13,71,,398,21,14,,
"Comercio al por mayor (075)",224,,7,35,18,139,,,6,19,,
"Comercio al por menor (076)",3438,3,28,108,26,2220,,98,3,952,,
"Hoteles y restaurantes (077)",1400,1,14,80,76,657,,1,3,568,,
"Trans., almac. y comunicaciones (078)",2196,4,14,103,121,74,,21,1587,272,,
"Intermediación financiera (079)",116,2,8,20,77,,,,,9,,
"Activid.inmobil., empres. y alquileres (080)",1112,2,235,236,177,194,,19,24,225,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",718,24,49,37,259,25,,8,15,135,166,
"Enseñanza (082)",1018,23,936,2,37,,,,,20,,
"Servicios sociales y de salud (083)",338,,153,116,28,11,,3,1,26,,
"Otras activ. serv.comun.soc y personales (084)",750,4,47,152,69,107,,4,6,361,,
"Hogares privados con servicio doméstico (085)",500,,,,,,,,,500,,
"Organiz. y organos extraterritoriales (086)",1,,,,1,,,,,,,
"Actividad economica no especificada (087)",590,1,5,12,25,17,,,,2,,528
"Hombres (088)",13469,51,838,952,440,1401,865,2903,2930,2580,161,348
"Agric., ganadería, caza y silvicultura (089)",1384,3,10,21,2,,622,4,26,696,,
"Pesca (090)",270,,,,,,243,,5,22,,
"Explotación de minas y canteras (091)",2368,5,110,236,57,1,,1520,198,241,,
"Industrias manufactureras (092)",855,1,20,61,9,6,,663,74,21,,
"Suministro de electricidad, gas y agua (093)",65,,5,8,7,,,13,18,14,,
"Construcción (094)",1582,2,33,63,9,,,168,976,331,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1927,3,27,108,20,903,,482,28,356,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",508,1,6,30,3,50,,387,20,11,,
"Comercio al por mayor (097)",133,,5,17,8,78,,,6,19,,
"Comercio al por menor (098)",1286,2,16,61,9,775,,95,2,326,,
"Hoteles y restaurantes (099)",400,1,10,40,25,185,,,3,136,,
"Trans., almac. y comunicaciones (100)",1989,2,9,76,64,50,,20,1557,211,,
"Intermediación financiera (101)",57,2,4,6,38,,,,,7,,
"Activid.inmobil., empres. y alquileres (102)",781,2,167,150,61,194,,19,23,165,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",459,15,32,26,98,21,,8,15,83,161,
"Enseñanza (104)",352,10,310,1,14,,,,,17,,
"Servicios sociales y de salud (105)",121,,61,39,7,2,,2,1,9,,
"Otras activ. serv.comun.soc y personales (106)",415,4,37,108,21,36,,4,6,199,,
"Hogares privados con servicio doméstico (107)",71,,,,,,,,,71,,
"Organiz. y organos extraterritoriales (108)",1,,,,1,,,,,,,
"Actividad economica no especificada (109)",372,1,3,9,7,3,,,,1,,348
"Mujeres (110)",6907,26,866,410,617,2135,198,207,71,2192,5,180
"Agric., ganadería, caza y silvicultura (111)",499,,,3,2,,184,,1,309,,
"Pesca (112)",15,,,1,,,14,,,,,
"Explotación de minas y canteras (113)",136,1,16,15,32,9,,47,1,15,,
"Industrias manufactureras (114)",197,,4,12,6,5,,142,20,8,,
"Suministro de electricidad, gas y agua (115)",3,,,1,1,,,,,1,,
"Construcción (116)",40,,4,3,5,,,1,16,11,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2296,1,14,72,37,1527,,14,2,629,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",53,,,7,10,21,,11,1,3,,
"Comercio al por mayor (119)",91,,2,18,10,61,,,,,,
"Comercio al por menor (120)",2152,1,12,47,17,1445,,3,1,626,,
"Hoteles y restaurantes (121)",1000,,4,40,51,472,,1,,432,,
"Trans., almac. y comunicaciones (122)",207,2,5,27,57,24,,1,30,61,,
"Intermediación financiera (123)",59,,4,14,39,,,,,2,,
"Activid.inmobil., empres. y alquileres (124)",331,,68,86,116,,,,1,60,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",259,9,17,11,161,4,,,,52,5,
"Enseñanza (126)",666,13,626,1,23,,,,,3,,
"Servicios sociales y de salud (127)",217,,92,77,21,9,,1,,17,,
"Otras activ. serv.comun.soc y personales (128)",335,,10,44,48,71,,,,162,,
"Hogares privados con servicio doméstico (129)",429,,,,,,,,,429,,
"Actividad economica no especificada (131)",218,,2,3,18,14,,,,1,,180
,,,,,,,,,,,,
"RURAL (132)",2746,5,57,29,26,128,624,192,132,1380,1,172
"Agric., ganadería, caza y silvicultura (133)",1853,,4,3,3,,620,1,7,1215,,
"Pesca (134)",4,,,,,,4,,,,,
"Explotación de minas y canteras (135)",202,,5,3,3,5,,145,8,33,,
"Industrias manufactureras (136)",36,,2,2,2,,,25,4,1,,
"Suministro de electricidad, gas y agua (137)",2,,,,2,,,,,,,
"Construcción (138)",42,,1,,,,,2,36,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",136,,,6,1,79,,18,1,31,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",22,,,2,1,7,,11,,1,,
"Comercio al por mayor (141)",4,,,,,4,,,,,,
"Comercio al por menor (142)",110,,,4,,68,,7,1,30,,
"Hoteles y restaurantes (143)",33,,,1,2,19,,,1,10,,
"Trans., almac. y comunicaciones (144)",85,,,1,1,2,,,73,8,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",50,,5,3,6,21,,1,1,13,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",16,4,,3,3,,,,,5,1,
"Enseñanza (148)",40,1,39,,,,,,,,,
"Servicios sociales y de salud (149)",5,,1,3,,,,,1,,,
"Otras activ. serv.comun.soc y personales (150)",38,,,4,2,2,,,,30,,
"Hogares privados con servicio doméstico (151)",31,,,,,,,,,31,,
"Actividad economica no especificada (153)",172,,,,,,,,,,,172
"Hombres (154)",2056,2,29,18,16,50,532,184,129,964,1,131
"Agric., ganadería, caza y silvicultura (155)",1419,,4,3,3,,528,1,7,873,,
"Pesca (156)",4,,,,,,4,,,,,
"Explotación de minas y canteras (157)",192,,5,2,3,,,144,8,30,,
"Industrias manufactureras (158)",27,,2,2,2,,,18,3,,,
"Suministro de electricidad, gas y agua (159)",1,,,,1,,,,,,,
"Construcción (160)",41,,1,,,,,2,36,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",57,,,2,1,25,,18,1,10,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",19,,,1,1,5,,11,,1,,
"Comercio al por mayor (163)",3,,,,,3,,,,,,
"Comercio al por menor (164)",35,,,1,,17,,7,1,9,,
"Hoteles y restaurantes (165)",6,,,,1,2,,,1,2,,
"Trans., almac. y comunicaciones (166)",79,,,,,2,,,71,6,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",42,,3,3,2,21,,1,1,11,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",9,2,,3,,,,,,3,1,
"Enseñanza (170)",14,,14,,,,,,,,,
"Servicios sociales y de salud (171)",1,,,,,,,,1,,,
"Otras activ. serv.comun.soc y personales (172)",27,,,3,2,,,,,22,,
"Hogares privados con servicio doméstico (173)",5,,,,,,,,,5,,
"Actividad economica no especificada (175)",131,,,,,,,,,,,131
"Mujeres (176)",690,3,28,11,10,78,92,8,3,416,,41
"Agric., ganadería, caza y silvicultura (177)",434,,,,,,92,,,342,,
"Explotación de minas y canteras (179)",10,,,1,,5,,1,,3,,
"Industrias manufactureras (180)",9,,,,,,,7,1,1,,
"Suministro de electricidad, gas y agua (181)",1,,,,1,,,,,,,
"Construcción (182)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",79,,,4,,54,,,,21,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,1,,2,,,,,,
"Comercio al por mayor (185)",1,,,,,1,,,,,,
"Comercio al por menor (186)",75,,,3,,51,,,,21,,
"Hoteles y restaurantes (187)",27,,,1,1,17,,,,8,,
"Trans., almac. y comunicaciones (188)",6,,,1,1,,,,2,2,,
"Activid.inmobil., empres. y alquileres (190)",8,,2,,4,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",7,2,,,3,,,,,2,,
"Enseñanza (192)",26,1,25,,,,,,,,,
"Servicios sociales y de salud (193)",4,,1,3,,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",11,,,1,,2,,,,8,,
"Hogares privados con servicio doméstico (195)",26,,,,,,,,,26,,
"Actividad economica no especificada (197)",41,,,,,,,,,,,41
