"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHACHAPOYAS (000)",18809,935,16,8086,4587,647,2436,502,1600
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",74,,,6,11,2,20,,35
"Profes., científicos e intelectuales (002)",2172,,,,43,79,827,173,1050
"Técnicos de nivel medio ytrab.asimilados (003)",774,1,,31,104,85,383,62,108
"Jefes y empleados de oficina (004)",971,,,8,196,76,432,72,187
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",2089,59,1,712,802,108,252,75,80
"Agricult.trabaj. calif.agrop. y pesquros (006)",5197,419,2,3663,964,41,59,15,34
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",953,21,1,347,382,58,103,19,22
"Obreros. construc., conf., papel, fab., instr (008)",1269,9,1,419,637,55,100,26,22
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",4853,399,9,2773,1332,117,147,39,37
"Otra (010)",178,,,,44,15,90,13,16
"Ocupación no especificada (011)",279,27,2,127,72,11,23,8,9
"Hombres (012)",12213,447,8,5643,3266,402,1174,297,976
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",58,,,6,7,2,16,,27
"Profes., científicos e intelectuales (014)",1109,,,,13,27,358,87,624
"Técnicos de nivel medio ytrab.asimilados (015)",419,1,,19,69,55,175,29,71
"Jefes y empleados de oficina (016)",409,,,3,107,39,118,39,103
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",770,6,,191,346,55,89,42,41
"Agricult.trabaj. calif.agrop. y pesquros (018)",4541,273,2,3232,896,39,54,15,30
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",723,4,,216,325,53,92,17,16
"Obreros. construc., conf., papel, fab., instr (020)",1246,9,1,410,627,54,99,26,20
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",2699,153,5,1547,809,58,78,25,24
"Otra (022)",170,,,,42,15,85,13,15
"Ocupación no especificada (023)",69,1,,19,25,5,10,4,5
"Mujeres (024)",6596,488,8,2443,1321,245,1262,205,624
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",16,,,,4,,4,,8
"Profes., científicos e intelectuales (026)",1063,,,,30,52,469,86,426
"Técnicos de nivel medio ytrab.asimilados (027)",355,,,12,35,30,208,33,37
"Jefes y empleados de oficina (028)",562,,,5,89,37,314,33,84
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",1319,53,1,521,456,53,163,33,39
"Agricult.trabaj. calif.agrop. y pesquros (030)",656,146,,431,68,2,5,,4
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",230,17,1,131,57,5,11,2,6
"Obreros. construc., conf., papel, fab., instr (032)",23,,,9,10,1,1,,2
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",2154,246,4,1226,523,59,69,14,13
"Otra (034)",8,,,,2,,5,,1
"Ocupación no especificada (035)",210,26,2,108,47,6,13,4,4
,,,,,,,,,
"URBANA (036)",13012,388,6,4137,3594,581,2282,479,1545
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",68,,,3,11,1,20,,33
