"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JULCAN (000)",7994,7749,23,1358,1313,1164,1850,1152,674,215,245,31078
"De 12 a 14 años (001)",10,3,1,2,,,,,,,7,2
"De 15 a 19 años (002)",252,239,2,195,40,,2,,,,13,283
"De 20 a 24 años (003)",912,826,3,415,275,100,31,2,,,86,1403
"De 25 a 29 años (004)",966,904,3,238,282,202,166,13,,,62,2194
"De 30 a 34 años (005)",958,932,,148,238,237,237,55,16,1,26,2855
"De 35 a 39 años (006)",999,981,,105,154,163,349,152,52,6,18,3907
"De 40 a 44 años (007)",796,786,4,55,96,131,260,164,65,11,10,3539
"De 45 a 49 años (008)",647,644,3,42,60,82,183,145,83,46,3,3364
"De 50 y más años (009)",2454,2434,7,158,168,249,622,621,458,151,20,13531
"Conviviente (010)",3608,3560,10,615,710,585,846,468,242,84,48,13494
"De 12 a 14 años (011)",6,1,1,,,,,,,,5,
"De 15 a 19 años (012)",166,153,2,121,29,,1,,,,13,183
"De 20 a 24 años (013)",544,528,2,225,201,75,23,2,,,16,958
"De 25 a 29 años (014)",572,566,1,117,178,138,123,9,,,6,1464
"De 30 a 34 años (015)",515,515,,50,129,140,151,34,10,1,,1700
"De 35 a 39 años (016)",501,500,,36,83,81,176,91,30,3,1,2077
"De 40 a 44 años (017)",370,366,2,21,32,53,123,95,33,7,4,1774
"De 45 a 49 años (018)",274,274,1,12,24,32,79,64,42,20,,1504
"De 50 y más años (019)",660,657,1,33,34,66,170,173,127,53,3,3834
"Separado(a) (020)",470,463,2,188,94,66,60,38,12,3,7,1212
"De 15 a 19 años (022)",25,25,,24,1,,,,,,,26
"De 20 a 24 años (023)",70,68,,51,11,5,1,,,,2,92
"De 25 a 29 años (024)",59,56,,30,17,6,3,,,,3,94
