"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",2614,2307,140,54,113
"Otra (034)",5,,,,5
"Ocupación no especificada (035)",323,303,12,8,
,,,,,
"URBANA (036)",16453,12499,1268,816,1870
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",30,1,3,3,23
"Profes., científicos e intelectuales (038)",1704,391,287,363,663
"Técnicos de nivel medio y trab. asimilados (039)",481,261,28,40,152
"Jefes y empleados de oficina (040)",539,123,50,60,306
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2498,2297,124,40,37
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2824,2647,166,11,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",854,729,55,32,38
"Obreros construc.,conf.,papel, fab., instr. (044)",1896,1594,134,90,78
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",4972,4179,404,165,224
"Otra (046)",345,,,,345
"Ocupación no especificada (047)",310,277,17,12,4
"Hombres (048)",11933,9149,968,548,1268
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",21,1,2,2,16
"Profes., científicos e intelectuales (050)",944,201,169,201,373
"Técnicos de nivel medio y trab. asimilados (051)",304,173,17,30,84
"Jefes y empleados de oficina (052)",281,50,20,29,182
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1179,1037,79,33,30
"Agricult.trabaj.calif.agrop.y pesqueros (054)",2660,2493,157,10,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",713,613,49,20,31
"Obreros construc.,conf.,papel, fab., instr. (056)",1867,1574,133,83,77
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3520,2920,335,134,131
"Otra (058)",340,,,,340
"Ocupación no especificada (059)",104,87,7,6,4
"Mujeres (060)",4520,3350,300,268,602
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",9,,1,1,7
"Profes., científicos e intelectuales (062)",760,190,118,162,290
"Técnicos de nivel medio y trab. asimilados (063)",177,88,11,10,68
"Jefes y empleados de oficina (064)",258,73,30,31,124
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1319,1260,45,7,7
"Agricult.trabaj.calif.agrop.y pesqueros (066)",164,154,9,1,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",141,116,6,12,7
"Obreros construc.,conf.,papel, fab., instr. (068)",29,20,1,7,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",1452,1259,69,31,93
"Otra (070)",5,,,,5
"Ocupación no especificada (071)",206,190,10,6,
,,,,,
"RURAL (072)",19116,17406,1077,337,296
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,,4,,6
"Profes., científicos e intelectuales (074)",373,131,73,25,144
"Técnicos de nivel medio y trab. asimilados (075)",73,22,6,2,43
"Jefes y empleados de oficina (076)",32,8,,3,21
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",298,280,12,4,2
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8651,8409,226,14,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",129,114,12,3,
"Obreros construc.,conf.,papel, fab., instr. (080)",275,231,16,16,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",9115,8068,726,266,55
"Otra (082)",10,,,,10
"Ocupación no especificada (083)",150,143,2,4,1
"Hombres (084)",17031,15603,967,298,163
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",10,,4,,6
"Profes., científicos e intelectuales (086)",192,59,53,14,66
"Técnicos de nivel medio y trab. asimilados (087)",38,16,5,1,16
"Jefes y empleados de oficina (088)",19,4,,2,13
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",142,129,8,3,2
"Agricult.trabaj.calif.agrop.y pesqueros (090)",8265,8033,216,14,2
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",95,82,10,3,
"Obreros construc.,conf.,papel, fab., instr. (092)",274,230,16,16,12
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",7953,7020,655,243,35
"Otra (094)",10,,,,10
"Ocupación no especificada (095)",33,30,,2,1
"Mujeres (096)",2085,1803,110,39,133
"Profes., científicos e intelectuales (098)",181,72,20,11,78
"Técnicos de nivel medio y trab. asimilados (099)",35,6,1,1,27
"Jefes y empleados de oficina (100)",13,4,,1,8
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",156,151,4,1,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",386,376,10,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",34,32,2,,
"Obreros construc.,conf.,papel, fab., instr. (104)",1,1,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1162,1048,71,23,20
"Ocupación no especificada (107)",117,113,2,2,
